player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def
Kyle Okposo (RW/C),New York Islanders,80,19,33,52,0.65,34,-22,https://www.eliteprospects.com/player/10458/kyle-okposo,2009-2010,nhl,Kyle Okposo,RW/C,FW
David Krejčí (C),Boston Bruins,79,17,35,52,0.66,26,8,https://www.eliteprospects.com/player/9226/david-krejci,2009-2010,nhl,David Krejčí,C,FW
Patric Hörnqvist (RW),Nashville Predators,80,30,21,51,0.64,40,18,https://www.eliteprospects.com/player/3683/patric-hornqvist,2009-2010,nhl,Patric Hörnqvist,RW,FW
Joe Pavelski (C/RW),San Jose Sharks,67,25,26,51,0.76,26,1,https://www.eliteprospects.com/player/10372/joe-pavelski,2009-2010,nhl,Joe Pavelski,C/RW,FW
Marián Hossa (RW),Chicago Blackhawks,57,24,27,51,0.89,18,24,https://www.eliteprospects.com/player/4720/marian-hossa,2009-2010,nhl,Marián Hossa,RW,FW
Tomas Fleischmann (LW),Washington Capitals,69,23,28,51,0.74,28,9,https://www.eliteprospects.com/player/9613/tomas-fleischmann,2009-2010,nhl,Tomas Fleischmann,LW,FW
Alexander Frolov (LW),Los Angeles Kings,81,19,32,51,0.63,26,-1,https://www.eliteprospects.com/player/8591/alexander-frolov,2009-2010,nhl,Alexander Frolov,LW,FW
Steve Sullivan (LW),Nashville Predators,82,17,34,51,0.62,35,2,https://www.eliteprospects.com/player/8896/steve-sullivan,2009-2010,nhl,Steve Sullivan,LW,FW
Michael Cammalleri (LW),Montréal Canadiens,65,26,24,50,0.77,16,7,https://www.eliteprospects.com/player/9104/michael-cammalleri,2009-2010,nhl,Michael Cammalleri,LW,FW
Alexei Ponikarovsky (LW),totals,77,21,29,50,0.65,61,-1,https://www.eliteprospects.com/player/8658/alexei-ponikarovsky,2009-2010,nhl,Alexei Ponikarovsky,LW,FW
Jakub Voráček (RW),Columbus Blue Jackets,81,16,34,50,0.62,26,-7,https://www.eliteprospects.com/player/9285/jakub-voracek,2009-2010,nhl,Jakub Voráček,RW,FW
Olli Jokinen (C),totals,82,15,35,50,0.61,75,3,https://www.eliteprospects.com/player/2679/olli-jokinen,2009-2010,nhl,Olli Jokinen,C,FW
Sergei Gonchar (D),Pittsburgh Penguins,62,11,39,50,0.81,49,-4,https://www.eliteprospects.com/player/8678/sergei-gonchar,2009-2010,nhl,Sergei Gonchar,D,DEF
Tobias Enström (D),Atlanta Thrashers,82,6,44,50,0.61,30,-5,https://www.eliteprospects.com/player/594/tobias-enstrom,2009-2010,nhl,Tobias Enström,D,DEF
Martin Erat (RW/LW),Nashville Predators,74,21,28,49,0.66,50,-7,https://www.eliteprospects.com/player/8611/martin-erat,2009-2010,nhl,Martin Erat,RW/LW,FW
Jordan Staal (C),Pittsburgh Penguins,82,21,28,49,0.60,57,19,https://www.eliteprospects.com/player/10157/jordan-staal,2009-2010,nhl,Jordan Staal,C,FW
Alexei Kovalev (RW),Ottawa Senators,77,18,31,49,0.64,54,-8,https://www.eliteprospects.com/player/8670/alexei-kovalev,2009-2010,nhl,Alexei Kovalev,RW,FW
Mark Streit (D),New York Islanders,82,11,38,49,0.60,48,0,https://www.eliteprospects.com/player/4092/mark-streit,2009-2010,nhl,Mark Streit,D,DEF
Nicklas Lidström (D),Detroit Red Wings,82,9,40,49,0.60,24,22,https://www.eliteprospects.com/player/722/nicklas-lidstrom,2009-2010,nhl,Nicklas Lidström,D,DEF
Tomas Kaberle (D),Toronto Maple Leafs,82,7,42,49,0.60,24,-16,https://www.eliteprospects.com/player/8542/tomas-kaberle,2009-2010,nhl,Tomas Kaberle,D,DEF
Matt Moulson (LW/RW),New York Islanders,82,30,18,48,0.59,16,-2,https://www.eliteprospects.com/player/9744/matt-moulson,2009-2010,nhl,Matt Moulson,LW/RW,FW
Lee Stempniak (RW),totals,80,28,20,48,0.60,26,0,https://www.eliteprospects.com/player/10199/lee-stempniak,2009-2010,nhl,Lee Stempniak,RW,FW
Teemu Selänne (RW),Anaheim Ducks,54,27,21,48,0.89,16,3,https://www.eliteprospects.com/player/2683/teemu-selanne,2009-2010,nhl,Teemu Selänne,RW,FW
Patrik Elias (LW),New Jersey Devils,58,19,29,48,0.83,40,18,https://www.eliteprospects.com/player/8698/patrik-elias,2009-2010,nhl,Patrik Elias,LW,FW
T.J. Oshie (RW),St. Louis Blues,76,18,30,48,0.63,36,-1,https://www.eliteprospects.com/player/9209/t.j.-oshie,2009-2010,nhl,T.J. Oshie,RW,FW
David Backes (RW/C),St. Louis Blues,79,17,31,48,0.61,106,-4,https://www.eliteprospects.com/player/11435/david-backes,2009-2010,nhl,David Backes,RW/C,FW
Matt Cullen (C),totals,81,16,32,48,0.59,34,-7,https://www.eliteprospects.com/player/8754/matt-cullen,2009-2010,nhl,Matt Cullen,C,FW
Tyler Myers (D),Buffalo Sabres,82,11,37,48,0.59,32,13,https://www.eliteprospects.com/player/17521/tyler-myers,2009-2010,nhl,Tyler Myers,D,DEF
Scott Niedermayer (D),Anaheim Ducks,80,10,38,48,0.60,38,-9,https://www.eliteprospects.com/player/8521/scott-niedermayer,2009-2010,nhl,Scott Niedermayer,D,DEF
Alexander Steen (C),St. Louis Blues,68,24,23,47,0.69,30,6,https://www.eliteprospects.com/player/460/alexander-steen,2009-2010,nhl,Alexander Steen,C,FW
Ryan Malone (LW),Tampa Bay Lightning,69,21,26,47,0.68,68,-8,https://www.eliteprospects.com/player/8721/ryan-malone,2009-2010,nhl,Ryan Malone,LW,FW
David Perron (LW/RW),St. Louis Blues,82,20,27,47,0.57,60,-10,https://www.eliteprospects.com/player/11123/david-perron,2009-2010,nhl,David Perron,LW/RW,FW
Jarret Stoll (C),Los Angeles Kings,73,16,31,47,0.64,40,13,https://www.eliteprospects.com/player/8895/jarret-stoll,2009-2010,nhl,Jarret Stoll,C,FW
Claude Giroux (W/C),Philadelphia Flyers,82,16,31,47,0.57,23,-9,https://www.eliteprospects.com/player/10437/claude-giroux,2009-2010,nhl,Claude Giroux,W/C,FW
Brian Gionta (RW),Montréal Canadiens,61,28,18,46,0.75,26,3,https://www.eliteprospects.com/player/9048/brian-gionta,2009-2010,nhl,Brian Gionta,RW,FW
Steve Downie (RW),Tampa Bay Lightning,79,22,24,46,0.58,208,14,https://www.eliteprospects.com/player/9186/steve-downie,2009-2010,nhl,Steve Downie,RW,FW
Brenden Morrow (LW),Dallas Stars,76,20,26,46,0.61,69,-3,https://www.eliteprospects.com/player/8960/brenden-morrow,2009-2010,nhl,Brenden Morrow,LW,FW
Jason Arnott (C/RW),Nashville Predators,63,19,27,46,0.73,26,0,https://www.eliteprospects.com/player/9068/jason-arnott,2009-2010,nhl,Jason Arnott,C/RW,FW
Joni Pitkänen (D),Carolina Hurricanes,71,6,40,46,0.65,72,-11,https://www.eliteprospects.com/player/2697/joni-pitkanen,2009-2010,nhl,Joni Pitkänen,D,DEF
Tomas Holmström (RW),Detroit Red Wings,68,25,20,45,0.66,60,5,https://www.eliteprospects.com/player/712/tomas-holmstrom,2009-2010,nhl,Tomas Holmström,RW,FW
Bill Guerin (RW),Pittsburgh Penguins,78,21,24,45,0.58,75,-9,https://www.eliteprospects.com/player/9053/bill-guerin,2009-2010,nhl,Bill Guerin,RW,FW
Jean-Pierre Dumont (RW),Nashville Predators,74,17,28,45,0.61,20,8,https://www.eliteprospects.com/player/8783/jean-pierre-dumont,2009-2010,nhl,Jean-Pierre Dumont,RW,FW
Lubomir Visnovsky (D),totals,73,15,30,45,0.62,20,-10,https://www.eliteprospects.com/player/8592/lubomir-visnovsky,2009-2010,nhl,Lubomir Visnovsky,D,DEF
Niklas Hagman (LW),totals,82,25,19,44,0.54,25,-4,https://www.eliteprospects.com/player/2680/niklas-hagman,2009-2010,nhl,Niklas Hagman,LW,FW
Milan Hejduk (RW),Colorado Avalanche,56,23,21,44,0.79,10,6,https://www.eliteprospects.com/player/8603/milan-hejduk,2009-2010,nhl,Milan Hejduk,RW,FW
Niclas Bergfors (RW),totals,81,21,23,44,0.54,10,-10,https://www.eliteprospects.com/player/2045/niclas-bergfors,2009-2010,nhl,Niclas Bergfors,RW,FW
Brandon Dubinsky (C/LW),New York Rangers,69,20,24,44,0.64,54,9,https://www.eliteprospects.com/player/11024/brandon-dubinsky,2009-2010,nhl,Brandon Dubinsky,C/LW,FW
Kris Versteeg (RW/LW),Chicago Blackhawks,79,20,24,44,0.56,35,8,https://www.eliteprospects.com/player/9486/kris-versteeg,2009-2010,nhl,Kris Versteeg,RW/LW,FW
Todd Bertuzzi (RW/LW),Detroit Red Wings,82,18,26,44,0.54,80,-7,https://www.eliteprospects.com/player/9081/todd-bertuzzi,2009-2010,nhl,Todd Bertuzzi,RW/LW,FW
Christian Ehrhoff (D),Vancouver Canucks,80,14,30,44,0.55,42,36,https://www.eliteprospects.com/player/8581/christian-ehrhoff,2009-2010,nhl,Christian Ehrhoff,D,DEF
Scott Hartnell (LW),Philadelphia Flyers,81,14,30,44,0.54,155,-6,https://www.eliteprospects.com/player/8764/scott-hartnell,2009-2010,nhl,Scott Hartnell,LW,FW
Zdeno Chára (D),Boston Bruins,80,7,37,44,0.55,87,19,https://www.eliteprospects.com/player/4530/zdeno-chara,2009-2010,nhl,Zdeno Chára,D,DEF
Radim Vrbata (RW/LW),Phoenix Coyotes,82,24,19,43,0.52,24,6,https://www.eliteprospects.com/player/8626/radim-vrbata,2009-2010,nhl,Radim Vrbata,RW/LW,FW
Michael Frolík (RW/LW),Florida Panthers,82,21,22,43,0.52,43,-4,https://www.eliteprospects.com/player/8701/michael-frolik,2009-2010,nhl,Michael Frolík,RW/LW,FW
Paul Kariya (LW),St. Louis Blues,75,18,25,43,0.57,36,-7,https://www.eliteprospects.com/player/9002/paul-kariya,2009-2010,nhl,Paul Kariya,LW,FW
Mark Recchi (RW),Boston Bruins,81,18,25,43,0.53,34,4,https://www.eliteprospects.com/player/8869/mark-recchi,2009-2010,nhl,Mark Recchi,RW,FW
Shea Weber (D),Nashville Predators,78,16,27,43,0.55,36,0,https://www.eliteprospects.com/player/9505/shea-weber,2009-2010,nhl,Shea Weber,D,DEF
Bryan McCabe (D),Florida Panthers,82,8,35,43,0.52,83,-4,https://www.eliteprospects.com/player/4727/bryan-mccabe,2009-2010,nhl,Bryan McCabe,D,DEF
Marek Zidlicky (D),Minnesota Wild,78,6,37,43,0.55,67,-16,https://www.eliteprospects.com/player/3633/marek-zidlicky,2009-2010,nhl,Marek Zidlicky,D,DEF
Jochen Hecht (C/LW),Buffalo Sabres,79,21,21,42,0.53,35,14,https://www.eliteprospects.com/player/8674/jochen-hecht,2009-2010,nhl,Jochen Hecht,C/LW,FW
Antti Miettinen (W/C),Minnesota Wild,79,20,22,42,0.53,44,-2,https://www.eliteprospects.com/player/2698/antti-miettinen,2009-2010,nhl,Antti Miettinen,W/C,FW
Michal Handzus (C),Los Angeles Kings,81,20,22,42,0.52,38,4,https://www.eliteprospects.com/player/8683/michal-handzus,2009-2010,nhl,Michal Handzus,C,FW
Brad Boyes (RW),St. Louis Blues,82,14,28,42,0.51,26,1,https://www.eliteprospects.com/player/9092/brad-boyes,2009-2010,nhl,Brad Boyes,RW,FW
Brendan Morrison (C),Washington Capitals,74,12,30,42,0.57,40,23,https://www.eliteprospects.com/player/4321/brendan-morrison,2009-2010,nhl,Brendan Morrison,C,FW
Kurtis Foster (D),Tampa Bay Lightning,71,8,34,42,0.59,48,-5,https://www.eliteprospects.com/player/9156/kurtis-foster,2009-2010,nhl,Kurtis Foster,D,DEF
Brian Rafalski (D),Detroit Red Wings,78,8,34,42,0.54,26,23,https://www.eliteprospects.com/player/1635/brian-rafalski,2009-2010,nhl,Brian Rafalski,D,DEF
Alexander Edler (D),Vancouver Canucks,76,5,37,42,0.55,40,0,https://www.eliteprospects.com/player/4081/alexander-edler,2009-2010,nhl,Alexander Edler,D,DEF
Jamie Benn (LW/C),Dallas Stars,82,22,19,41,0.50,45,-1,https://www.eliteprospects.com/player/15399/jamie-benn,2009-2010,nhl,Jamie Benn,LW/C,FW
Jason Blake (LW/C),totals,82,16,25,41,0.50,36,-10,https://www.eliteprospects.com/player/8782/jason-blake,2009-2010,nhl,Jason Blake,LW/C,FW
