player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,player_name,position,fw_def
Radim Vrbata (RW/LW),Phoenix Coyotes,79,19,29,48,0.61,20,5,https://www.eliteprospects.com/player/8626/radim-vrbata,2010-2011,nhl,Radim Vrbata,RW/LW,FW
Bryan Little (C),Atlanta Thrashers,76,18,30,48,0.63,33,11,https://www.eliteprospects.com/player/10426/bryan-little,2010-2011,nhl,Bryan Little,C,FW
Brooks Laich (C/LW),Washington Capitals,82,16,32,48,0.59,46,14,https://www.eliteprospects.com/player/9518/brooks-laich,2010-2011,nhl,Brooks Laich,C/LW,FW
Shea Weber (D),Nashville Predators,82,16,32,48,0.59,56,7,https://www.eliteprospects.com/player/9505/shea-weber,2010-2011,nhl,Shea Weber,D,DEF
Mark Recchi (RW),Boston Bruins,81,14,34,48,0.59,35,13,https://www.eliteprospects.com/player/8869/mark-recchi,2010-2011,nhl,Mark Recchi,RW,FW
Brent Seabrook (D),Chicago Blackhawks,82,9,39,48,0.59,47,0,https://www.eliteprospects.com/player/8879/brent-seabrook,2010-2011,nhl,Brent Seabrook,D,DEF
Brian Rafalski (D),Detroit Red Wings,63,4,44,48,0.76,22,11,https://www.eliteprospects.com/player/1635/brian-rafalski,2010-2011,nhl,Brian Rafalski,D,DEF
Ryan Smyth (LW),Los Angeles Kings,82,23,24,47,0.57,35,-1,https://www.eliteprospects.com/player/8888/ryan-smyth,2010-2011,nhl,Ryan Smyth,LW,FW
Michael Cammalleri (LW),Montréal Canadiens,67,19,28,47,0.7,33,2,https://www.eliteprospects.com/player/9104/michael-cammalleri,2010-2011,nhl,Michael Cammalleri,LW,FW
Antoine Vermette (C),Columbus Blue Jackets,82,19,28,47,0.57,60,0,https://www.eliteprospects.com/player/8840/antoine-vermette,2010-2011,nhl,Antoine Vermette,C,FW
Derick Brassard (C/LW),Columbus Blue Jackets,74,17,30,47,0.64,55,-11,https://www.eliteprospects.com/player/9366/derick-brassard,2010-2011,nhl,Derick Brassard,C/LW,FW
Tomas Kaberle (D),totals,82,4,43,47,0.57,18,4,https://www.eliteprospects.com/player/8542/tomas-kaberle,2010-2011,nhl,Tomas Kaberle,D,DEF
Brian Gionta (RW),Montréal Canadiens,82,29,17,46,0.56,24,3,https://www.eliteprospects.com/player/9048/brian-gionta,2010-2011,nhl,Brian Gionta,RW,FW
Daniel Cleary (LW/RW),Detroit Red Wings,68,26,20,46,0.68,20,-1,https://www.eliteprospects.com/player/4376/daniel-cleary,2010-2011,nhl,Daniel Cleary,LW/RW,FW
Blake Comeau (LW),New York Islanders,77,24,22,46,0.6,43,-17,https://www.eliteprospects.com/player/9190/blake-comeau,2010-2011,nhl,Blake Comeau,LW,FW
Kris Versteeg (RW/LW),totals,80,21,25,46,0.58,53,-9,https://www.eliteprospects.com/player/9486/kris-versteeg,2010-2011,nhl,Kris Versteeg,RW/LW,FW
Matt D'Agostini (RW/LW),St. Louis Blues,82,21,25,46,0.56,40,8,https://www.eliteprospects.com/player/11721/matt-d-agostini,2010-2011,nhl,Matt D'Agostini,RW/LW,FW
Andrew Brunette (LW),Minnesota Wild,82,18,28,46,0.56,16,-7,https://www.eliteprospects.com/player/9101/andrew-brunette,2010-2011,nhl,Andrew Brunette,LW,FW
Brent Burns (D),Minnesota Wild,80,17,29,46,0.58,98,-10,https://www.eliteprospects.com/player/9103/brent-burns,2010-2011,nhl,Brent Burns,D,DEF
Jakub Voráček (RW),Columbus Blue Jackets,80,14,32,46,0.58,26,-3,https://www.eliteprospects.com/player/9285/jakub-voracek,2010-2011,nhl,Jakub Voráček,RW,FW
Alex Goligoski (D),totals,83,14,32,46,0.55,40,20,https://www.eliteprospects.com/player/9435/alex-goligoski,2010-2011,nhl,Alex Goligoski,D,DEF
John-Michael Liles (D),Colorado Avalanche,76,6,40,46,0.61,35,-9,https://www.eliteprospects.com/player/8734/john-michael-liles,2010-2011,nhl,John-Michael Liles,D,DEF
David Jones (RW),Colorado Avalanche,77,27,18,45,0.58,28,-2,https://www.eliteprospects.com/player/11426/david-jones,2010-2011,nhl,David Jones,RW,FW
Dustin Penner (LW),totals,81,23,22,45,0.56,47,-12,https://www.eliteprospects.com/player/8540/dustin-penner,2010-2011,nhl,Dustin Penner,LW,FW
James Neal (LW/RW),totals,79,22,23,45,0.57,66,7,https://www.eliteprospects.com/player/9362/james-neal,2010-2011,nhl,James Neal,LW/RW,FW
Tyler Kennedy (RW),Pittsburgh Penguins,80,21,24,45,0.56,37,1,https://www.eliteprospects.com/player/11535/tyler-kennedy,2010-2011,nhl,Tyler Kennedy,RW,FW
Derek Stepan (C),New York Rangers,82,21,24,45,0.55,20,8,https://www.eliteprospects.com/player/19040/derek-stepan,2010-2011,nhl,Derek Stepan,C,FW
Andrei Kostitsyn (LW/RW),Montréal Canadiens,81,20,25,45,0.56,36,3,https://www.eliteprospects.com/player/6666/andrei-kostitsyn,2010-2011,nhl,Andrei Kostitsyn,LW/RW,FW
Todd Bertuzzi (RW/LW),Detroit Red Wings,81,16,29,45,0.56,71,-7,https://www.eliteprospects.com/player/9081/todd-bertuzzi,2010-2011,nhl,Todd Bertuzzi,RW/LW,FW
Saku Koivu (C),Anaheim Ducks,75,15,30,45,0.6,36,-8,https://www.eliteprospects.com/player/2669/saku-koivu,2010-2011,nhl,Saku Koivu,C,FW
Erik Karlsson (D),Ottawa Senators,75,13,32,45,0.6,50,-30,https://www.eliteprospects.com/player/9878/erik-karlsson,2010-2011,nhl,Erik Karlsson,D,DEF
Duncan Keith (D),Chicago Blackhawks,82,7,38,45,0.55,22,-1,https://www.eliteprospects.com/player/9012/duncan-keith,2010-2011,nhl,Duncan Keith,D,DEF
Blake Wheeler (RW/C),totals,81,18,26,44,0.54,46,10,https://www.eliteprospects.com/player/9215/blake-wheeler,2010-2011,nhl,Blake Wheeler,RW/C,FW
Artyom Anisimov (C/LW),New York Rangers,82,18,26,44,0.54,20,3,https://www.eliteprospects.com/player/9300/artyom-anisimov,2010-2011,nhl,Artyom Anisimov,C/LW,FW
Zdeno Chára (D),Boston Bruins,81,14,30,44,0.54,88,33,https://www.eliteprospects.com/player/4530/zdeno-chara,2010-2011,nhl,Zdeno Chára,D,DEF
Frans Nielsen (C),New York Islanders,71,13,31,44,0.62,38,13,https://www.eliteprospects.com/player/210/frans-nielsen,2010-2011,nhl,Frans Nielsen,C,FW
Travis Zajac (C/RW),New Jersey Devils,82,13,31,44,0.54,24,-6,https://www.eliteprospects.com/player/10232/travis-zajac,2010-2011,nhl,Travis Zajac,C/RW,FW
Curtis Glencross (LW),Calgary Flames,79,24,19,43,0.54,59,6,https://www.eliteprospects.com/player/10984/curtis-glencross,2010-2011,nhl,Curtis Glencross,LW,FW
Jarret Stoll (C),Los Angeles Kings,82,20,23,43,0.52,42,-6,https://www.eliteprospects.com/player/8895/jarret-stoll,2010-2011,nhl,Jarret Stoll,C,FW
Evander Kane (LW/RW),Atlanta Thrashers,73,19,24,43,0.59,68,-12,https://www.eliteprospects.com/player/14657/evander-kane,2010-2011,nhl,Evander Kane,LW/RW,FW
Jordan Eberle (RW/C),Edmonton Oilers,69,18,25,43,0.62,22,-12,https://www.eliteprospects.com/player/11098/jordan-eberle,2010-2011,nhl,Jordan Eberle,RW/C,FW
Alex Pietrangelo (D),St. Louis Blues,79,11,32,43,0.54,19,18,https://www.eliteprospects.com/player/11317/alex-pietrangelo,2010-2011,nhl,Alex Pietrangelo,D,DEF
Brendan Morrison (C),Calgary Flames,66,9,34,43,0.65,16,13,https://www.eliteprospects.com/player/4321/brendan-morrison,2010-2011,nhl,Brendan Morrison,C,FW
Kevin Shattenkirk (D),totals,72,9,34,43,0.6,36,-4,https://www.eliteprospects.com/player/11460/kevin-shattenkirk,2010-2011,nhl,Kevin Shattenkirk,D,DEF
Mark Giordano (D),Calgary Flames,82,8,35,43,0.52,67,-8,https://www.eliteprospects.com/player/9161/mark-giordano,2010-2011,nhl,Mark Giordano,D,DEF
Taylor Hall (LW/C),Edmonton Oilers,65,22,20,42,0.65,27,-9,https://www.eliteprospects.com/player/14360/taylor-hall,2010-2011,nhl,Taylor Hall,LW/C,FW
Sam Gagner (C/RW),Edmonton Oilers,68,15,27,42,0.62,37,-17,https://www.eliteprospects.com/player/10425/sam-gagner,2010-2011,nhl,Sam Gagner,C/RW,FW
Tomas Kopecky (W/C),Chicago Blackhawks,81,15,27,42,0.52,60,-13,https://www.eliteprospects.com/player/9642/tomas-kopecky,2010-2011,nhl,Tomas Kopecky,W/C,FW
Ales Hemsky (RW),Edmonton Oilers,47,14,28,42,0.89,18,3,https://www.eliteprospects.com/player/8600/ales-hemsky,2010-2011,nhl,Ales Hemsky,RW,FW
Tim Connolly (C),Buffalo Sabres,68,13,29,42,0.62,20,-10,https://www.eliteprospects.com/player/8775/tim-connolly,2010-2011,nhl,Tim Connolly,C,FW
