player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,player_name,position,fw_def
Paul Martin (D),Pittsburgh Penguins,77,3,21,24,0.31,16,9,https://www.eliteprospects.com/player/8778/paul-martin,2010-2011,nhl,Paul Martin,D,DEF
Jason Demers (D),San Jose Sharks,75,2,22,24,0.32,28,19,https://www.eliteprospects.com/player/12154/jason-demers,2010-2011,nhl,Jason Demers,D,DEF
Kristian Huselius (LW),Columbus Blue Jackets,39,14,9,23,0.59,10,-17,https://www.eliteprospects.com/player/691/kristian-huselius,2010-2011,nhl,Kristian Huselius,LW,FW
Tim Jackman (RW),Calgary Flames,82,10,13,23,0.28,86,4,https://www.eliteprospects.com/player/10322/tim-jackman,2010-2011,nhl,Tim Jackman,RW,FW
Václav Prospal (LW/C),New York Rangers,29,9,14,23,0.79,8,4,https://www.eliteprospects.com/player/8641/vaclav-prospal,2010-2011,nhl,Václav Prospal,LW/C,FW
Derek MacKenzie (C/LW),Columbus Blue Jackets,63,9,14,23,0.37,22,14,https://www.eliteprospects.com/player/8567/derek-mackenzie,2010-2011,nhl,Derek MacKenzie,C/LW,FW
Torrey Mitchell (C/RW),San Jose Sharks,66,9,14,23,0.35,46,10,https://www.eliteprospects.com/player/11438/torrey-mitchell,2010-2011,nhl,Torrey Mitchell,C/RW,FW
Colby Armstrong (RW/LW),Toronto Maple Leafs,50,8,15,23,0.46,38,-1,https://www.eliteprospects.com/player/9067/colby-armstrong,2010-2011,nhl,Colby Armstrong,RW/LW,FW
Mats Zuccarello (RW/LW),New York Rangers,42,6,17,23,0.55,4,3,https://www.eliteprospects.com/player/10881/mats-zuccarello,2010-2011,nhl,Mats Zuccarello,RW/LW,FW
Dan Hamhuis (D),Vancouver Canucks,64,6,17,23,0.36,34,29,https://www.eliteprospects.com/player/9040/dan-hamhuis,2010-2011,nhl,Dan Hamhuis,D,DEF
Kris Russell (D),Columbus Blue Jackets,73,5,18,23,0.32,37,-9,https://www.eliteprospects.com/player/9188/kris-russell,2010-2011,nhl,Kris Russell,D,DEF
Pavel Kubina (D),Tampa Bay Lightning,79,4,19,23,0.29,62,2,https://www.eliteprospects.com/player/5519/pavel-kubina,2010-2011,nhl,Pavel Kubina,D,DEF
Andy Greene (D),New Jersey Devils,82,4,19,23,0.28,22,-23,https://www.eliteprospects.com/player/9169/andy-greene,2010-2011,nhl,Andy Greene,D,DEF
Nikolai Zherdev (LW/RW),Philadelphia Flyers,56,16,6,22,0.39,22,5,https://www.eliteprospects.com/player/8620/nikolai-zherdev,2010-2011,nhl,Nikolai Zherdev,LW/RW,FW
Brandon Yip (RW/LW),Colorado Avalanche,71,12,10,22,0.31,54,-22,https://www.eliteprospects.com/player/11887/brandon-yip,2010-2011,nhl,Brandon Yip,RW/LW,FW
Andreas Nödl (RW),Philadelphia Flyers,67,11,11,22,0.33,16,14,https://www.eliteprospects.com/player/11448/andreas-nodl,2010-2011,nhl,Andreas Nödl,RW,FW
Tyler Seguin (C/RW),Boston Bruins,74,11,11,22,0.3,18,-4,https://www.eliteprospects.com/player/23807/tyler-seguin,2010-2011,nhl,Tyler Seguin,C/RW,FW
Steve Sullivan (LW),Nashville Predators,44,10,12,22,0.5,28,4,https://www.eliteprospects.com/player/8896/steve-sullivan,2010-2011,nhl,Steve Sullivan,LW,FW
David Desharnais (C/LW),Montréal Canadiens,43,8,14,22,0.51,12,-3,https://www.eliteprospects.com/player/11122/david-desharnais,2010-2011,nhl,David Desharnais,C/LW,FW
Mattias Tedenby (LW),New Jersey Devils,58,8,14,22,0.38,14,3,https://www.eliteprospects.com/player/6013/mattias-tedenby,2010-2011,nhl,Mattias Tedenby,LW,FW
Kurtis Foster (D),Edmonton Oilers,74,8,14,22,0.3,45,-12,https://www.eliteprospects.com/player/9156/kurtis-foster,2010-2011,nhl,Kurtis Foster,D,DEF
Radek Dvorak (RW),totals,66,7,15,22,0.33,24,2,https://www.eliteprospects.com/player/8599/radek-dvorak,2010-2011,nhl,Radek Dvorak,RW,FW
Kevin Bieksa (D),Vancouver Canucks,66,6,16,22,0.33,73,32,https://www.eliteprospects.com/player/9682/kevin-bieksa,2010-2011,nhl,Kevin Bieksa,D,DEF
Vernon Fiddler (C/LW),Phoenix Coyotes,71,6,16,22,0.31,46,3,https://www.eliteprospects.com/player/9152/vernon-fiddler,2010-2011,nhl,Vernon Fiddler,C/LW,FW
Luke Schenn (D),Toronto Maple Leafs,82,5,17,22,0.27,34,-7,https://www.eliteprospects.com/player/11400/luke-schenn,2010-2011,nhl,Luke Schenn,D,DEF
Jack Hillen (D),New York Islanders,64,4,18,22,0.34,45,-5,https://www.eliteprospects.com/player/17778/jack-hillen,2010-2011,nhl,Jack Hillen,D,DEF
Adrian Aucoin (D),Phoenix Coyotes,75,3,19,22,0.29,52,18,https://www.eliteprospects.com/player/5530/adrian-aucoin,2010-2011,nhl,Adrian Aucoin,D,DEF
Brandon McMillan (C/LW),Anaheim Ducks,60,11,10,21,0.35,18,-5,https://www.eliteprospects.com/player/14741/brandon-mcmillan,2010-2011,nhl,Brandon McMillan,C/LW,FW
Bobby Butler (RW),Ottawa Senators,36,10,11,21,0.58,10,-16,https://www.eliteprospects.com/player/33224/bobby-butler,2010-2011,nhl,Bobby Butler,RW,FW
Maxime Talbot (C),Pittsburgh Penguins,82,8,13,21,0.26,66,-3,https://www.eliteprospects.com/player/9511/maxime-talbot,2010-2011,nhl,Maxime Talbot,C,FW
Michal Rozsíval (D),totals,65,6,15,21,0.32,42,6,https://www.eliteprospects.com/player/8687/michal-rozsival,2010-2011,nhl,Michal Rozsíval,D,DEF
Jake Dowell (C),Chicago Blackhawks,79,6,15,21,0.27,63,5,https://www.eliteprospects.com/player/9416/jake-dowell,2010-2011,nhl,Jake Dowell,C,FW
Chris Campoli (D),totals,77,4,17,21,0.27,36,0,https://www.eliteprospects.com/player/9106/chris-campoli,2010-2011,nhl,Chris Campoli,D,DEF
Patrick Eaves (RW/LW),Detroit Red Wings,63,13,7,20,0.32,14,-2,https://www.eliteprospects.com/player/9144/patrick-eaves,2010-2011,nhl,Patrick Eaves,RW/LW,FW
Matt Calvert (LW/RW),Columbus Blue Jackets,42,11,9,20,0.48,12,3,https://www.eliteprospects.com/player/17025/matt-calvert,2010-2011,nhl,Matt Calvert,LW/RW,FW
Eric Fehr (C),Washington Capitals,52,10,10,20,0.38,16,0,https://www.eliteprospects.com/player/10352/eric-fehr,2010-2011,nhl,Eric Fehr,C,FW
Shawn Thornton (RW),Boston Bruins,79,10,10,20,0.25,122,8,https://www.eliteprospects.com/player/11339/shawn-thornton,2010-2011,nhl,Shawn Thornton,RW,FW
Tim Brent (C),Toronto Maple Leafs,79,8,12,20,0.25,33,-4,https://www.eliteprospects.com/player/9508/tim-brent,2010-2011,nhl,Tim Brent,C,FW
Cody McCormick (C/W),Buffalo Sabres,81,8,12,20,0.25,142,2,https://www.eliteprospects.com/player/8975/cody-mccormick,2010-2011,nhl,Cody McCormick,C/W,FW
Jay McClement (C/D),totals,80,7,13,20,0.25,30,-21,https://www.eliteprospects.com/player/9517/jay-mcclement,2010-2011,nhl,Jay McClement,C/D,DEF
Samuel Påhlsson (C),Columbus Blue Jackets,82,7,13,20,0.24,30,-13,https://www.eliteprospects.com/player/732/samuel-pahlsson,2010-2011,nhl,Samuel Påhlsson,C,FW
Alexander Burmistrov (C),Atlanta Thrashers,74,6,14,20,0.27,27,-12,https://www.eliteprospects.com/player/22927/alexander-burmistrov,2010-2011,nhl,Alexander Burmistrov,C,FW
Kyle Okposo (RW/C),New York Islanders,38,5,15,20,0.53,40,3,https://www.eliteprospects.com/player/10458/kyle-okposo,2010-2011,nhl,Kyle Okposo,RW/C,FW
Jan Hejda (D),Columbus Blue Jackets,77,5,15,20,0.26,28,-6,https://www.eliteprospects.com/player/8365/jan-hejda,2010-2011,nhl,Jan Hejda,D,DEF
Carl Gunnarsson (D),Toronto Maple Leafs,68,4,16,20,0.29,14,-2,https://www.eliteprospects.com/player/2621/carl-gunnarsson,2010-2011,nhl,Carl Gunnarsson,D,DEF
Brad Stuart (D),Detroit Red Wings,67,3,17,20,0.3,40,4,https://www.eliteprospects.com/player/3669/brad-stuart,2010-2011,nhl,Brad Stuart,D,DEF
Jean-Pierre Dumont (RW),Nashville Predators,70,10,9,19,0.27,16,2,https://www.eliteprospects.com/player/8783/jean-pierre-dumont,2010-2011,nhl,Jean-Pierre Dumont,RW,FW
Chris Thorburn (RW),Atlanta Thrashers,82,9,10,19,0.23,77,-4,https://www.eliteprospects.com/player/8855/chris-thorburn,2010-2011,nhl,Chris Thorburn,RW,FW
Jack Skille (RW/LW),totals,62,8,11,19,0.31,29,-9,https://www.eliteprospects.com/player/9217/jack-skille,2010-2011,nhl,Jack Skille,RW/LW,FW
Brad Richardson (RW/C),Los Angeles Kings,68,7,12,19,0.28,47,-13,https://www.eliteprospects.com/player/10211/brad-richardson,2010-2011,nhl,Brad Richardson,RW/C,FW
Justin Abdelkader (LW/RW),Detroit Red Wings,74,7,12,19,0.26,61,15,https://www.eliteprospects.com/player/10460/justin-abdelkader,2010-2011,nhl,Justin Abdelkader,LW/RW,FW
Rob Niedermayer (RW/C),Buffalo Sabres,71,5,14,19,0.27,22,-8,https://www.eliteprospects.com/player/8536/rob-niedermayer,2010-2011,nhl,Rob Niedermayer,RW/C,FW
Zbynek Michalek (D),Pittsburgh Penguins,73,5,14,19,0.26,30,0,https://www.eliteprospects.com/player/8588/zbynek-michalek,2010-2011,nhl,Zbynek Michalek,D,DEF
Grant Clitsome (D),Columbus Blue Jackets,31,4,15,19,0.61,16,2,https://www.eliteprospects.com/player/15053/grant-clitsome,2010-2011,nhl,Grant Clitsome,D,DEF
Ron Hainsey (D),Atlanta Thrashers,82,3,16,19,0.23,24,3,https://www.eliteprospects.com/player/9037/ron-hainsey,2010-2011,nhl,Ron Hainsey,D,DEF
David Clarkson (RW),New Jersey Devils,82,12,6,18,0.22,116,-20,https://www.eliteprospects.com/player/11018/david-clarkson,2010-2011,nhl,David Clarkson,RW,FW
Drew Miller (LW/RW),Detroit Red Wings,67,10,8,18,0.27,13,-2,https://www.eliteprospects.com/player/11405/drew-miller,2010-2011,nhl,Drew Miller,LW/RW,FW
Jordin Tootoo (RW),Nashville Predators,54,8,10,18,0.33,61,8,https://www.eliteprospects.com/player/9515/jordin-tootoo,2010-2011,nhl,Jordin Tootoo,RW,FW
Tom Kostopoulos (RW),totals,76,8,10,18,0.24,74,-4,https://www.eliteprospects.com/player/9021/tom-kostopoulos,2010-2011,nhl,Tom Kostopoulos,RW,FW
Patrick Dwyer (RW),Carolina Hurricanes,80,8,10,18,0.23,12,-6,https://www.eliteprospects.com/player/10409/patrick-dwyer,2010-2011,nhl,Patrick Dwyer,RW,FW
Adam Hall (RW),Tampa Bay Lightning,82,7,11,18,0.22,32,-12,https://www.eliteprospects.com/player/8724/adam-hall,2010-2011,nhl,Adam Hall,RW,FW
Cal O'Reilly (C),Nashville Predators,38,6,12,18,0.47,2,4,https://www.eliteprospects.com/player/11360/cal-o-reilly,2010-2011,nhl,Cal O'Reilly,C,FW
Jason Garrison (D),Florida Panthers,73,5,13,18,0.25,26,-2,https://www.eliteprospects.com/player/24173/jason-garrison,2010-2011,nhl,Jason Garrison,D,DEF
Marc-Édouard Vlasic (D),San Jose Sharks,80,4,14,18,0.23,18,14,https://www.eliteprospects.com/player/10218/marc-edouard-vlasic,2010-2011,nhl,Marc-Édouard Vlasic,D,DEF
Ben Lovejoy (D),Pittsburgh Penguins,47,3,15,18,0.38,48,11,https://www.eliteprospects.com/player/13404/ben-lovejoy,2010-2011,nhl,Ben Lovejoy,D,DEF
Kevin Klein (D),Nashville Predators,81,2,16,18,0.22,24,9,https://www.eliteprospects.com/player/9507/kevin-klein,2010-2011,nhl,Kevin Klein,D,DEF
Anton Strålman (D),Columbus Blue Jackets,51,1,17,18,0.35,22,-11,https://www.eliteprospects.com/player/4152/anton-stralman,2010-2011,nhl,Anton Strålman,D,DEF
Sean O'Donnell (D),Philadelphia Flyers,81,1,17,18,0.22,87,8,https://www.eliteprospects.com/player/8537/sean-o-donnell,2010-2011,nhl,Sean O'Donnell,D,DEF
Nick Palmieri (RW),New Jersey Devils,43,9,8,17,0.4,6,9,https://www.eliteprospects.com/player/12525/nick-palmieri,2010-2011,nhl,Nick Palmieri,RW,FW
Jeff Tambellini (LW/RW),Vancouver Canucks,62,9,8,17,0.27,18,10,https://www.eliteprospects.com/player/9509/jeff-tambellini,2010-2011,nhl,Jeff Tambellini,LW/RW,FW
Mike Rupp (W/C),Pittsburgh Penguins,81,9,8,17,0.21,124,-4,https://www.eliteprospects.com/player/8922/mike-rupp,2010-2011,nhl,Mike Rupp,W/C,FW
Yevgeni Dadonov (RW/LW),Florida Panthers,36,8,9,17,0.47,14,0,https://www.eliteprospects.com/player/11859/yevgeni-dadonov,2010-2011,nhl,Yevgeni Dadonov,RW/LW,FW
Ben Eager (LW),totals,68,7,10,17,0.25,120,4,https://www.eliteprospects.com/player/8825/ben-eager,2010-2011,nhl,Ben Eager,LW,FW
Lars Eller (C/LW),Montréal Canadiens,77,7,10,17,0.22,48,-4,https://www.eliteprospects.com/player/5995/lars-eller,2010-2011,nhl,Lars Eller,C/LW,FW
Darroll Powe (C/W),Philadelphia Flyers,81,7,10,17,0.21,41,-6,https://www.eliteprospects.com/player/12407/darroll-powe,2010-2011,nhl,Darroll Powe,C/W,FW
Rostislav Olesz (LW/RW),Florida Panthers,44,6,11,17,0.39,8,-1,https://www.eliteprospects.com/player/8652/rostislav-olesz,2010-2011,nhl,Rostislav Olesz,LW/RW,FW
Philippe Dupuis (C/RW),Colorado Avalanche,74,6,11,17,0.23,40,-8,https://www.eliteprospects.com/player/11564/philippe-dupuis,2010-2011,nhl,Philippe Dupuis,C/RW,FW
Zach Bogosian (D),Atlanta Thrashers,71,5,12,17,0.24,29,-27,https://www.eliteprospects.com/player/14440/zach-bogosian,2010-2011,nhl,Zach Bogosian,D,DEF
François Beauchemin (D),totals,81,5,12,17,0.21,32,-8,https://www.eliteprospects.com/player/8529/francois-beauchemin,2010-2011,nhl,François Beauchemin,D,DEF
Milan Jurcina (D),New York Islanders,46,4,13,17,0.37,30,-4,https://www.eliteprospects.com/player/8677/milan-jurcina,2010-2011,nhl,Milan Jurcina,D,DEF
Mike Weber (D),Buffalo Sabres,58,4,13,17,0.29,69,13,https://www.eliteprospects.com/player/11231/mike-weber,2010-2011,nhl,Mike Weber,D,DEF
Bryan Allen (D),totals,72,4,13,17,0.24,82,-1,https://www.eliteprospects.com/player/8767/bryan-allen,2010-2011,nhl,Bryan Allen,D,DEF
Cory Sarich (D),Calgary Flames,76,4,13,17,0.22,75,11,https://www.eliteprospects.com/player/8867/cory-sarich,2010-2011,nhl,Cory Sarich,D,DEF
Derek Dorsett (RW),Columbus Blue Jackets,76,4,13,17,0.22,184,-15,https://www.eliteprospects.com/player/11666/derek-dorsett,2010-2011,nhl,Derek Dorsett,RW,FW
Peter Regin (C),Ottawa Senators,55,3,14,17,0.31,12,-4,https://www.eliteprospects.com/player/4104/peter-regin,2010-2011,nhl,Peter Regin,C,FW
Nick Schultz (D),Minnesota Wild,74,3,14,17,0.23,38,-4,https://www.eliteprospects.com/player/8597/nick-schultz,2010-2011,nhl,Nick Schultz,D,DEF
Robyn Regehr (D),Calgary Flames,79,2,15,17,0.22,58,2,https://www.eliteprospects.com/player/8913/robyn-regehr,2010-2011,nhl,Robyn Regehr,D,DEF
Johnny Oduya (D),Atlanta Thrashers,82,2,15,17,0.21,22,-15,https://www.eliteprospects.com/player/1015/johnny-oduya,2010-2011,nhl,Johnny Oduya,D,DEF
Brad Winchester (LW),totals,76,10,6,16,0.21,114,-18,https://www.eliteprospects.com/player/8830/brad-winchester,2010-2011,nhl,Brad Winchester,LW,FW
Chuck Kobasew (RW),Minnesota Wild,63,9,7,16,0.25,19,-6,https://www.eliteprospects.com/player/9018/chuck-kobasew,2010-2011,nhl,Chuck Kobasew,RW,FW
Eric Brewer (D),totals,76,9,7,16,0.21,81,6,https://www.eliteprospects.com/player/9095/eric-brewer,2010-2011,nhl,Eric Brewer,D,DEF
Alexander Frolov (LW),New York Rangers,43,7,9,16,0.37,8,4,https://www.eliteprospects.com/player/8591/alexander-frolov,2010-2011,nhl,Alexander Frolov,LW,FW
Fernando Pisani (RW),Chicago Blackhawks,60,7,9,16,0.27,10,0,https://www.eliteprospects.com/player/8601/fernando-pisani,2010-2011,nhl,Fernando Pisani,RW,FW
Chris Conner (LW),Pittsburgh Penguins,60,7,9,16,0.27,10,5,https://www.eliteprospects.com/player/10995/chris-conner,2010-2011,nhl,Chris Conner,LW,FW
Shawn Matthias (LW),Florida Panthers,51,6,10,16,0.31,16,0,https://www.eliteprospects.com/player/9345/shawn-matthias,2010-2011,nhl,Shawn Matthias,LW,FW
Travis Moen (LW/RW),Montréal Canadiens,79,6,10,16,0.2,96,-4,https://www.eliteprospects.com/player/8535/travis-moen,2010-2011,nhl,Travis Moen,LW/RW,FW
Chris Neil (RW),Ottawa Senators,80,6,10,16,0.2,210,-14,https://www.eliteprospects.com/player/8949/chris-neil,2010-2011,nhl,Chris Neil,RW,FW
Marco Sturm (LW),totals,35,5,11,16,0.46,23,6,https://www.eliteprospects.com/player/8573/marco-sturm,2010-2011,nhl,Marco Sturm,LW,FW
Alec Martinez (D),Los Angeles Kings,60,5,11,16,0.27,18,11,https://www.eliteprospects.com/player/12531/alec-martinez,2010-2011,nhl,Alec Martinez,D,DEF
Mike Grier (RW),Buffalo Sabres,73,5,11,16,0.22,12,0,https://www.eliteprospects.com/player/9171/mike-grier,2010-2011,nhl,Mike Grier,RW,FW
Derek Morris (D),Phoenix Coyotes,77,5,11,16,0.21,58,-2,https://www.eliteprospects.com/player/8963/derek-morris,2010-2011,nhl,Derek Morris,D,DEF
Henrik Tallinder (D),New Jersey Devils,82,5,11,16,0.2,40,-6,https://www.eliteprospects.com/player/1955/henrik-tallinder,2010-2011,nhl,Henrik Tallinder,D,DEF
Sami Lepistö (D),totals,70,4,12,16,0.23,55,10,https://www.eliteprospects.com/player/4127/sami-lepisto,2010-2011,nhl,Sami Lepistö,D,DEF
Radek Martínek (D),New York Islanders,64,3,13,16,0.25,35,-5,https://www.eliteprospects.com/player/8694/radek-martinek,2010-2011,nhl,Radek Martínek,D,DEF
Ryan Wilson (D),Colorado Avalanche,67,3,13,16,0.24,68,-8,https://www.eliteprospects.com/player/13843/ryan-wilson,2010-2011,nhl,Ryan Wilson,D,DEF
Johnny Boychuk (D),Boston Bruins,69,3,13,16,0.23,45,15,https://www.eliteprospects.com/player/9091/johnny-boychuk,2010-2011,nhl,Johnny Boychuk,D,DEF
Filip Kuba (D),Ottawa Senators,64,2,14,16,0.25,16,-26,https://www.eliteprospects.com/player/8639/filip-kuba,2010-2011,nhl,Filip Kuba,D,DEF
Braydon Coburn (D),Philadelphia Flyers,82,2,14,16,0.2,53,15,https://www.eliteprospects.com/player/9477/braydon-coburn,2010-2011,nhl,Braydon Coburn,D,DEF
Tim Gleason (D),Carolina Hurricanes,82,2,14,16,0.2,85,-11,https://www.eliteprospects.com/player/9162/tim-gleason,2010-2011,nhl,Tim Gleason,D,DEF
Jaroslav Spacek (D),Montréal Canadiens,59,1,15,16,0.27,45,9,https://www.eliteprospects.com/player/1668/jaroslav-spacek,2010-2011,nhl,Jaroslav Spacek,D,DEF
T.J. Galiardi (C/LW),Colorado Avalanche,35,7,8,15,0.43,12,-6,https://www.eliteprospects.com/player/12464/t.j.-galiardi,2010-2011,nhl,T.J. Galiardi,C/LW,FW
Dana Tyrell (C/W),Tampa Bay Lightning,78,6,9,15,0.19,12,-5,https://www.eliteprospects.com/player/11638/dana-tyrell,2010-2011,nhl,Dana Tyrell,C/W,FW
Chris Clark (RW),Columbus Blue Jackets,53,5,10,15,0.28,38,-3,https://www.eliteprospects.com/player/8766/chris-clark,2010-2011,nhl,Chris Clark,RW,FW
Alexei Ponikarovsky (LW),Los Angeles Kings,61,5,10,15,0.25,36,1,https://www.eliteprospects.com/player/8658/alexei-ponikarovsky,2010-2011,nhl,Alexei Ponikarovsky,LW,FW
Steve Bernier (RW),Florida Panthers,68,5,10,15,0.22,21,-14,https://www.eliteprospects.com/player/9080/steve-bernier,2010-2011,nhl,Steve Bernier,RW,FW
Mike Modano (C),Detroit Red Wings,40,4,11,15,0.38,8,-4,https://www.eliteprospects.com/player/8965/mike-modano,2010-2011,nhl,Mike Modano,C,FW
Craig Adams (RW),Pittsburgh Penguins,80,4,11,15,0.19,76,-5,https://www.eliteprospects.com/player/8756/craig-adams,2010-2011,nhl,Craig Adams,RW,FW
Joey Crabb (RW),Toronto Maple Leafs,48,3,12,15,0.31,24,-1,https://www.eliteprospects.com/player/9395/joey-crabb,2010-2011,nhl,Joey Crabb,RW,FW
Adam McQuaid (D),Boston Bruins,67,3,12,15,0.22,96,30,https://www.eliteprospects.com/player/11321/adam-mcquaid,2010-2011,nhl,Adam McQuaid,D,DEF
Andrew Ference (D),Boston Bruins,70,3,12,15,0.21,60,22,https://www.eliteprospects.com/player/8711/andrew-ference,2010-2011,nhl,Andrew Ference,D,DEF
Jonathan Ericsson (D),Detroit Red Wings,74,3,12,15,0.2,87,8,https://www.eliteprospects.com/player/1346/jonathan-ericsson,2010-2011,nhl,Jonathan Ericsson,D,DEF
Michael Sauer (D),New York Rangers,76,3,12,15,0.2,75,20,https://www.eliteprospects.com/player/12385/michael-sauer,2010-2011,nhl,Michael Sauer,D,DEF
Rob Scuderi (D),Los Angeles Kings,82,2,13,15,0.18,16,1,https://www.eliteprospects.com/player/8878/rob-scuderi,2010-2011,nhl,Rob Scuderi,D,DEF
Marc Methot (D),Columbus Blue Jackets,74,0,15,15,0.2,58,2,https://www.eliteprospects.com/player/10993/marc-methot,2010-2011,nhl,Marc Methot,D,DEF
Adam Burish (RW/LW),Dallas Stars,63,8,6,14,0.22,91,2,https://www.eliteprospects.com/player/10196/adam-burish,2010-2011,nhl,Adam Burish,RW/LW,FW
Nick Spaling (C/LW),Nashville Predators,74,8,6,14,0.19,20,-10,https://www.eliteprospects.com/player/12462/nick-spaling,2010-2011,nhl,Nick Spaling,C/LW,FW
Mathieu Perreault (C),Washington Capitals,35,7,7,14,0.4,20,-3,https://www.eliteprospects.com/player/10441/mathieu-perreault,2010-2011,nhl,Mathieu Perreault,C,FW
Kyle Clifford (LW/RW),Los Angeles Kings,76,7,7,14,0.18,141,-10,https://www.eliteprospects.com/player/15480/kyle-clifford,2010-2011,nhl,Kyle Clifford,LW/RW,FW
B.J. Crombeen (RW),St. Louis Blues,80,7,7,14,0.18,154,-18,https://www.eliteprospects.com/player/9149/b.j.-crombeen,2010-2011,nhl,B.J. Crombeen,RW,FW
Ed Jovanovski (D),Phoenix Coyotes,50,5,9,14,0.28,39,4,https://www.eliteprospects.com/player/9035/ed-jovanovski,2010-2011,nhl,Ed Jovanovski,D,DEF
Matt Martin (LW),New York Islanders,68,5,9,14,0.21,147,-13,https://www.eliteprospects.com/player/19225/matt-martin,2010-2011,nhl,Matt Martin,LW,FW
Mikkel Bødker (LW),Phoenix Coyotes,34,4,10,14,0.41,8,11,https://www.eliteprospects.com/player/5996/mikkel-bodker,2010-2011,nhl,Mikkel Bødker,LW,FW
David Schlemko (D),Phoenix Coyotes,43,4,10,14,0.33,24,8,https://www.eliteprospects.com/player/11665/david-schlemko,2010-2011,nhl,David Schlemko,D,DEF
Mark Fayne (D),New Jersey Devils,57,4,10,14,0.25,27,10,https://www.eliteprospects.com/player/18011/mark-fayne,2010-2011,nhl,Mark Fayne,D,DEF
Jamal Mayers (RW),San Jose Sharks,78,3,11,14,0.18,124,3,https://www.eliteprospects.com/player/5373/jamal-mayers,2010-2011,nhl,Jamal Mayers,RW,FW
Jim Vandermeer (D),Edmonton Oilers,62,2,12,14,0.23,74,-15,https://www.eliteprospects.com/player/8838/jim-vandermeer,2010-2011,nhl,Jim Vandermeer,D,DEF
Douglas Murray (D),San Jose Sharks,73,1,13,14,0.19,44,5,https://www.eliteprospects.com/player/2616/douglas-murray,2010-2011,nhl,Douglas Murray,D,DEF
Colin Greening (C/LW),Ottawa Senators,24,6,7,13,0.54,10,2,https://www.eliteprospects.com/player/15312/colin-greening,2010-2011,nhl,Colin Greening,C/LW,FW
Daniel Paille (LW),Boston Bruins,43,6,7,13,0.3,28,3,https://www.eliteprospects.com/player/9510/daniel-paille,2010-2011,nhl,Daniel Paille,LW,FW
Kyle Wellwood (C),San Jose Sharks,35,5,8,13,0.37,0,10,https://www.eliteprospects.com/player/8818/kyle-wellwood,2010-2011,nhl,Kyle Wellwood,C,FW
Darryl Boyce (C/W),Toronto Maple Leafs,46,5,8,13,0.28,33,8,https://www.eliteprospects.com/player/14034/darryl-boyce,2010-2011,nhl,Darryl Boyce,C/W,FW
Jerred Smithson (C/RW),Nashville Predators,82,5,8,13,0.16,34,-6,https://www.eliteprospects.com/player/8886/jerred-smithson,2010-2011,nhl,Jerred Smithson,C/RW,FW
Dan Sexton (RW),Anaheim Ducks,47,4,9,13,0.28,4,-6,https://www.eliteprospects.com/player/31223/dan-sexton,2010-2011,nhl,Dan Sexton,RW,FW
Jesse Winchester (C/W),Ottawa Senators,72,4,9,13,0.18,42,-9,https://www.eliteprospects.com/player/15310/jesse-winchester,2010-2011,nhl,Jesse Winchester,C/W,FW
Theo Peckham (D),Edmonton Oilers,71,3,10,13,0.18,198,-5,https://www.eliteprospects.com/player/11266/theo-peckham,2010-2011,nhl,Theo Peckham,D,DEF
Trevor Lewis (C/RW),Los Angeles Kings,72,3,10,13,0.18,6,-11,https://www.eliteprospects.com/player/10461/trevor-lewis,2010-2011,nhl,Trevor Lewis,C/RW,FW
Mike Weaver (D),Florida Panthers,82,2,11,13,0.16,34,1,https://www.eliteprospects.com/player/8814/mike-weaver,2010-2011,nhl,Mike Weaver,D,DEF
Randy Jones (D),Tampa Bay Lightning,61,1,12,13,0.21,15,-4,https://www.eliteprospects.com/player/10326/randy-jones,2010-2011,nhl,Randy Jones,D,DEF
Brooks Orpik (D),Pittsburgh Penguins,63,1,12,13,0.21,66,12,https://www.eliteprospects.com/player/8939/brooks-orpik,2010-2011,nhl,Brooks Orpik,D,DEF
Matt Hunwick (D),totals,73,1,12,13,0.18,25,-15,https://www.eliteprospects.com/player/9418/matt-hunwick,2010-2011,nhl,Matt Hunwick,D,DEF
Barret Jackman (D),St. Louis Blues,60,0,13,13,0.22,57,3,https://www.eliteprospects.com/player/9025/barret-jackman,2010-2011,nhl,Barret Jackman,D,DEF
Dustin Jeffrey (C),Pittsburgh Penguins,25,7,5,12,0.48,4,5,https://www.eliteprospects.com/player/11115/dustin-jeffrey,2010-2011,nhl,Dustin Jeffrey,C,FW
Jared Boll (RW),Columbus Blue Jackets,73,7,5,12,0.16,182,-2,https://www.eliteprospects.com/player/14076/jared-boll,2010-2011,nhl,Jared Boll,RW,FW
Jiri Tlusty (LW/RW),Carolina Hurricanes,57,6,6,12,0.21,14,1,https://www.eliteprospects.com/player/8605/jiri-tlusty,2010-2011,nhl,Jiri Tlusty,LW/RW,FW
David Steckel (C),totals,75,6,6,12,0.16,26,-6,https://www.eliteprospects.com/player/9388/david-steckel,2010-2011,nhl,David Steckel,C,FW
Maxim Lapierre (C),totals,78,6,6,12,0.15,80,-14,https://www.eliteprospects.com/player/8988/maxim-lapierre,2010-2011,nhl,Maxim Lapierre,C,FW
Jim Slater (C),Atlanta Thrashers,36,5,7,12,0.33,19,4,https://www.eliteprospects.com/player/8562/jim-slater,2010-2011,nhl,Jim Slater,C,FW
