player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,player_name,position,fw_def
Dan Fritsche (C/W),Columbus Blue Jackets,59,6,7,13,0.22,22,-14,https://www.eliteprospects.com/player/9434/dan-fritsche,2005-2006,nhl,Dan Fritsche,C/W,FW
Dan Hinote (RW),Colorado Avalanche,73,5,8,13,0.18,48,-5,https://www.eliteprospects.com/player/5534/dan-hinote,2005-2006,nhl,Dan Hinote,RW,FW
Mathieu Biron (D),Washington Capitals,52,4,9,13,0.25,50,-11,https://www.eliteprospects.com/player/9083/mathieu-biron,2005-2006,nhl,Mathieu Biron,D,DEF
Matt Ellison (C/W),totals,31,3,10,13,0.42,19,-2,https://www.eliteprospects.com/player/9145/matt-ellison,2005-2006,nhl,Matt Ellison,C/W,FW
Brad Richardson (RW/C),Colorado Avalanche,41,3,10,13,0.32,12,0,https://www.eliteprospects.com/player/10211/brad-richardson,2005-2006,nhl,Brad Richardson,RW/C,FW
Mike Commodore (D),Carolina Hurricanes,72,3,10,13,0.18,138,12,https://www.eliteprospects.com/player/9119/mike-commodore,2005-2006,nhl,Mike Commodore,D,DEF
Nathan Dempsey (D),Los Angeles Kings,53,2,11,13,0.25,48,0,https://www.eliteprospects.com/player/8741/nathan-dempsey,2005-2006,nhl,Nathan Dempsey,D,DEF
Chad LaRose (RW/LW),Carolina Hurricanes,49,1,12,13,0.27,35,7,https://www.eliteprospects.com/player/8990/chad-larose,2005-2006,nhl,Chad LaRose,RW/LW,FW
Mark Hartigan (C),Columbus Blue Jackets,33,9,3,12,0.36,22,-1,https://www.eliteprospects.com/player/10234/mark-hartigan,2005-2006,nhl,Mark Hartigan,C,FW
Vernon Fiddler (C/LW),Nashville Predators,40,8,4,12,0.3,42,-2,https://www.eliteprospects.com/player/9152/vernon-fiddler,2005-2006,nhl,Vernon Fiddler,C/LW,FW
Mike Glumac (C/RW),St. Louis Blues,33,7,5,12,0.36,33,-8,https://www.eliteprospects.com/player/10371/mike-glumac,2005-2006,nhl,Mike Glumac,C/RW,FW
Alexandre Burrows (RW/LW),Vancouver Canucks,43,7,5,12,0.28,61,5,https://www.eliteprospects.com/player/10224/alexandre-burrows,2005-2006,nhl,Alexandre Burrows,RW/LW,FW
Taylor Pyatt (LW),Buffalo Sabres,41,6,6,12,0.29,33,-1,https://www.eliteprospects.com/player/5372/taylor-pyatt,2005-2006,nhl,Taylor Pyatt,LW,FW
Alexander Khavanov (D),Toronto Maple Leafs,64,6,6,12,0.19,60,-11,https://www.eliteprospects.com/player/8659/alexander-khavanov,2005-2006,nhl,Alexander Khavanov,D,DEF
Pierre Dagenais (LW),Montréal Canadiens,32,5,7,12,0.38,16,-5,https://www.eliteprospects.com/player/10254/pierre-dagenais,2005-2006,nhl,Pierre Dagenais,LW,FW
Nick Boynton (D),Boston Bruins,54,5,7,12,0.22,93,-7,https://www.eliteprospects.com/player/8752/nick-boynton,2005-2006,nhl,Nick Boynton,D,DEF
Andrew Cassels (C),Washington Capitals,31,4,8,12,0.39,14,-3,https://www.eliteprospects.com/player/42363/andrew-cassels,2005-2006,nhl,Andrew Cassels,C,FW
Kyle Wanvig (RW),Minnesota Wild,51,4,8,12,0.24,64,-8,https://www.eliteprospects.com/player/8805/kyle-wanvig,2005-2006,nhl,Kyle Wanvig,RW,FW
Joel Kwiatkowski (D),Florida Panthers,73,4,8,12,0.16,86,3,https://www.eliteprospects.com/player/9024/joel-kwiatkowski,2005-2006,nhl,Joel Kwiatkowski,D,DEF
Brett Lebda (D),Detroit Red Wings,46,3,9,12,0.26,20,9,https://www.eliteprospects.com/player/9447/brett-lebda,2005-2006,nhl,Brett Lebda,D,DEF
Josh Langfeld (RW),totals,57,2,10,12,0.21,26,-2,https://www.eliteprospects.com/player/8985/josh-langfeld,2005-2006,nhl,Josh Langfeld,RW,FW
Georges Laraque (RW),Edmonton Oilers,72,2,10,12,0.17,73,-5,https://www.eliteprospects.com/player/5693/georges-laraque,2005-2006,nhl,Georges Laraque,RW,FW
Sean Brown (D),totals,47,1,11,12,0.26,35,-17,https://www.eliteprospects.com/player/9100/sean-brown,2005-2006,nhl,Sean Brown,D,DEF
Andrew Ladd (LW),Carolina Hurricanes,29,6,5,11,0.38,4,0,https://www.eliteprospects.com/player/6668/andrew-ladd,2005-2006,nhl,Andrew Ladd,LW,FW
Milan Jurcina (D),Boston Bruins,51,6,5,11,0.22,54,3,https://www.eliteprospects.com/player/8677/milan-jurcina,2005-2006,nhl,Milan Jurcina,D,DEF
Kirk Maltby (LW),Detroit Red Wings,82,5,6,11,0.13,80,-9,https://www.eliteprospects.com/player/8954/kirk-maltby,2005-2006,nhl,Kirk Maltby,LW,FW
Jeff Friesen (LW),totals,51,4,7,11,0.22,32,-15,https://www.eliteprospects.com/player/9159/jeff-friesen,2005-2006,nhl,Jeff Friesen,LW,FW
Mattias Weinhandl (RW),totals,68,4,7,11,0.16,24,-4,https://www.eliteprospects.com/player/236/mattias-weinhandl,2005-2006,nhl,Mattias Weinhandl,RW,FW
Jon Klemm (D),Dallas Stars,76,4,7,11,0.14,60,-3,https://www.eliteprospects.com/player/9017/jon-klemm,2005-2006,nhl,Jon Klemm,D,DEF
Chris Chelios (D),Detroit Red Wings,81,4,7,11,0.14,108,22,https://www.eliteprospects.com/player/9112/chris-chelios,2005-2006,nhl,Chris Chelios,D,DEF
Andrew Hutchinson (D),Carolina Hurricanes,36,3,8,11,0.31,18,-2,https://www.eliteprospects.com/player/9061/andrew-hutchinson,2005-2006,nhl,Andrew Hutchinson,D,DEF
Mark Streit (D),Montréal Canadiens,48,2,9,11,0.23,28,-6,https://www.eliteprospects.com/player/4092/mark-streit,2005-2006,nhl,Mark Streit,D,DEF
Denis Gauthier (D),totals,62,2,9,11,0.18,98,2,https://www.eliteprospects.com/player/8861/denis-gauthier,2005-2006,nhl,Denis Gauthier,D,DEF
Sean O'Donnell (D),totals,78,2,9,11,0.14,147,6,https://www.eliteprospects.com/player/8537/sean-o-donnell,2005-2006,nhl,Sean O'Donnell,D,DEF
Richard Matvichuk (D),New Jersey Devils,62,1,10,11,0.18,40,2,https://www.eliteprospects.com/player/8970/richard-matvichuk,2005-2006,nhl,Richard Matvichuk,D,DEF
Daniil Markov (D),Nashville Predators,58,0,11,11,0.19,62,9,https://www.eliteprospects.com/player/8613/daniil-markov,2005-2006,nhl,Daniil Markov,D,DEF
Mariusz Czerkawski (RW),totals,35,8,2,10,0.29,10,-6,https://www.eliteprospects.com/player/1467/mariusz-czerkawski,2005-2006,nhl,Mariusz Czerkawski,RW,FW
Blair Betts (C),New York Rangers,66,8,2,10,0.15,24,-10,https://www.eliteprospects.com/player/9082/blair-betts,2005-2006,nhl,Blair Betts,C,FW
Jani Rita (LW/RW),totals,51,6,4,10,0.2,10,-6,https://www.eliteprospects.com/player/2676/jani-rita,2005-2006,nhl,Jani Rita,LW/RW,FW
Mark Rycroft (RW),St. Louis Blues,80,6,4,10,0.13,46,-14,https://www.eliteprospects.com/player/8727/mark-rycroft,2005-2006,nhl,Mark Rycroft,RW,FW
Anton Babchuk (D),totals,39,5,5,10,0.26,22,-7,https://www.eliteprospects.com/player/8655/anton-babchuk,2005-2006,nhl,Anton Babchuk,D,DEF
Erik Rasmussen (C),New Jersey Devils,67,5,5,10,0.15,32,-4,https://www.eliteprospects.com/player/8868/erik-rasmussen,2005-2006,nhl,Erik Rasmussen,C,FW
Jordin Tootoo (RW),Nashville Predators,34,4,6,10,0.29,55,9,https://www.eliteprospects.com/player/9515/jordin-tootoo,2005-2006,nhl,Jordin Tootoo,RW,FW
Jean-Pierre Vigier (RW),Atlanta Thrashers,41,4,6,10,0.24,40,-4,https://www.eliteprospects.com/player/8841/jean-pierre-vigier,2005-2006,nhl,Jean-Pierre Vigier,RW,FW
Christoph Schubert (D),Ottawa Senators,56,4,6,10,0.18,48,4,https://www.eliteprospects.com/player/8877/christoph-schubert,2005-2006,nhl,Christoph Schubert,D,DEF
Barret Jackman (D),St. Louis Blues,63,4,6,10,0.16,156,-6,https://www.eliteprospects.com/player/9025/barret-jackman,2005-2006,nhl,Barret Jackman,D,DEF
Tom Fitzgerald (RW),Boston Bruins,71,4,6,10,0.14,40,-10,https://www.eliteprospects.com/player/9154/tom-fitzgerald,2005-2006,nhl,Tom Fitzgerald,RW,FW
Jody Shelley (LW),Columbus Blue Jackets,80,3,7,10,0.13,163,-4,https://www.eliteprospects.com/player/8722/jody-shelley,2005-2006,nhl,Jody Shelley,LW,FW
Shea Weber (D),Nashville Predators,28,2,8,10,0.36,42,8,https://www.eliteprospects.com/player/9505/shea-weber,2005-2006,nhl,Shea Weber,D,DEF
Glen Wesley (D),Carolina Hurricanes,64,2,8,10,0.16,46,10,https://www.eliteprospects.com/player/8819/glen-wesley,2005-2006,nhl,Glen Wesley,D,DEF
Willie Mitchell (D),totals,80,2,8,10,0.13,113,19,https://www.eliteprospects.com/player/8548/willie-mitchell,2005-2006,nhl,Willie Mitchell,D,DEF
Alexei Zhamnov (C),Boston Bruins,24,1,9,10,0.42,30,-4,https://www.eliteprospects.com/player/8572/alexei-zhamnov,2005-2006,nhl,Alexei Zhamnov,C,FW
Luke Richardson (D),totals,65,1,9,10,0.15,71,-19,https://www.eliteprospects.com/player/8933/luke-richardson,2005-2006,nhl,Luke Richardson,D,DEF
Garnet Exelby (D),Atlanta Thrashers,75,1,9,10,0.13,75,11,https://www.eliteprospects.com/player/8558/garnet-exelby,2005-2006,nhl,Garnet Exelby,D,DEF
Hal Gill (D),Boston Bruins,80,1,9,10,0.13,124,-4,https://www.eliteprospects.com/player/8718/hal-gill,2005-2006,nhl,Hal Gill,D,DEF
Jeff Cowan (LW),Los Angeles Kings,46,8,1,9,0.2,73,-8,https://www.eliteprospects.com/player/9125/jeff-cowan,2005-2006,nhl,Jeff Cowan,LW,FW
Eric Brewer (D),St. Louis Blues,32,6,3,9,0.28,45,-17,https://www.eliteprospects.com/player/9095/eric-brewer,2005-2006,nhl,Eric Brewer,D,DEF
Vladimír Országh (RW),St. Louis Blues,16,4,5,9,0.56,14,-2,https://www.eliteprospects.com/player/1648/vladimir-orszagh,2005-2006,nhl,Vladimír Országh,RW,FW
Josef Vasicek (C),Carolina Hurricanes,23,4,5,9,0.39,8,3,https://www.eliteprospects.com/player/8614/josef-vasicek,2005-2006,nhl,Josef Vasicek,C,FW
Sean Bergenheim (LW),New York Islanders,28,4,5,9,0.32,20,-11,https://www.eliteprospects.com/player/2708/sean-bergenheim,2005-2006,nhl,Sean Bergenheim,LW,FW
Vladimir Malakhov (D),New Jersey Devils,29,4,5,9,0.31,26,-9,https://www.eliteprospects.com/player/8700/vladimir-malakhov,2005-2006,nhl,Vladimir Malakhov,D,DEF
Eric Boulton (LW),Atlanta Thrashers,51,4,5,9,0.18,87,-4,https://www.eliteprospects.com/player/8556/eric-boulton,2005-2006,nhl,Eric Boulton,LW,FW
Rory Fitzpatrick (D),Buffalo Sabres,56,4,5,9,0.16,50,-18,https://www.eliteprospects.com/player/9155/rory-fitzpatrick,2005-2006,nhl,Rory Fitzpatrick,D,DEF
Donald Brashear (LW),Philadelphia Flyers,76,4,5,9,0.12,166,-2,https://www.eliteprospects.com/player/9094/donald-brashear,2005-2006,nhl,Donald Brashear,LW,FW
Igor Ulanov (D),Edmonton Oilers,37,3,6,9,0.24,29,-11,https://www.eliteprospects.com/player/8843/igor-ulanov,2005-2006,nhl,Igor Ulanov,D,DEF
Konstantin Koltsov (LW),Pittsburgh Penguins,60,3,6,9,0.15,20,-10,https://www.eliteprospects.com/player/8679/konstantin-koltsov,2005-2006,nhl,Konstantin Koltsov,LW,FW
Gregory Campbell (C),Florida Panthers,64,3,6,9,0.14,40,-11,https://www.eliteprospects.com/player/9105/gregory-campbell,2005-2006,nhl,Gregory Campbell,C,FW
Ryan Johnson (C),St. Louis Blues,65,3,6,9,0.14,33,-21,https://www.eliteprospects.com/player/9033/ryan-johnson,2005-2006,nhl,Ryan Johnson,C,FW
Brooks Orpik (D),Pittsburgh Penguins,64,2,7,9,0.14,124,-3,https://www.eliteprospects.com/player/8939/brooks-orpik,2005-2006,nhl,Brooks Orpik,D,DEF
Joël Bouchard (D),New York Islanders,25,1,8,9,0.36,23,5,https://www.eliteprospects.com/player/9085/joel-bouchard,2005-2006,nhl,Joël Bouchard,D,DEF
Niklas Kronwall (D),Detroit Red Wings,27,1,8,9,0.33,28,11,https://www.eliteprospects.com/player/69/niklas-kronwall,2005-2006,nhl,Niklas Kronwall,D,DEF
Ivan Majeský (D),Washington Capitals,57,1,8,9,0.16,66,-2,https://www.eliteprospects.com/player/8630/ivan-majesky,2005-2006,nhl,Ivan Majeský,D,DEF
Mike Weaver (D),Los Angeles Kings,53,0,9,9,0.17,14,-3,https://www.eliteprospects.com/player/8814/mike-weaver,2005-2006,nhl,Mike Weaver,D,DEF
Nolan Pratt (D),Tampa Bay Lightning,82,0,9,9,0.11,60,7,https://www.eliteprospects.com/player/8747/nolan-pratt,2005-2006,nhl,Nolan Pratt,D,DEF
Maxime Talbot (C),Pittsburgh Penguins,48,5,3,8,0.17,59,-12,https://www.eliteprospects.com/player/9511/maxime-talbot,2005-2006,nhl,Maxime Talbot,C,FW
Jeremy Stevenson (LW),totals,51,5,3,8,0.16,95,-3,https://www.eliteprospects.com/player/12904/jeremy-stevenson,2005-2006,nhl,Jeremy Stevenson,LW,FW
Pat Leahy (RW),Boston Bruins,43,4,4,8,0.19,19,-2,https://www.eliteprospects.com/player/8991/pat-leahy,2005-2006,nhl,Pat Leahy,RW,FW
Cody McCormick (C/W),Colorado Avalanche,45,4,4,8,0.18,29,1,https://www.eliteprospects.com/player/8975/cody-mccormick,2005-2006,nhl,Cody McCormick,C/W,FW
Niclas Wallin (D),Carolina Hurricanes,50,4,4,8,0.16,42,2,https://www.eliteprospects.com/player/745/niclas-wallin,2005-2006,nhl,Niclas Wallin,D,DEF
Jiri Fischer (D),Detroit Red Wings,22,3,5,8,0.36,33,8,https://www.eliteprospects.com/player/8616/jiri-fischer,2005-2006,nhl,Jiri Fischer,D,DEF
Ben Eager (LW),Philadelphia Flyers,25,3,5,8,0.32,18,0,https://www.eliteprospects.com/player/8825/ben-eager,2005-2006,nhl,Ben Eager,LW,FW
Cory Cross (D),totals,56,3,5,8,0.14,59,-3,https://www.eliteprospects.com/player/43326/cory-cross,2005-2006,nhl,Cory Cross,D,DEF
Jeff Hamilton (C/RW),New York Islanders,13,2,6,8,0.62,8,0,https://www.eliteprospects.com/player/10191/jeff-hamilton,2005-2006,nhl,Jeff Hamilton,C/RW,FW
Aaron Johnson (D),Columbus Blue Jackets,26,2,6,8,0.31,23,9,https://www.eliteprospects.com/player/10233/aaron-johnson,2005-2006,nhl,Aaron Johnson,D,DEF
Shawn McEachern (LW),Boston Bruins,28,2,6,8,0.29,22,-12,https://www.eliteprospects.com/player/5675/shawn-mceachern,2005-2006,nhl,Shawn McEachern,LW,FW
Tyler Wright (C),totals,43,2,6,8,0.19,51,-1,https://www.eliteprospects.com/player/9669/tyler-wright,2005-2006,nhl,Tyler Wright,C,FW
Jeff Hoggan (RW/LW),St. Louis Blues,52,2,6,8,0.15,34,-16,https://www.eliteprospects.com/player/8577/jeff-hoggan,2005-2006,nhl,Jeff Hoggan,RW/LW,FW
Martin Cibak (C),Tampa Bay Lightning,65,2,6,8,0.12,22,-9,https://www.eliteprospects.com/player/8637/martin-cibak,2005-2006,nhl,Martin Cibak,C,FW
Joe DiPenta (D),Mighty Ducks of Anaheim,72,2,6,8,0.11,46,8,https://www.eliteprospects.com/player/8530/joe-dipenta,2005-2006,nhl,Joe DiPenta,D,DEF
Clarke Wilm (C),Toronto Maple Leafs,60,1,7,8,0.13,43,-15,https://www.eliteprospects.com/player/8829/clarke-wilm,2005-2006,nhl,Clarke Wilm,C,FW
Radoslav Suchý (D),Columbus Blue Jackets,79,1,7,8,0.1,30,-8,https://www.eliteprospects.com/player/8621/radoslav-suchy,2005-2006,nhl,Radoslav Suchý,D,DEF
Vitali Vishnevski (D),Mighty Ducks of Anaheim,82,1,7,8,0.1,91,8,https://www.eliteprospects.com/player/8522/vitali-vishnevski,2005-2006,nhl,Vitali Vishnevski,D,DEF
Randy Jones (D),Philadelphia Flyers,28,0,8,8,0.29,16,-6,https://www.eliteprospects.com/player/10326/randy-jones,2005-2006,nhl,Randy Jones,D,DEF
Wyatt Smith (C),New York Islanders,42,0,8,8,0.19,26,-7,https://www.eliteprospects.com/player/8885/wyatt-smith,2005-2006,nhl,Wyatt Smith,C,FW
Aaron Miller (D),Los Angeles Kings,56,0,8,8,0.14,27,-6,https://www.eliteprospects.com/player/8980/aaron-miller,2005-2006,nhl,Aaron Miller,D,DEF
Aki Berg (D),Toronto Maple Leafs,75,0,8,8,0.11,56,-5,https://www.eliteprospects.com/player/2667/aki-berg,2005-2006,nhl,Aki Berg,D,DEF
Todd Harvey (RW),Edmonton Oilers,63,5,2,7,0.11,32,-7,https://www.eliteprospects.com/player/9044/todd-harvey,2005-2006,nhl,Todd Harvey,RW,FW
Jed Ortmeyer (RW),New York Rangers,78,5,2,7,0.09,38,2,https://www.eliteprospects.com/player/8942/jed-ortmeyer,2005-2006,nhl,Jed Ortmeyer,RW,FW
Dustin Penner (LW),Mighty Ducks of Anaheim,19,4,3,7,0.37,14,3,https://www.eliteprospects.com/player/8540/dustin-penner,2005-2006,nhl,Dustin Penner,LW,FW
Zenon Konopka (C),Mighty Ducks of Anaheim,23,4,3,7,0.3,48,-4,https://www.eliteprospects.com/player/10994/zenon-konopka,2005-2006,nhl,Zenon Konopka,C,FW
Lasse Pirjetä (C),Pittsburgh Penguins,25,4,3,7,0.28,18,4,https://www.eliteprospects.com/player/1798/lasse-pirjeta,2005-2006,nhl,Lasse Pirjetä,C,FW
Jaroslav Svoboda (RW),Dallas Stars,43,4,3,7,0.16,22,-3,https://www.eliteprospects.com/player/8594/jaroslav-svoboda,2005-2006,nhl,Jaroslav Svoboda,RW,FW
Simon Gamache (LW/C),totals,26,3,4,7,0.27,10,-5,https://www.eliteprospects.com/player/10315/simon-gamache,2005-2006,nhl,Simon Gamache,LW/C,FW
Bruno Gervais (D),New York Islanders,27,3,4,7,0.26,8,-1,https://www.eliteprospects.com/player/10226/bruno-gervais,2005-2006,nhl,Bruno Gervais,D,DEF
Aaron Downey (RW),totals,42,3,4,7,0.17,95,2,https://www.eliteprospects.com/player/9139/aaron-downey,2005-2006,nhl,Aaron Downey,RW,FW
Rico Fata (C),totals,47,3,4,7,0.15,22,-4,https://www.eliteprospects.com/player/8755/rico-fata,2005-2006,nhl,Rico Fata,C,FW
Jeff Giuliano (LW),Los Angeles Kings,48,3,4,7,0.15,26,0,https://www.eliteprospects.com/player/12590/jeff-giuliano,2005-2006,nhl,Jeff Giuliano,LW,FW
Jason Strudwick (D),New York Rangers,65,3,4,7,0.11,66,-10,https://www.eliteprospects.com/player/8753/jason-strudwick,2005-2006,nhl,Jason Strudwick,D,DEF
James Wisniewski (D),Chicago Blackhawks,19,2,5,7,0.37,36,0,https://www.eliteprospects.com/player/9407/james-wisniewski,2005-2006,nhl,James Wisniewski,D,DEF
Carlo Colaiacovo (D),Toronto Maple Leafs,21,2,5,7,0.33,17,0,https://www.eliteprospects.com/player/9117/carlo-colaiacovo,2005-2006,nhl,Carlo Colaiacovo,D,DEF
Trent Whitfield (C),St. Louis Blues,30,2,5,7,0.23,14,-3,https://www.eliteprospects.com/player/8823/trent-whitfield,2005-2006,nhl,Trent Whitfield,C,FW
Adam Mair (RW),Buffalo Sabres,40,2,5,7,0.18,47,-2,https://www.eliteprospects.com/player/8811/adam-mair,2005-2006,nhl,Adam Mair,RW,FW
Steve Montador (D),totals,58,2,5,7,0.12,79,4,https://www.eliteprospects.com/player/8729/steve-montador,2005-2006,nhl,Steve Montador,D,DEF
Keith Primeau (C),Philadelphia Flyers,9,1,6,7,0.78,6,0,https://www.eliteprospects.com/player/8863/keith-primeau,2005-2006,nhl,Keith Primeau,C,FW
Milan Bartovic (RW/LW),Chicago Blackhawks,24,1,6,7,0.29,8,0,https://www.eliteprospects.com/player/9634/milan-bartovic,2005-2006,nhl,Milan Bartovic,RW/LW,FW
Bob Boughner (D),Colorado Avalanche,41,1,6,7,0.17,54,2,https://www.eliteprospects.com/player/53885/bob-boughner,2005-2006,nhl,Bob Boughner,D,DEF
Jassen Cullimore (D),Chicago Blackhawks,54,1,6,7,0.13,53,-24,https://www.eliteprospects.com/player/9127/jassen-cullimore,2005-2006,nhl,Jassen Cullimore,D,DEF
Andrew Alberts (D),Boston Bruins,73,1,6,7,0.1,68,3,https://www.eliteprospects.com/player/9062/andrew-alberts,2005-2006,nhl,Andrew Alberts,D,DEF
Nolan Yonkman (D),Washington Capitals,38,0,7,7,0.18,86,1,https://www.eliteprospects.com/player/8796/nolan-yonkman,2005-2006,nhl,Nolan Yonkman,D,DEF
Garth Murray (LW),Montréal Canadiens,36,5,1,6,0.17,44,-2,https://www.eliteprospects.com/player/8956/garth-murray,2005-2006,nhl,Garth Murray,LW,FW
Josh Green (C/LW),Vancouver Canucks,33,4,2,6,0.18,14,2,https://www.eliteprospects.com/player/10223/josh-green,2005-2006,nhl,Josh Green,C/LW,FW
Mike Rupp (W/C),totals,40,4,2,6,0.15,58,-3,https://www.eliteprospects.com/player/8922/mike-rupp,2005-2006,nhl,Mike Rupp,W/C,FW
Byron Ritchie (C/LW),Calgary Flames,45,4,2,6,0.13,69,-2,https://www.eliteprospects.com/player/4520/byron-ritchie,2005-2006,nhl,Byron Ritchie,C/LW,FW
Niklas Nordgren (RW),totals,58,4,2,6,0.1,34,-8,https://www.eliteprospects.com/player/281/niklas-nordgren,2005-2006,nhl,Niklas Nordgren,RW,FW
Matt Carle (D),San Jose Sharks,12,3,3,6,0.5,14,-2,https://www.eliteprospects.com/player/9108/matt-carle,2005-2006,nhl,Matt Carle,D,DEF
Patrick Rissmiller (LW/RW),San Jose Sharks,18,3,3,6,0.33,8,1,https://www.eliteprospects.com/player/8934/patrick-rissmiller,2005-2006,nhl,Patrick Rissmiller,LW/RW,FW
Scott Nichol (C),Nashville Predators,34,3,3,6,0.18,79,3,https://www.eliteprospects.com/player/8748/scott-nichol,2005-2006,nhl,Scott Nichol,C,FW
Brad May (LW),Colorado Avalanche,54,3,3,6,0.11,82,-14,https://www.eliteprospects.com/player/8971/brad-may,2005-2006,nhl,Brad May,LW,FW
Rhett Warrener (D),Calgary Flames,61,3,3,6,0.1,54,7,https://www.eliteprospects.com/player/8812/rhett-warrener,2005-2006,nhl,Rhett Warrener,D,DEF
Wojtek Wolski (LW/RW),Colorado Avalanche,9,2,4,6,0.67,4,-5,https://www.eliteprospects.com/player/8832/wojtek-wolski,2005-2006,nhl,Wojtek Wolski,LW/RW,FW
Eric Nickulas (RW),Boston Bruins,16,2,4,6,0.38,8,2,https://www.eliteprospects.com/player/13961/eric-nickulas,2005-2006,nhl,Eric Nickulas,RW,FW
Mathias Tjärnqvist (LW/RW),Dallas Stars,33,2,4,6,0.18,18,4,https://www.eliteprospects.com/player/89/mathias-tjarnqvist,2005-2006,nhl,Mathias Tjärnqvist,LW/RW,FW
Derek Boogaard (LW),Minnesota Wild,65,2,4,6,0.09,158,2,https://www.eliteprospects.com/player/9084/derek-boogaard,2005-2006,nhl,Derek Boogaard,LW,FW
Serge Payer (C),Florida Panthers,71,2,4,6,0.08,26,-7,https://www.eliteprospects.com/player/8908/serge-payer,2005-2006,nhl,Serge Payer,C,FW
Mike Komisarek (D),Montréal Canadiens,71,2,4,6,0.08,116,-1,https://www.eliteprospects.com/player/9019/mike-komisarek,2005-2006,nhl,Mike Komisarek,D,DEF
Ian White (D),Toronto Maple Leafs,12,1,5,6,0.5,10,2,https://www.eliteprospects.com/player/9519/ian-white,2005-2006,nhl,Ian White,D,DEF
Adrian Aucoin (D),Chicago Blackhawks,33,1,5,6,0.18,38,-13,https://www.eliteprospects.com/player/5530/adrian-aucoin,2005-2006,nhl,Adrian Aucoin,D,DEF
Matt Murley (LW/C),Pittsburgh Penguins,41,1,5,6,0.15,24,-9,https://www.eliteprospects.com/player/8957/matt-murley,2005-2006,nhl,Matt Murley,LW/C,FW
Rob Davison (D),San Jose Sharks,69,1,5,6,0.09,76,6,https://www.eliteprospects.com/player/8750/rob-davison,2005-2006,nhl,Rob Davison,D,DEF
Dan McGillis (D),New Jersey Devils,27,0,6,6,0.22,36,-5,https://www.eliteprospects.com/player/9670/dan-mcgillis,2005-2006,nhl,Dan McGillis,D,DEF
Jamie Rivers (D),totals,33,0,6,6,0.18,38,2,https://www.eliteprospects.com/player/8935/jamie-rivers,2005-2006,nhl,Jamie Rivers,D,DEF
Tommy Albelin (D),New Jersey Devils,36,0,6,6,0.17,2,4,https://www.eliteprospects.com/player/701/tommy-albelin,2005-2006,nhl,Tommy Albelin,D,DEF
Kevin Bieksa (D),Vancouver Canucks,39,0,6,6,0.15,77,-1,https://www.eliteprospects.com/player/9682/kevin-bieksa,2005-2006,nhl,Kevin Bieksa,D,DEF
Josh Gorges (D),San Jose Sharks,49,0,6,6,0.12,31,5,https://www.eliteprospects.com/player/9164/josh-gorges,2005-2006,nhl,Josh Gorges,D,DEF
Tyson Nash (LW),Phoenix Coyotes,50,0,6,6,0.12,84,-7,https://www.eliteprospects.com/player/8948/tyson-nash,2005-2006,nhl,Tyson Nash,LW,FW
Darius Kasparaitis (D),New York Rangers,67,0,6,6,0.09,97,7,https://www.eliteprospects.com/player/8685/darius-kasparaitis,2005-2006,nhl,Darius Kasparaitis,D,DEF
Travis Moen (LW/RW),Mighty Ducks of Anaheim,39,4,1,5,0.13,72,-3,https://www.eliteprospects.com/player/8535/travis-moen,2005-2006,nhl,Travis Moen,LW/RW,FW
Timofei Shishkanov (LW),St. Louis Blues,22,3,2,5,0.23,6,-1,https://www.eliteprospects.com/player/9390/timofei-shishkanov,2005-2006,nhl,Timofei Shishkanov,LW,FW
Craig MacDonald (C),Calgary Flames,25,3,2,5,0.2,8,5,https://www.eliteprospects.com/player/8952/craig-macdonald,2005-2006,nhl,Craig MacDonald,C,FW
Dustin Byfuglien (D),Chicago Blackhawks,25,3,2,5,0.2,24,-6,https://www.eliteprospects.com/player/10667/dustin-byfuglien,2005-2006,nhl,Dustin Byfuglien,D,DEF
Tuomo Ruutu (W/C),Chicago Blackhawks,15,2,3,5,0.33,31,-7,https://www.eliteprospects.com/player/2695/tuomo-ruutu,2005-2006,nhl,Tuomo Ruutu,W/C,FW
Matt Foy (RW),Minnesota Wild,19,2,3,5,0.26,16,-4,https://www.eliteprospects.com/player/9158/matt-foy,2005-2006,nhl,Matt Foy,RW,FW
Ryan Hollweg (LW),New York Rangers,52,2,3,5,0.1,84,-3,https://www.eliteprospects.com/player/9055/ryan-hollweg,2005-2006,nhl,Ryan Hollweg,LW,FW
George Parros (RW),Los Angeles Kings,55,2,3,5,0.09,138,1,https://www.eliteprospects.com/player/8907/george-parros,2005-2006,nhl,George Parros,RW,FW
Brian McGrattan (RW),Ottawa Senators,60,2,3,5,0.08,141,0,https://www.eliteprospects.com/player/8976/brian-mcgrattan,2005-2006,nhl,Brian McGrattan,RW,FW
Kurt Sauer (D),Colorado Avalanche,37,1,4,5,0.14,24,5,https://www.eliteprospects.com/player/8870/kurt-sauer,2005-2006,nhl,Kurt Sauer,D,DEF
Bryce Salvador (D),St. Louis Blues,46,1,4,5,0.11,26,-24,https://www.eliteprospects.com/player/8864/bryce-salvador,2005-2006,nhl,Bryce Salvador,D,DEF
Geoff Platt (W/C),Columbus Blue Jackets,15,0,5,5,0.33,16,-4,https://www.eliteprospects.com/player/9469/geoff-platt,2005-2006,nhl,Geoff Platt,W/C,FW
