player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def
Brendan Smith (D),Detroit Red Wings,76,4,9,13,0.17,68,-2,https://www.eliteprospects.com/player/12506/brendan-smith,2014-2015,nhl,Brendan Smith,D,DEF
Ryan Carter (C),Minnesota Wild,53,3,10,13,0.25,55,3,https://www.eliteprospects.com/player/11746/ryan-carter,2014-2015,nhl,Ryan Carter,C,FW
Patrick Wiercioch (D),Ottawa Senators,56,3,10,13,0.23,28,3,https://www.eliteprospects.com/player/15528/patrick-wiercioch,2014-2015,nhl,Patrick Wiercioch,D,DEF
Brad Stuart (D),Colorado Avalanche,65,3,10,13,0.20,16,-4,https://www.eliteprospects.com/player/3669/brad-stuart,2014-2015,nhl,Brad Stuart,D,DEF
Robyn Regehr (D),Los Angeles Kings,67,3,10,13,0.19,45,10,https://www.eliteprospects.com/player/8913/robyn-regehr,2014-2015,nhl,Robyn Regehr,D,DEF
Gabriel Bourque (LW),Nashville Predators,69,3,10,13,0.19,10,-13,https://www.eliteprospects.com/player/28421/gabriel-bourque,2014-2015,nhl,Gabriel Bourque,LW,FW
Jay Bouwmeester (D),St. Louis Blues,72,2,11,13,0.18,24,7,https://www.eliteprospects.com/player/3659/jay-bouwmeester,2014-2015,nhl,Jay Bouwmeester,D,DEF
Michal Rozsíval (D),Chicago Blackhawks,65,1,12,13,0.20,22,0,https://www.eliteprospects.com/player/8687/michal-rozsival,2014-2015,nhl,Michal Rozsíval,D,DEF
Jan Hejda (D),Colorado Avalanche,81,1,12,13,0.16,42,-12,https://www.eliteprospects.com/player/8365/jan-hejda,2014-2015,nhl,Jan Hejda,D,DEF
Andrej Sustr (D),Tampa Bay Lightning,73,0,13,13,0.18,34,10,https://www.eliteprospects.com/player/44405/andrej-sustr,2014-2015,nhl,Andrej Sustr,D,DEF
Daniel Brière (C),Colorado Avalanche,57,8,4,12,0.21,18,-7,https://www.eliteprospects.com/player/8770/daniel-briere,2014-2015,nhl,Daniel Brière,C,FW
Matt Fraser (RW/LW),totals,60,8,4,12,0.20,17,-16,https://www.eliteprospects.com/player/37148/matt-fraser,2014-2015,nhl,Matt Fraser,RW/LW,FW
Eric Nystrom (LW),Nashville Predators,60,7,5,12,0.20,15,0,https://www.eliteprospects.com/player/6669/eric-nystrom,2014-2015,nhl,Eric Nystrom,LW,FW
Cody McLeod (LW),Colorado Avalanche,82,7,5,12,0.15,191,-2,https://www.eliteprospects.com/player/10411/cody-mcleod,2014-2015,nhl,Cody McLeod,LW,FW
Ryan White (C/RW),Philadelphia Flyers,34,6,6,12,0.35,30,4,https://www.eliteprospects.com/player/11050/ryan-white,2014-2015,nhl,Ryan White,C/RW,FW
Gregory Campbell (C),Boston Bruins,70,6,6,12,0.17,45,1,https://www.eliteprospects.com/player/9105/gregory-campbell,2014-2015,nhl,Gregory Campbell,C,FW
Pierre-Édouard Bellemare (C/LW),Philadelphia Flyers,81,6,6,12,0.15,18,-3,https://www.eliteprospects.com/player/8339/pierre-edouard-bellemare,2014-2015,nhl,Pierre-Édouard Bellemare,C/LW,FW
Ryan Reaves (RW/LW),St. Louis Blues,81,6,6,12,0.15,116,-3,https://www.eliteprospects.com/player/14003/ryan-reaves,2014-2015,nhl,Ryan Reaves,RW/LW,FW
Patrick Dwyer (RW),Carolina Hurricanes,71,5,7,12,0.17,10,-12,https://www.eliteprospects.com/player/10409/patrick-dwyer,2014-2015,nhl,Patrick Dwyer,RW,FW
Ronalds Kenins (LW/RW),Vancouver Canucks,30,4,8,12,0.40,8,-2,https://www.eliteprospects.com/player/22458/ronalds-kenins,2014-2015,nhl,Ronalds Kenins,LW/RW,FW
Beau Bennett (RW/LW),Pittsburgh Penguins,49,4,8,12,0.24,16,-1,https://www.eliteprospects.com/player/46980/beau-bennett,2014-2015,nhl,Beau Bennett,RW/LW,FW
David Moss (RW/LW),Arizona Coyotes,60,4,8,12,0.20,24,-18,https://www.eliteprospects.com/player/8959/david-moss,2014-2015,nhl,David Moss,RW/LW,FW
Barclay Goodrow (W/C),San Jose Sharks,60,4,8,12,0.20,35,-1,https://www.eliteprospects.com/player/45398/barclay-goodrow,2014-2015,nhl,Barclay Goodrow,W/C,FW
Zbynek Michalek (D),totals,68,4,8,12,0.18,18,-3,https://www.eliteprospects.com/player/8588/zbynek-michalek,2014-2015,nhl,Zbynek Michalek,D,DEF
Tom Gilbert (D),Montréal Canadiens,72,4,8,12,0.17,30,10,https://www.eliteprospects.com/player/11009/tom-gilbert,2014-2015,nhl,Tom Gilbert,D,DEF
Dennis Everberg (RW/LW),Colorado Avalanche,55,3,9,12,0.22,10,-7,https://www.eliteprospects.com/player/13549/dennis-everberg,2014-2015,nhl,Dennis Everberg,RW/LW,FW
Steve Ott (C/W),St. Louis Blues,78,3,9,12,0.15,86,-8,https://www.eliteprospects.com/player/8944/steve-ott,2014-2015,nhl,Steve Ott,C/W,FW
Andrew MacDonald (D),Philadelphia Flyers,58,2,10,12,0.21,41,-5,https://www.eliteprospects.com/player/12406/andrew-macdonald,2014-2015,nhl,Andrew MacDonald,D,DEF
Carl Gunnarsson (D),St. Louis Blues,61,2,10,12,0.20,2,10,https://www.eliteprospects.com/player/2621/carl-gunnarsson,2014-2015,nhl,Carl Gunnarsson,D,DEF
Calvin de Haan (D),New York Islanders,65,1,11,12,0.18,24,3,https://www.eliteprospects.com/player/23814/calvin-de-haan,2014-2015,nhl,Calvin de Haan,D,DEF
Eric Gryba (D),Ottawa Senators,75,0,12,12,0.16,97,11,https://www.eliteprospects.com/player/12268/eric-gryba,2014-2015,nhl,Eric Gryba,D,DEF
Pascal Dupuis (LW),Pittsburgh Penguins,16,6,5,11,0.69,4,2,https://www.eliteprospects.com/player/8789/pascal-dupuis,2014-2015,nhl,Pascal Dupuis,LW,FW
Jacob Josefson (C),New Jersey Devils,62,6,5,11,0.18,24,0,https://www.eliteprospects.com/player/7655/jacob-josefson,2014-2015,nhl,Jacob Josefson,C,FW
Derek MacKenzie (C/LW),Florida Panthers,82,5,6,11,0.13,45,-17,https://www.eliteprospects.com/player/8567/derek-mackenzie,2014-2015,nhl,Derek MacKenzie,C/LW,FW
Eric Brewer (D),totals,44,3,8,11,0.25,36,-5,https://www.eliteprospects.com/player/9095/eric-brewer,2014-2015,nhl,Eric Brewer,D,DEF
Ryan Stanton (D),Vancouver Canucks,54,3,8,11,0.20,35,9,https://www.eliteprospects.com/player/15398/ryan-stanton,2014-2015,nhl,Ryan Stanton,D,DEF
Luca Sbisa (D),Vancouver Canucks,76,3,8,11,0.14,46,-8,https://www.eliteprospects.com/player/13946/luca-sbisa,2014-2015,nhl,Luca Sbisa,D,DEF
Matt Hunwick (D),New York Rangers,55,2,9,11,0.20,16,17,https://www.eliteprospects.com/player/9418/matt-hunwick,2014-2015,nhl,Matt Hunwick,D,DEF
John Moore (D),totals,57,2,9,11,0.19,30,-4,https://www.eliteprospects.com/player/30901/john-moore,2014-2015,nhl,John Moore,D,DEF
Deryk Engelland (D),Calgary Flames,76,2,9,11,0.14,53,-16,https://www.eliteprospects.com/player/13406/deryk-engelland,2014-2015,nhl,Deryk Engelland,D,DEF
Maxim Lapierre (C),totals,80,2,9,11,0.14,32,-15,https://www.eliteprospects.com/player/8988/maxim-lapierre,2014-2015,nhl,Maxim Lapierre,C,FW
Braydon Coburn (D),totals,43,1,10,11,0.26,25,2,https://www.eliteprospects.com/player/9477/braydon-coburn,2014-2015,nhl,Braydon Coburn,D,DEF
Marc Methot (D),Ottawa Senators,45,1,10,11,0.24,18,22,https://www.eliteprospects.com/player/10993/marc-methot,2014-2015,nhl,Marc Methot,D,DEF
Mark Borowiecki (D),Ottawa Senators,63,1,10,11,0.17,107,15,https://www.eliteprospects.com/player/19223/mark-borowiecki,2014-2015,nhl,Mark Borowiecki,D,DEF
Seth Griffith (RW/C),Boston Bruins,30,6,4,10,0.33,6,-2,https://www.eliteprospects.com/player/45606/seth-griffith,2014-2015,nhl,Seth Griffith,RW/C,FW
Emerson Etem (RW/LW),Anaheim Ducks,45,5,5,10,0.22,4,-6,https://www.eliteprospects.com/player/20718/emerson-etem,2014-2015,nhl,Emerson Etem,RW/LW,FW
Andrew Desjardins (W/C),totals,69,5,5,10,0.14,57,-1,https://www.eliteprospects.com/player/14631/andrew-desjardins,2014-2015,nhl,Andrew Desjardins,W/C,FW
Matt Cooke (LW),Minnesota Wild,29,4,6,10,0.34,13,0,https://www.eliteprospects.com/player/8549/matt-cooke,2014-2015,nhl,Matt Cooke,LW,FW
Nikita Nikitin (D),Edmonton Oilers,42,4,6,10,0.24,12,-12,https://www.eliteprospects.com/player/12241/nikita-nikitin,2014-2015,nhl,Nikita Nikitin,D,DEF
Joakim Lindström (RW),totals,53,4,6,10,0.19,12,-15,https://www.eliteprospects.com/player/229/joakim-lindstrom,2014-2015,nhl,Joakim Lindström,RW,FW
Olli Jokinen (C),totals,62,4,6,10,0.16,28,6,https://www.eliteprospects.com/player/2679/olli-jokinen,2014-2015,nhl,Olli Jokinen,C,FW
Dainius Zubrus (W/C),New Jersey Devils,74,4,6,10,0.14,42,-9,https://www.eliteprospects.com/player/8632/dainius-zubrus,2014-2015,nhl,Dainius Zubrus,W/C,FW
Viktor Stålberg (LW),Nashville Predators,25,2,8,10,0.40,18,0,https://www.eliteprospects.com/player/4202/viktor-stalberg,2014-2015,nhl,Viktor Stålberg,LW,FW
Christian Folin (D),Minnesota Wild,40,2,8,10,0.25,13,3,https://www.eliteprospects.com/player/9799/christian-folin,2014-2015,nhl,Christian Folin,D,DEF
Brett Bellemore (D),Carolina Hurricanes,49,2,8,10,0.20,27,1,https://www.eliteprospects.com/player/14729/brett-bellemore,2014-2015,nhl,Brett Bellemore,D,DEF
Johnny Oduya (D),Chicago Blackhawks,76,2,8,10,0.13,26,5,https://www.eliteprospects.com/player/1015/johnny-oduya,2014-2015,nhl,Johnny Oduya,D,DEF
Brenden Dillon (D),totals,80,2,8,10,0.13,77,-13,https://www.eliteprospects.com/player/23790/brenden-dillon,2014-2015,nhl,Brenden Dillon,D,DEF
Ron Hainsey (D),Carolina Hurricanes,81,2,8,10,0.12,16,-14,https://www.eliteprospects.com/player/9037/ron-hainsey,2014-2015,nhl,Ron Hainsey,D,DEF
Rob Scuderi (D),Pittsburgh Penguins,82,1,9,10,0.12,17,9,https://www.eliteprospects.com/player/8878/rob-scuderi,2014-2015,nhl,Rob Scuderi,D,DEF
Victor Bartley (D),Nashville Predators,37,0,10,10,0.27,26,1,https://www.eliteprospects.com/player/9342/victor-bartley,2014-2015,nhl,Victor Bartley,D,DEF
Jyrki Jokipakka (D),Dallas Stars,51,0,10,10,0.20,8,-2,https://www.eliteprospects.com/player/25488/jyrki-jokipakka,2014-2015,nhl,Jyrki Jokipakka,D,DEF
Brett Ritchie (RW),Dallas Stars,31,6,3,9,0.29,12,-1,https://www.eliteprospects.com/player/45554/brett-ritchie,2014-2015,nhl,Brett Ritchie,RW,FW
Jordan Nolan (C/LW),Los Angeles Kings,60,6,3,9,0.15,54,-6,https://www.eliteprospects.com/player/23805/jordan-nolan,2014-2015,nhl,Jordan Nolan,C/LW,FW
Roman Polák (D),Toronto Maple Leafs,56,5,4,9,0.16,48,-22,https://www.eliteprospects.com/player/9621/roman-polak,2014-2015,nhl,Roman Polák,D,DEF
Rob Klinkhammer (W/C),totals,69,5,4,9,0.13,27,-4,https://www.eliteprospects.com/player/14517/rob-klinkhammer,2014-2015,nhl,Rob Klinkhammer,W/C,FW
Teuvo Teräväinen (C/W),Chicago Blackhawks,34,4,5,9,0.26,2,4,https://www.eliteprospects.com/player/44567/teuvo-teravainen,2014-2015,nhl,Teuvo Teräväinen,C/W,FW
Jamie McBain (D),Los Angeles Kings,26,3,6,9,0.35,4,4,https://www.eliteprospects.com/player/9311/jamie-mcbain,2014-2015,nhl,Jamie McBain,D,DEF
Chris Butler (D),St. Louis Blues,33,3,6,9,0.27,23,8,https://www.eliteprospects.com/player/9206/chris-butler,2014-2015,nhl,Chris Butler,D,DEF
Travis Moen (LW/RW),totals,44,3,6,9,0.20,18,0,https://www.eliteprospects.com/player/8535/travis-moen,2014-2015,nhl,Travis Moen,LW/RW,FW
J.T. Brown (RW),Tampa Bay Lightning,52,3,6,9,0.17,30,-2,https://www.eliteprospects.com/player/37802/j.t.-brown,2014-2015,nhl,J.T. Brown,RW,FW
Jared Cowen (D),Ottawa Senators,54,3,6,9,0.17,45,-11,https://www.eliteprospects.com/player/12107/jared-cowen,2014-2015,nhl,Jared Cowen,D,DEF
Jay Harrison (D),totals,55,3,6,9,0.16,65,-1,https://www.eliteprospects.com/player/9522/jay-harrison,2014-2015,nhl,Jay Harrison,D,DEF
Joe Vitale (C/RW),Arizona Coyotes,70,3,6,9,0.13,36,-11,https://www.eliteprospects.com/player/15069/joe-vitale,2014-2015,nhl,Joe Vitale,C/RW,FW
Marcel Goc (C),totals,74,3,6,9,0.12,8,-3,https://www.eliteprospects.com/player/8583/marcel-goc,2014-2015,nhl,Marcel Goc,C,FW
Matt Greene (D),Los Angeles Kings,82,3,6,9,0.11,54,1,https://www.eliteprospects.com/player/9170/matt-greene,2014-2015,nhl,Matt Greene,D,DEF
Leon Draisaitl (C/W),Edmonton Oilers,37,2,7,9,0.24,4,-17,https://www.eliteprospects.com/player/71913/leon-draisaitl,2014-2015,nhl,Leon Draisaitl,C/W,FW
Olli Määttä (D),Pittsburgh Penguins,20,1,8,9,0.45,10,1,https://www.eliteprospects.com/player/43543/olli-maatta,2014-2015,nhl,Olli Määttä,D,DEF
André Benoît (D),Buffalo Sabres,59,1,8,9,0.15,20,-19,https://www.eliteprospects.com/player/9460/andre-benoit,2014-2015,nhl,André Benoît,D,DEF
Nathan Beaulieu (D),Montréal Canadiens,64,1,8,9,0.14,45,6,https://www.eliteprospects.com/player/37422/nathan-beaulieu,2014-2015,nhl,Nathan Beaulieu,D,DEF
Tim Gleason (D),totals,72,1,8,9,0.13,55,-13,https://www.eliteprospects.com/player/9162/tim-gleason,2014-2015,nhl,Tim Gleason,D,DEF
Cody Goloubef (D),Columbus Blue Jackets,36,0,9,9,0.25,19,12,https://www.eliteprospects.com/player/18594/cody-goloubef,2014-2015,nhl,Cody Goloubef,D,DEF
Adam Pardy (D),Winnipeg Jets,55,0,9,9,0.16,40,9,https://www.eliteprospects.com/player/11740/adam-pardy,2014-2015,nhl,Adam Pardy,D,DEF
Jack Skille (RW/LW),Columbus Blue Jackets,45,6,2,8,0.18,16,-18,https://www.eliteprospects.com/player/9217/jack-skille,2014-2015,nhl,Jack Skille,RW/LW,FW
Teemu Pulkkinen (RW),Detroit Red Wings,31,5,3,8,0.26,10,5,https://www.eliteprospects.com/player/16036/teemu-pulkkinen,2014-2015,nhl,Teemu Pulkkinen,RW,FW
Daniel Carcillo (LW),Chicago Blackhawks,39,4,4,8,0.21,54,3,https://www.eliteprospects.com/player/9468/daniel-carcillo,2014-2015,nhl,Daniel Carcillo,LW,FW
Jordan Schroeder (C),Minnesota Wild,25,3,5,8,0.32,2,9,https://www.eliteprospects.com/player/11466/jordan-schroeder,2014-2015,nhl,Jordan Schroeder,C,FW
Matt Halischuk (RW),Winnipeg Jets,47,3,5,8,0.17,6,5,https://www.eliteprospects.com/player/12560/matt-halischuk,2014-2015,nhl,Matt Halischuk,RW,FW
Robert Bortuzzo (D),totals,51,3,5,8,0.16,93,-9,https://www.eliteprospects.com/player/12524/robert-bortuzzo,2014-2015,nhl,Robert Bortuzzo,D,DEF
Willie Mitchell (D),Florida Panthers,66,3,5,8,0.12,25,1,https://www.eliteprospects.com/player/8548/willie-mitchell,2014-2015,nhl,Willie Mitchell,D,DEF
Joakim Andersson (C),Detroit Red Wings,68,3,5,8,0.12,22,-4,https://www.eliteprospects.com/player/4087/joakim-andersson,2014-2015,nhl,Joakim Andersson,C,FW
Brenden Morrow (LW),Tampa Bay Lightning,70,3,5,8,0.11,64,-1,https://www.eliteprospects.com/player/8960/brenden-morrow,2014-2015,nhl,Brenden Morrow,LW,FW
Colin McDonald (RW),New York Islanders,18,2,6,8,0.44,0,-3,https://www.eliteprospects.com/player/13411/colin-mcdonald,2014-2015,nhl,Colin McDonald,RW,FW
Matt Tennyson (D),San Jose Sharks,27,2,6,8,0.30,16,0,https://www.eliteprospects.com/player/37796/matt-tennyson,2014-2015,nhl,Matt Tennyson,D,DEF
Carlo Colaiacovo (D),Philadelphia Flyers,33,2,6,8,0.24,10,0,https://www.eliteprospects.com/player/9117/carlo-colaiacovo,2014-2015,nhl,Carlo Colaiacovo,D,DEF
Ben Chiarot (D),Winnipeg Jets,40,2,6,8,0.20,22,5,https://www.eliteprospects.com/player/33875/ben-chiarot,2014-2015,nhl,Ben Chiarot,D,DEF
Dylan Olsen (D),Florida Panthers,44,2,6,8,0.18,20,-7,https://www.eliteprospects.com/player/19294/dylan-olsen,2014-2015,nhl,Dylan Olsen,D,DEF
Tomas Kopecky (W/C),Florida Panthers,64,2,6,8,0.13,28,-19,https://www.eliteprospects.com/player/9642/tomas-kopecky,2014-2015,nhl,Tomas Kopecky,W/C,FW
Mark Fayne (D),Edmonton Oilers,74,2,6,8,0.11,14,-21,https://www.eliteprospects.com/player/18011/mark-fayne,2014-2015,nhl,Mark Fayne,D,DEF
Jamie Oleksiak (D),Dallas Stars,36,1,7,8,0.22,8,0,https://www.eliteprospects.com/player/37832/jamie-oleksiak,2014-2015,nhl,Jamie Oleksiak,D,DEF
Corey Tropp (RW),Columbus Blue Jackets,61,1,7,8,0.13,76,-14,https://www.eliteprospects.com/player/12187/corey-tropp,2014-2015,nhl,Corey Tropp,RW,FW
Clayton Stoner (D),Anaheim Ducks,69,1,7,8,0.12,68,-2,https://www.eliteprospects.com/player/11361/clayton-stoner,2014-2015,nhl,Clayton Stoner,D,DEF
Dalton Prout (D),Columbus Blue Jackets,63,0,8,8,0.13,85,-14,https://www.eliteprospects.com/player/22629/dalton-prout,2014-2015,nhl,Dalton Prout,D,DEF
Tim Jackman (RW),Anaheim Ducks,55,5,2,7,0.13,86,-4,https://www.eliteprospects.com/player/10322/tim-jackman,2014-2015,nhl,Tim Jackman,RW,FW
Chris Neil (RW),Ottawa Senators,38,4,3,7,0.18,78,5,https://www.eliteprospects.com/player/8949/chris-neil,2014-2015,nhl,Chris Neil,RW,FW
Connor Murphy (D),Arizona Coyotes,73,4,3,7,0.10,42,-27,https://www.eliteprospects.com/player/45417/connor-murphy,2014-2015,nhl,Connor Murphy,D,DEF
Craig Cunningham (W/C),totals,51,3,4,7,0.14,4,-7,https://www.eliteprospects.com/player/18886/craig-cunningham,2014-2015,nhl,Craig Cunningham,W/C,FW
Damien Brunner (RW/LW),New Jersey Devils,17,2,5,7,0.41,8,-1,https://www.eliteprospects.com/player/18949/damien-brunner,2014-2015,nhl,Damien Brunner,RW/LW,FW
Nikita Nesterov (D),Tampa Bay Lightning,27,2,5,7,0.26,16,6,https://www.eliteprospects.com/player/70425/nikita-nesterov,2014-2015,nhl,Nikita Nesterov,D,DEF
Derrick Pouliot (D),Pittsburgh Penguins,34,2,5,7,0.21,4,-11,https://www.eliteprospects.com/player/59741/derrick-pouliot,2014-2015,nhl,Derrick Pouliot,D,DEF
Kevan Miller (D),Boston Bruins,41,2,5,7,0.17,15,20,https://www.eliteprospects.com/player/38281/kevan-miller,2014-2015,nhl,Kevan Miller,D,DEF
Tim Erixon (D),totals,42,2,5,7,0.17,14,-7,https://www.eliteprospects.com/player/6051/tim-erixon,2014-2015,nhl,Tim Erixon,D,DEF
Tye McGinn (LW),totals,51,2,5,7,0.14,21,0,https://www.eliteprospects.com/player/37572/tye-mcginn,2014-2015,nhl,Tye McGinn,LW,FW
Brian Strait (D),New York Islanders,52,2,5,7,0.13,32,-1,https://www.eliteprospects.com/player/9313/brian-strait,2014-2015,nhl,Brian Strait,D,DEF
Scott Hannan (D),San Jose Sharks,58,2,5,7,0.12,26,0,https://www.eliteprospects.com/player/9041/scott-hannan,2014-2015,nhl,Scott Hannan,D,DEF
Nate Prosser (D),Minnesota Wild,63,2,5,7,0.11,32,-1,https://www.eliteprospects.com/player/38197/nate-prosser,2014-2015,nhl,Nate Prosser,D,DEF
Marc-André Cliche (C),Colorado Avalanche,74,2,5,7,0.09,17,-2,https://www.eliteprospects.com/player/10435/marc-andre-cliche,2014-2015,nhl,Marc-André Cliche,C,FW
Anthony Duclair (W/C),New York Rangers,18,1,6,7,0.39,4,4,https://www.eliteprospects.com/player/98665/anthony-duclair,2014-2015,nhl,Anthony Duclair,W/C,FW
Nick Shore (C),Los Angeles Kings,34,1,6,7,0.21,10,0,https://www.eliteprospects.com/player/20724/nick-shore,2014-2015,nhl,Nick Shore,C,FW
Mark Barberio (D),Tampa Bay Lightning,52,1,6,7,0.13,16,-4,https://www.eliteprospects.com/player/19148/mark-barberio,2014-2015,nhl,Mark Barberio,D,DEF
Stéphane Robidas (D),Toronto Maple Leafs,52,1,6,7,0.13,34,8,https://www.eliteprospects.com/player/8731/stephane-robidas,2014-2015,nhl,Stéphane Robidas,D,DEF
Adam McQuaid (D),Boston Bruins,63,1,6,7,0.11,85,-2,https://www.eliteprospects.com/player/11321/adam-mcquaid,2014-2015,nhl,Adam McQuaid,D,DEF
Mike Weber (D),Buffalo Sabres,64,1,6,7,0.11,68,-22,https://www.eliteprospects.com/player/11231/mike-weber,2014-2015,nhl,Mike Weber,D,DEF
Craig Adams (RW),Pittsburgh Penguins,70,1,6,7,0.10,44,-1,https://www.eliteprospects.com/player/8756/craig-adams,2014-2015,nhl,Craig Adams,RW,FW
Anton Volchenkov (D),Nashville Predators,46,0,7,7,0.15,14,4,https://www.eliteprospects.com/player/8660/anton-volchenkov,2014-2015,nhl,Anton Volchenkov,D,DEF
Jamie McGinn (LW),Colorado Avalanche,19,4,2,6,0.32,6,-9,https://www.eliteprospects.com/player/9336/jamie-mcginn,2014-2015,nhl,Jamie McGinn,LW,FW
Jacob de la Rose (C/W),Montréal Canadiens,33,4,2,6,0.18,12,-5,https://www.eliteprospects.com/player/28436/jacob-de-la-rose,2014-2015,nhl,Jacob de la Rose,C/W,FW
Mikhail Grigorenko (C/RW),Buffalo Sabres,25,3,3,6,0.24,2,-10,https://www.eliteprospects.com/player/42435/mikhail-grigorenko,2014-2015,nhl,Mikhail Grigorenko,C/RW,FW
Zach Boychuk (C/LW),Carolina Hurricanes,31,3,3,6,0.19,4,0,https://www.eliteprospects.com/player/11057/zach-boychuk,2014-2015,nhl,Zach Boychuk,C/LW,FW
B.J. Crombeen (RW),Arizona Coyotes,58,3,3,6,0.10,79,-6,https://www.eliteprospects.com/player/9149/b.j.-crombeen,2014-2015,nhl,B.J. Crombeen,RW,FW
Sven Bärtschi (LW/RW),totals,18,2,4,6,0.33,10,-3,https://www.eliteprospects.com/player/33591/sven-bartschi,2014-2015,nhl,Sven Bärtschi,LW/RW,FW
Scott Laughton (C/LW),Philadelphia Flyers,31,2,4,6,0.19,17,-1,https://www.eliteprospects.com/player/76690/scott-laughton,2014-2015,nhl,Scott Laughton,C/LW,FW
Michal Jordán (D),Carolina Hurricanes,38,2,4,6,0.16,4,-7,https://www.eliteprospects.com/player/12567/michal-jordan,2014-2015,nhl,Michal Jordán,D,DEF
Paul Postma (D),Winnipeg Jets,42,2,4,6,0.14,16,1,https://www.eliteprospects.com/player/15032/paul-postma,2014-2015,nhl,Paul Postma,D,DEF
Jeremy Morin (RW/LW),totals,43,2,4,6,0.14,28,1,https://www.eliteprospects.com/player/17507/jeremy-morin,2014-2015,nhl,Jeremy Morin,RW/LW,FW
Andrew Miller (C/RW),Edmonton Oilers,9,1,5,6,0.67,0,-2,https://www.eliteprospects.com/player/17845/andrew-miller,2014-2015,nhl,Andrew Miller,C/RW,FW
Andrew Ebbett (C/LW),Pittsburgh Penguins,24,1,5,6,0.25,2,1,https://www.eliteprospects.com/player/10418/andrew-ebbett,2014-2015,nhl,Andrew Ebbett,C/LW,FW
Zac Rinaldo (C/W),Philadelphia Flyers,58,1,5,6,0.10,102,-9,https://www.eliteprospects.com/player/19073/zac-rinaldo,2014-2015,nhl,Zac Rinaldo,C/W,FW
Tanner Glass (LW),New York Rangers,66,1,5,6,0.09,98,-12,https://www.eliteprospects.com/player/14085/tanner-glass,2014-2015,nhl,Tanner Glass,LW,FW
Korbinian Holzer (D),totals,34,0,6,6,0.18,25,3,https://www.eliteprospects.com/player/12276/korbinian-holzer,2014-2015,nhl,Korbinian Holzer,D,DEF
Josh Gorges (D),Buffalo Sabres,46,0,6,6,0.13,16,-28,https://www.eliteprospects.com/player/9164/josh-gorges,2014-2015,nhl,Josh Gorges,D,DEF
Michael Latta (C),Washington Capitals,53,0,6,6,0.11,68,4,https://www.eliteprospects.com/player/14436/michael-latta,2014-2015,nhl,Michael Latta,C,FW
Curtis McKenzie (W/C),Dallas Stars,36,4,1,5,0.14,48,-8,https://www.eliteprospects.com/player/19277/curtis-mckenzie,2014-2015,nhl,Curtis McKenzie,W/C,FW
William Karlsson (C),totals,21,3,2,5,0.24,2,3,https://www.eliteprospects.com/player/19432/william-karlsson,2014-2015,nhl,William Karlsson,C,FW
Phil Varone (C/W),Buffalo Sabres,28,3,2,5,0.18,10,-14,https://www.eliteprospects.com/player/15485/phil-varone,2014-2015,nhl,Phil Varone,C/W,FW
Michaël Bournival (W/C),Montréal Canadiens,29,3,2,5,0.17,4,3,https://www.eliteprospects.com/player/36719/michael-bournival,2014-2015,nhl,Michaël Bournival,W/C,FW
Peter Harrold (D/W),New Jersey Devils,43,3,2,5,0.12,4,-10,https://www.eliteprospects.com/player/9043/peter-harrold,2014-2015,nhl,Peter Harrold,D/W,DEF
Lucas Lessio (LW),Arizona Coyotes,26,2,3,5,0.19,8,-10,https://www.eliteprospects.com/player/45173/lucas-lessio,2014-2015,nhl,Lucas Lessio,LW,FW
Micheal Ferland (LW/RW),Calgary Flames,26,2,3,5,0.19,16,1,https://www.eliteprospects.com/player/45473/micheal-ferland,2014-2015,nhl,Micheal Ferland,LW/RW,FW
Radko Gudas (D),totals,31,2,3,5,0.16,34,-5,https://www.eliteprospects.com/player/18085/radko-gudas,2014-2015,nhl,Radko Gudas,D,DEF
Trevor Smith (C/LW),Toronto Maple Leafs,54,2,3,5,0.09,12,-9,https://www.eliteprospects.com/player/11437/trevor-smith,2014-2015,nhl,Trevor Smith,C/LW,FW
Zach Trotman (D),Boston Bruins,27,1,4,5,0.19,0,-2,https://www.eliteprospects.com/player/49303/zach-trotman,2014-2015,nhl,Zach Trotman,D,DEF
Michael Chaput (C),Columbus Blue Jackets,33,1,4,5,0.15,21,-8,https://www.eliteprospects.com/player/37543/michael-chaput,2014-2015,nhl,Michael Chaput,C,FW
Martin Marincin (D),Edmonton Oilers,41,1,4,5,0.12,16,-4,https://www.eliteprospects.com/player/34750/martin-marincin,2014-2015,nhl,Martin Marincin,D,DEF
Shawn Thornton (RW),Florida Panthers,46,1,4,5,0.11,50,-13,https://www.eliteprospects.com/player/11339/shawn-thornton,2014-2015,nhl,Shawn Thornton,RW,FW
Brandon Bollig (LW/C),Calgary Flames,62,1,4,5,0.08,88,-9,https://www.eliteprospects.com/player/39199/brandon-bollig,2014-2015,nhl,Brandon Bollig,LW/C,FW
Jared Boll (RW),Columbus Blue Jackets,72,1,4,5,0.07,109,-13,https://www.eliteprospects.com/player/14076/jared-boll,2014-2015,nhl,Jared Boll,RW,FW
Brian Gibbons (W/C),Columbus Blue Jackets,25,0,5,5,0.20,8,2,https://www.eliteprospects.com/player/24396/brian-gibbons,2014-2015,nhl,Brian Gibbons,W/C,FW
Jack Hillen (D),totals,38,0,5,5,0.13,10,-1,https://www.eliteprospects.com/player/17778/jack-hillen,2014-2015,nhl,Jack Hillen,D,DEF
