player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def
Aleksander Barkov (C),Florida Panthers,73,23,57,80,1.10,24,33,https://www.eliteprospects.com/player/50044/aleksander-barkov,2023-2024,nhl,Aleksander Barkov,C,FW
Mathew Barzal (C/RW),New York Islanders,80,23,57,80,1.00,34,-4,https://www.eliteprospects.com/player/186310/mathew-barzal,2023-2024,nhl,Mathew Barzal,C/RW,FW
Zach Hyman (W/C),Edmonton Oilers,80,54,23,77,0.96,48,36,https://www.eliteprospects.com/player/75045/zach-hyman,2023-2024,nhl,Zach Hyman,W/C,FW
Nick Suzuki (C),Montréal Canadiens,82,33,44,77,0.94,36,-14,https://www.eliteprospects.com/player/300436/nick-suzuki,2023-2024,nhl,Nick Suzuki,C,FW
Jake Guentzel (LW),totals,67,30,47,77,1.15,22,25,https://www.eliteprospects.com/player/199870/jake-guentzel,2023-2024,nhl,Jake Guentzel,LW,FW
Vincent Trocheck (C),New York Rangers,82,25,52,77,0.94,55,16,https://www.eliteprospects.com/player/45560/vincent-trocheck,2023-2024,nhl,Vincent Trocheck,C,FW
Clayton Keller (RW/LW),Arizona Coyotes,78,33,43,76,0.97,32,-20,https://www.eliteprospects.com/player/226432/clayton-keller,2023-2024,nhl,Clayton Keller,RW/LW,FW
Victor Hedman (D),Tampa Bay Lightning,78,13,63,76,0.97,76,18,https://www.eliteprospects.com/player/6007/victor-hedman,2023-2024,nhl,Victor Hedman,D,DEF
Chris Kreider (LW/RW),New York Rangers,82,39,36,75,0.91,26,19,https://www.eliteprospects.com/player/37998/chris-kreider,2023-2024,nhl,Chris Kreider,LW/RW,FW
Nazem Kadri (C/LW),Calgary Flames,82,29,46,75,0.91,43,0,https://www.eliteprospects.com/player/14728/nazem-kadri,2023-2024,nhl,Nazem Kadri,C/LW,FW
Adrian Kempe (C/W),Los Angeles Kings,77,28,47,75,0.97,72,13,https://www.eliteprospects.com/player/86313/adrian-kempe,2023-2024,nhl,Adrian Kempe,C/W,FW
Brandon Hagel (LW),Tampa Bay Lightning,82,26,49,75,0.91,79,1,https://www.eliteprospects.com/player/161843/brandon-hagel,2023-2024,nhl,Brandon Hagel,LW,FW
Gustav Nyquist (C/W),Nashville Predators,81,23,52,75,0.93,8,7,https://www.eliteprospects.com/player/6223/gustav-nyquist,2023-2024,nhl,Gustav Nyquist,C/W,FW
Brady Tkachuk (LW),Ottawa Senators,81,37,37,74,0.91,134,1,https://www.eliteprospects.com/player/201473/brady-tkachuk,2023-2024,nhl,Brady Tkachuk,LW,FW
Jack Hughes (C/LW),New Jersey Devils,62,27,47,74,1.19,12,-12,https://www.eliteprospects.com/player/305432/jack-hughes,2023-2024,nhl,Jack Hughes,C/LW,FW
Brock Boeser (RW/LW),Vancouver Canucks,81,40,33,73,0.90,14,23,https://www.eliteprospects.com/player/248381/brock-boeser,2023-2024,nhl,Brock Boeser,RW/LW,FW
Kevin Fiala (W/C),Los Angeles Kings,82,29,44,73,0.89,62,1,https://www.eliteprospects.com/player/87971/kevin-fiala,2023-2024,nhl,Kevin Fiala,W/C,FW
Adam Fox (D),New York Rangers,72,17,56,73,1.01,36,21,https://www.eliteprospects.com/player/248380/adam-fox,2023-2024,nhl,Adam Fox,D,DEF
Carter Verhaeghe (C/LW),Florida Panthers,76,34,38,72,0.95,36,17,https://www.eliteprospects.com/player/116967/carter-verhaeghe,2023-2024,nhl,Carter Verhaeghe,C/LW,FW
Lucas Raymond (RW),Detroit Red Wings,82,31,41,72,0.88,30,-12,https://www.eliteprospects.com/player/350702/lucas-raymond,2023-2024,nhl,Lucas Raymond,RW,FW
Mika Zibanejad (C/RW),New York Rangers,81,26,46,72,0.89,30,15,https://www.eliteprospects.com/player/23856/mika-zibanejad,2023-2024,nhl,Mika Zibanejad,C/RW,FW
Mark Scheifele (C),Winnipeg Jets,74,25,47,72,0.97,57,19,https://www.eliteprospects.com/player/75379/mark-scheifele,2023-2024,nhl,Mark Scheifele,C,FW
Anze Kopitar (C),Los Angeles Kings,81,26,44,70,0.86,22,11,https://www.eliteprospects.com/player/4233/anze-kopitar,2023-2024,nhl,Anze Kopitar,C,FW
Tim Stützle (LW/C),Ottawa Senators,75,18,52,70,0.93,28,-17,https://www.eliteprospects.com/player/348134/tim-stutzle,2023-2024,nhl,Tim Stützle,LW/C,FW
Noah Dobson (D),New York Islanders,79,10,60,70,0.89,36,12,https://www.eliteprospects.com/player/275797/noah-dobson,2023-2024,nhl,Noah Dobson,D,DEF
Jonathan Marchessault (LW/RW),Vegas Golden Knights,82,42,27,69,0.84,40,-2,https://www.eliteprospects.com/player/32872/jonathan-marchessault,2023-2024,nhl,Jonathan Marchessault,LW/RW,FW
Brock Nelson (C),New York Islanders,82,34,35,69,0.84,28,-5,https://www.eliteprospects.com/player/74997/brock-nelson,2023-2024,nhl,Brock Nelson,C,FW
Dylan Larkin (C),Detroit Red Wings,68,33,36,69,1.01,39,5,https://www.eliteprospects.com/player/177693/dylan-larkin,2023-2024,nhl,Dylan Larkin,C,FW
Matt Boldy (LW/RW),Minnesota Wild,75,29,40,69,0.92,48,5,https://www.eliteprospects.com/player/375501/matt-boldy,2023-2024,nhl,Matt Boldy,LW/RW,FW
Ryan O'Reilly (C),Nashville Predators,82,26,43,69,0.84,18,6,https://www.eliteprospects.com/player/14371/ryan-o-reilly,2023-2024,nhl,Ryan O'Reilly,C,FW
Josh Morrissey (D),Winnipeg Jets,81,10,59,69,0.85,44,34,https://www.eliteprospects.com/player/62293/josh-morrissey,2023-2024,nhl,Josh Morrissey,D,DEF
Travis Konecny (RW/LW),Philadelphia Flyers,76,33,35,68,0.89,67,4,https://www.eliteprospects.com/player/205148/travis-konecny,2023-2024,nhl,Travis Konecny,RW/LW,FW
Bo Horvat (C),New York Islanders,81,33,35,68,0.84,39,-1,https://www.eliteprospects.com/player/117012/bo-horvat,2023-2024,nhl,Bo Horvat,C,FW
Jack Eichel (C),Vegas Golden Knights,63,31,37,68,1.08,27,4,https://www.eliteprospects.com/player/191959/jack-eichel,2023-2024,nhl,Jack Eichel,C,FW
Seth Jarvis (C/W),Carolina Hurricanes,81,33,34,67,0.83,14,23,https://www.eliteprospects.com/player/201952/seth-jarvis,2023-2024,nhl,Seth Jarvis,C/W,FW
Jordan Kyrou (C/RW),St. Louis Blues,82,31,36,67,0.82,22,-12,https://www.eliteprospects.com/player/269034/jordan-kyrou,2023-2024,nhl,Jordan Kyrou,C/RW,FW
Brad Marchand (W/C),Boston Bruins,82,29,38,67,0.82,78,2,https://www.eliteprospects.com/player/10439/brad-marchand,2023-2024,nhl,Brad Marchand,W/C,FW
Nico Hischier (C/LW),New Jersey Devils,71,27,40,67,0.94,12,-5,https://www.eliteprospects.com/player/116244/nico-hischier,2023-2024,nhl,Nico Hischier,C/LW,FW
Joe Pavelski (C/RW),Dallas Stars,82,27,40,67,0.82,20,12,https://www.eliteprospects.com/player/10372/joe-pavelski,2023-2024,nhl,Joe Pavelski,C/RW,FW
Dylan Strome (C),Washington Capitals,82,27,40,67,0.82,22,-13,https://www.eliteprospects.com/player/228107/dylan-strome,2023-2024,nhl,Dylan Strome,C,FW
Alex DeBrincat (LW/RW),Detroit Red Wings,82,27,40,67,0.82,34,1,https://www.eliteprospects.com/player/231275/alex-debrincat,2023-2024,nhl,Alex DeBrincat,LW/RW,FW
Yevgeni Malkin (C),Pittsburgh Penguins,82,27,40,67,0.82,70,5,https://www.eliteprospects.com/player/4231/yevgeni-malkin,2023-2024,nhl,Yevgeni Malkin,C,FW
Ryan Nugent-Hopkins (C/W),Edmonton Oilers,80,18,49,67,0.84,36,10,https://www.eliteprospects.com/player/25636/ryan-nugent-hopkins,2023-2024,nhl,Ryan Nugent-Hopkins,C/W,FW
Drake Batherson (RW/C),Ottawa Senators,82,28,38,66,0.80,42,-9,https://www.eliteprospects.com/player/195192/drake-batherson,2023-2024,nhl,Drake Batherson,RW/C,FW
Wyatt Johnston (C/RW),Dallas Stars,82,32,33,65,0.79,38,14,https://www.eliteprospects.com/player/201871/wyatt-johnston,2023-2024,nhl,Wyatt Johnston,C/RW,FW
Alexander Ovechkin (LW),Washington Capitals,79,31,34,65,0.82,20,-22,https://www.eliteprospects.com/player/4230/alexander-ovechkin,2023-2024,nhl,Alexander Ovechkin,LW,FW
Roope Hintz (C/LW),Dallas Stars,80,30,35,65,0.81,22,26,https://www.eliteprospects.com/player/92117/roope-hintz,2023-2024,nhl,Roope Hintz,C/LW,FW
John Tavares (C/LW),Toronto Maple Leafs,80,29,36,65,0.81,30,2,https://www.eliteprospects.com/player/9223/john-tavares,2023-2024,nhl,John Tavares,C/LW,FW
Cole Caufield (LW/RW),Montréal Canadiens,82,28,37,65,0.79,16,-4,https://www.eliteprospects.com/player/316168/cole-caufield,2023-2024,nhl,Cole Caufield,LW/RW,FW
Matt Duchene (C/LW),Dallas Stars,80,25,40,65,0.81,20,15,https://www.eliteprospects.com/player/12571/matt-duchene,2023-2024,nhl,Matt Duchene,C/LW,FW
Joel Eriksson Ek (C),Minnesota Wild,77,30,34,64,0.83,60,18,https://www.eliteprospects.com/player/139633/joel-eriksson-ek,2023-2024,nhl,Joel Eriksson Ek,C,FW
Claude Giroux (W/C),Ottawa Senators,82,21,43,64,0.78,26,-14,https://www.eliteprospects.com/player/10437/claude-giroux,2023-2024,nhl,Claude Giroux,W/C,FW
Pavel Buchnevich (W/C),St. Louis Blues,80,27,36,63,0.79,48,3,https://www.eliteprospects.com/player/158906/pavel-buchnevich,2023-2024,nhl,Pavel Buchnevich,W/C,FW
Mats Zuccarello (RW/LW),Minnesota Wild,69,12,51,63,0.91,30,-5,https://www.eliteprospects.com/player/10881/mats-zuccarello,2023-2024,nhl,Mats Zuccarello,RW/LW,FW
Jared McCann (C/W),Seattle Kraken,80,29,33,62,0.78,31,-10,https://www.eliteprospects.com/player/189369/jared-mccann,2023-2024,nhl,Jared McCann,C/W,FW
Mike Matheson (D),Montréal Canadiens,82,11,51,62,0.76,58,-24,https://www.eliteprospects.com/player/76333/mike-matheson,2023-2024,nhl,Mike Matheson,D,DEF
Kyle Connor (LW),Winnipeg Jets,65,34,27,61,0.94,6,-6,https://www.eliteprospects.com/player/177671/kyle-connor,2023-2024,nhl,Kyle Connor,LW,FW
Nikolaj Ehlers (LW),Winnipeg Jets,82,25,36,61,0.74,29,27,https://www.eliteprospects.com/player/66581/nikolaj-ehlers,2023-2024,nhl,Nikolaj Ehlers,LW,FW
Connor Bedard (C/LW),Chicago Blackhawks,68,22,39,61,0.90,28,-44,https://www.eliteprospects.com/player/535584/connor-bedard,2023-2024,nhl,Connor Bedard,C/LW,FW
Nick Schmaltz (C/RW),Arizona Coyotes,79,22,39,61,0.77,10,-16,https://www.eliteprospects.com/player/156966/nick-schmaltz,2023-2024,nhl,Nick Schmaltz,C/RW,FW
Frank Vatrano (W/C),Anaheim Ducks,82,37,23,60,0.73,85,-20,https://www.eliteprospects.com/player/59733/frank-vatrano,2023-2024,nhl,Frank Vatrano,W/C,FW
William Karlsson (C),Vegas Golden Knights,70,30,30,60,0.86,22,15,https://www.eliteprospects.com/player/19432/william-karlsson,2023-2024,nhl,William Karlsson,C,FW
Charlie Coyle (C/RW),Boston Bruins,82,25,35,60,0.73,38,-2,https://www.eliteprospects.com/player/60251/charlie-coyle,2023-2024,nhl,Charlie Coyle,C/RW,FW
Jamie Benn (LW/C),Dallas Stars,82,21,39,60,0.73,41,8,https://www.eliteprospects.com/player/15399/jamie-benn,2023-2024,nhl,Jamie Benn,LW/C,FW
Mikael Granlund (C/W),San Jose Sharks,69,12,48,60,0.87,32,-23,https://www.eliteprospects.com/player/16037/mikael-granlund,2023-2024,nhl,Mikael Granlund,C/W,FW
Johnny Gaudreau (LW),Columbus Blue Jackets,81,12,48,60,0.74,22,-27,https://www.eliteprospects.com/player/88391/johnny-gaudreau,2023-2024,nhl,Johnny Gaudreau,LW,FW
Yegor Sharangovich (C/W),Calgary Flames,82,31,28,59,0.72,8,-29,https://www.eliteprospects.com/player/271111/yegor-sharangovich,2023-2024,nhl,Yegor Sharangovich,C/W,FW
Sean Monahan (C),totals,83,26,33,59,0.71,12,-1,https://www.eliteprospects.com/player/85013/sean-monahan,2023-2024,nhl,Sean Monahan,C,FW
Alex Tuch (RW/C),Buffalo Sabres,75,22,37,59,0.79,54,9,https://www.eliteprospects.com/player/178526/alex-tuch,2023-2024,nhl,Alex Tuch,RW/C,FW
Pavel Zacha (C/LW),Boston Bruins,78,21,38,59,0.76,18,12,https://www.eliteprospects.com/player/130786/pavel-zacha,2023-2024,nhl,Pavel Zacha,C/LW,FW
Rasmus Dahlin (D),Buffalo Sabres,81,20,39,59,0.73,66,-3,https://www.eliteprospects.com/player/310545/rasmus-dahlin,2023-2024,nhl,Rasmus Dahlin,D,DEF
Oliver Bjorkstrand (RW),Seattle Kraken,82,20,39,59,0.72,12,-20,https://www.eliteprospects.com/player/92803/oliver-bjorkstrand,2023-2024,nhl,Oliver Bjorkstrand,RW,FW
Morgan Rielly (D),Toronto Maple Leafs,72,7,51,58,0.81,27,7,https://www.eliteprospects.com/player/41184/morgan-rielly,2023-2024,nhl,Morgan Rielly,D,DEF
Trevor Moore (C/W),Los Angeles Kings,82,31,26,57,0.70,28,11,https://www.eliteprospects.com/player/87846/trevor-moore,2023-2024,nhl,Trevor Moore,C/W,FW
Alexis Lafrenière (RW/LW),New York Rangers,82,28,29,57,0.70,40,2,https://www.eliteprospects.com/player/296697/alexis-lafreniere,2023-2024,nhl,Alexis Lafrenière,RW/LW,FW
Casey Mittelstadt (C/LW),totals,80,18,39,57,0.71,32,10,https://www.eliteprospects.com/player/300831/casey-mittelstadt,2023-2024,nhl,Casey Mittelstadt,C/LW,FW
Matias Maccelli (LW/RW),Arizona Coyotes,82,17,40,57,0.70,8,-4,https://www.eliteprospects.com/player/375953/matias-maccelli,2023-2024,nhl,Matias Maccelli,LW/RW,FW
Zach Werenski (D),Columbus Blue Jackets,70,11,46,57,0.81,22,0,https://www.eliteprospects.com/player/186311/zach-werenski,2023-2024,nhl,Zach Werenski,D,DEF
Tage Thompson (C/W),Buffalo Sabres,71,29,27,56,0.79,43,-1,https://www.eliteprospects.com/player/301349/tage-thompson,2023-2024,nhl,Tage Thompson,C/W,FW
Bryan Rust (RW/LW),Pittsburgh Penguins,62,28,28,56,0.90,20,10,https://www.eliteprospects.com/player/20708/bryan-rust,2023-2024,nhl,Bryan Rust,RW/LW,FW
Jonathan Drouin (LW/C),Colorado Avalanche,79,19,37,56,0.71,28,12,https://www.eliteprospects.com/player/118657/jonathan-drouin,2023-2024,nhl,Jonathan Drouin,LW/C,FW
Erik Karlsson (D),Pittsburgh Penguins,82,11,45,56,0.68,44,4,https://www.eliteprospects.com/player/9878/erik-karlsson,2023-2024,nhl,Erik Karlsson,D,DEF
Shayne Gostisbehere (D),Detroit Red Wings,81,10,46,56,0.69,16,-16,https://www.eliteprospects.com/player/122787/shayne-gostisbehere,2023-2024,nhl,Shayne Gostisbehere,D,DEF
Tyler Toffoli (C/W),totals,79,33,22,55,0.70,14,-6,https://www.eliteprospects.com/player/23813/tyler-toffoli,2023-2024,nhl,Tyler Toffoli,C/W,FW
Vladimir Tarasenko (RW/LW),totals,76,23,32,55,0.72,12,13,https://www.eliteprospects.com/player/24787/vladimir-tarasenko,2023-2024,nhl,Vladimir Tarasenko,RW/LW,FW
Quinton Byfield (C),Los Angeles Kings,80,20,35,55,0.69,42,19,https://www.eliteprospects.com/player/503020/quinton-byfield,2023-2024,nhl,Quinton Byfield,C,FW
Michael Bunting (LW/RW),totals,81,19,36,55,0.68,57,-19,https://www.eliteprospects.com/player/245191/michael-bunting,2023-2024,nhl,Michael Bunting,LW/RW,FW
Blake Coleman (LW/RW),Calgary Flames,78,30,24,54,0.69,76,19,https://www.eliteprospects.com/player/46889/blake-coleman,2023-2024,nhl,Blake Coleman,LW/RW,FW
Kyle Palmieri (RW),New York Islanders,82,30,24,54,0.66,26,-16,https://www.eliteprospects.com/player/17508/kyle-palmieri,2023-2024,nhl,Kyle Palmieri,RW,FW
Troy Terry (W/C),Anaheim Ducks,76,20,34,54,0.71,24,-10,https://www.eliteprospects.com/player/234046/troy-terry,2023-2024,nhl,Troy Terry,W/C,FW
Philipp Kurashev (C/W),Chicago Blackhawks,75,18,36,54,0.72,23,-44,https://www.eliteprospects.com/player/279238/philipp-kurashev,2023-2024,nhl,Philipp Kurashev,C/W,FW
Miro Heiskanen (D),Dallas Stars,71,9,45,54,0.76,36,8,https://www.eliteprospects.com/player/250075/miro-heiskanen,2023-2024,nhl,Miro Heiskanen,D,DEF
Valeri Nichushkin (RW),Colorado Avalanche,54,28,25,53,0.98,22,5,https://www.eliteprospects.com/player/108661/valeri-nichushkin,2023-2024,nhl,Valeri Nichushkin,RW,FW
Owen Tippett (RW/LW),Philadelphia Flyers,78,28,25,53,0.68,12,-5,https://www.eliteprospects.com/player/201664/owen-tippett,2023-2024,nhl,Owen Tippett,RW/LW,FW
Teuvo Teräväinen (C/W),Carolina Hurricanes,76,25,28,53,0.70,10,15,https://www.eliteprospects.com/player/44567/teuvo-teravainen,2023-2024,nhl,Teuvo Teräväinen,C/W,FW
Martin Nečas (C/RW),Carolina Hurricanes,77,24,29,53,0.69,42,-9,https://www.eliteprospects.com/player/237071/martin-necas,2023-2024,nhl,Martin Nečas,C/RW,FW
Mason Marchment (LW/C),Dallas Stars,81,22,31,53,0.65,54,22,https://www.eliteprospects.com/player/208693/mason-marchment,2023-2024,nhl,Mason Marchment,LW/C,FW
Mark Stone (RW),Vegas Golden Knights,56,16,37,53,0.95,22,1,https://www.eliteprospects.com/player/32806/mark-stone,2023-2024,nhl,Mark Stone,RW,FW
Timo Meier (RW/LW),New Jersey Devils,69,28,24,52,0.75,45,-28,https://www.eliteprospects.com/player/95921/timo-meier,2023-2024,nhl,Timo Meier,RW/LW,FW
Tyler Seguin (C/RW),Dallas Stars,68,25,27,52,0.76,26,10,https://www.eliteprospects.com/player/23807/tyler-seguin,2023-2024,nhl,Tyler Seguin,C/RW,FW
MacKenzie Weegar (D),Calgary Flames,82,20,32,52,0.63,51,2,https://www.eliteprospects.com/player/97908/mackenzie-weegar,2023-2024,nhl,MacKenzie Weegar,D,DEF
Andrei Svechnikov (RW/LW),Carolina Hurricanes,59,19,33,52,0.88,58,13,https://www.eliteprospects.com/player/328556/andrei-svechnikov,2023-2024,nhl,Andrei Svechnikov,RW/LW,FW
Jonathan Huberdeau (LW/RW),Calgary Flames,81,12,40,52,0.64,49,-29,https://www.eliteprospects.com/player/45261/jonathan-huberdeau,2023-2024,nhl,Jonathan Huberdeau,LW/RW,FW
John Carlson (D),Washington Capitals,82,10,42,52,0.63,40,-7,https://www.eliteprospects.com/player/18590/john-carlson,2023-2024,nhl,John Carlson,D,DEF
Adam Henrique (C/LW),totals,82,24,27,51,0.62,37,9,https://www.eliteprospects.com/player/19043/adam-henrique,2023-2024,nhl,Adam Henrique,C/LW,FW
Chandler Stephenson (C/LW),Vegas Golden Knights,75,16,35,51,0.68,25,-9,https://www.eliteprospects.com/player/60726/chandler-stephenson,2023-2024,nhl,Chandler Stephenson,C/LW,FW
Kris Letang (D),Pittsburgh Penguins,82,10,41,51,0.62,62,13,https://www.eliteprospects.com/player/9189/kris-letang,2023-2024,nhl,Kris Letang,D,DEF
JJ Peterka (W/C),Buffalo Sabres,82,28,22,50,0.61,28,10,https://www.eliteprospects.com/player/381855/jj-peterka,2023-2024,nhl,JJ Peterka,W/C,FW
Joel Farabee (LW/RW),Philadelphia Flyers,82,22,28,50,0.61,37,-13,https://www.eliteprospects.com/player/334036/joel-farabee,2023-2024,nhl,Joel Farabee,LW/RW,FW
Juraj Slafkovský (RW/LW),Montréal Canadiens,82,20,30,50,0.61,55,-19,https://www.eliteprospects.com/player/527423/juraj-slafkovsky,2023-2024,nhl,Juraj Slafkovský,RW/LW,FW
Drew Doughty (D),Los Angeles Kings,82,15,35,50,0.61,44,15,https://www.eliteprospects.com/player/10430/drew-doughty,2023-2024,nhl,Drew Doughty,D,DEF
Devon Toews (D),Colorado Avalanche,82,12,38,50,0.61,18,28,https://www.eliteprospects.com/player/59575/devon-toews,2023-2024,nhl,Devon Toews,D,DEF
J.T. Compher (W/C),Detroit Red Wings,77,19,29,48,0.62,34,-5,https://www.eliteprospects.com/player/114800/j.t.-compher,2023-2024,nhl,J.T. Compher,W/C,FW
Filip Hronek (D),Vancouver Canucks,81,5,43,48,0.59,38,33,https://www.eliteprospects.com/player/191286/filip-hronek,2023-2024,nhl,Filip Hronek,D,DEF
Patrick Kane (RW/LW),Detroit Red Wings,50,20,27,47,0.94,16,-5,https://www.eliteprospects.com/player/9326/patrick-kane,2023-2024,nhl,Patrick Kane,RW/LW,FW
Conor Garland (RW/LW),Vancouver Canucks,82,20,27,47,0.57,35,19,https://www.eliteprospects.com/player/177208/conor-garland,2023-2024,nhl,Conor Garland,RW/LW,FW
Dylan Cozens (C/RW),Buffalo Sabres,79,18,29,47,0.59,42,-4,https://www.eliteprospects.com/player/286938/dylan-cozens,2023-2024,nhl,Dylan Cozens,C/RW,FW
David Perron (LW/RW),Detroit Red Wings,76,17,30,47,0.62,55,-12,https://www.eliteprospects.com/player/11123/david-perron,2023-2024,nhl,David Perron,LW/RW,FW
Phillip Danault (C/LW),Los Angeles Kings,78,17,30,47,0.60,18,12,https://www.eliteprospects.com/player/45282/phillip-danault,2023-2024,nhl,Phillip Danault,C/LW,FW
Thomas Harley (D),Dallas Stars,79,15,32,47,0.59,18,28,https://www.eliteprospects.com/player/465160/thomas-harley,2023-2024,nhl,Thomas Harley,D,DEF
Noah Hanifin (D),totals,80,13,34,47,0.59,24,19,https://www.eliteprospects.com/player/177710/noah-hanifin,2023-2024,nhl,Noah Hanifin,D,DEF
Brady Skjei (D),Carolina Hurricanes,80,13,34,47,0.59,40,15,https://www.eliteprospects.com/player/90352/brady-skjei,2023-2024,nhl,Brady Skjei,D,DEF
Charlie McAvoy (D),Boston Bruins,74,12,35,47,0.64,86,4,https://www.eliteprospects.com/player/245142/charlie-mcavoy,2023-2024,nhl,Charlie McAvoy,D,DEF
Max Domi (C/W),Toronto Maple Leafs,80,9,38,47,0.59,118,10,https://www.eliteprospects.com/player/95484/max-domi,2023-2024,nhl,Max Domi,C/W,FW
Luke Hughes (D),New Jersey Devils,82,9,38,47,0.57,28,-25,https://www.eliteprospects.com/player/526979/luke-hughes,2023-2024,nhl,Luke Hughes,D,DEF
Brock Faber (D),Minnesota Wild,82,8,39,47,0.57,26,-1,https://www.eliteprospects.com/player/558598/brock-faber,2023-2024,nhl,Brock Faber,D,DEF
