playername,fw_def,link
Danton Heinen,FW,https://www.eliteprospects.com/player/105821/danton-heinen
Nelson Nogier,DEF,https://www.eliteprospects.com/player/120646/nelson-nogier
Zack Mitchell,FW,https://www.eliteprospects.com/player/45410/zack-mitchell
Anton Lindholm,DEF,https://www.eliteprospects.com/player/39019/anton-lindholm
Joseph LaBate,FW,https://www.eliteprospects.com/player/75066/joseph-labate
Robbie Russo,DEF,https://www.eliteprospects.com/player/38628/robbie-russo
Alex DeBrincat,FW,https://www.eliteprospects.com/player/231275/alex-debrincat
Nico Hischier,FW,https://www.eliteprospects.com/player/116244/nico-hischier
Pierre-Luc Dubois,FW,https://www.eliteprospects.com/player/252480/pierre-luc-dubois
Will Butcher,DEF,https://www.eliteprospects.com/player/97590/will-butcher
Alexander Kerfoot,FW,https://www.eliteprospects.com/player/59968/alexander-kerfoot
Jake DeBrusk,FW,https://www.eliteprospects.com/player/84242/jake-debrusk
Jesper Bratt,FW,https://www.eliteprospects.com/player/117698/jesper-bratt
Nolan Patrick,FW,https://www.eliteprospects.com/player/201274/nolan-patrick
Alex Iafallo,FW,https://www.eliteprospects.com/player/121859/alex-iafallo
Vince Dunn,DEF,https://www.eliteprospects.com/player/161816/vince-dunn
Samuel Girard,DEF,https://www.eliteprospects.com/player/251476/samuel-girard
Jan Rutta,DEF,https://www.eliteprospects.com/player/18090/jan-rutta
Christian Djoos,DEF,https://www.eliteprospects.com/player/33201/christian-djoos
Neal Pionk,DEF,https://www.eliteprospects.com/player/196583/neal-pionk
Travis Dermott,DEF,https://www.eliteprospects.com/player/214673/travis-dermott
Anders Bjork,FW,https://www.eliteprospects.com/player/183809/anders-bjork
Joakim Ryan,DEF,https://www.eliteprospects.com/player/51926/joakim-ryan
Madison Bowey,DEF,https://www.eliteprospects.com/player/97787/madison-bowey
Anthony Cirelli,FW,https://www.eliteprospects.com/player/274875/anthony-cirelli
David Kämpf,FW,https://www.eliteprospects.com/player/160499/david-kampf
Andreas Borgman,DEF,https://www.eliteprospects.com/player/85683/andreas-borgman
Travis Sanheim,DEF,https://www.eliteprospects.com/player/120938/travis-sanheim
Viktor Antipin,DEF,https://www.eliteprospects.com/player/47508/viktor-antipin
Ryan Donato,FW,https://www.eliteprospects.com/player/195235/ryan-donato
Tage Thompson,FW,https://www.eliteprospects.com/player/301349/tage-thompson
Oscar Fantenberg,DEF,https://www.eliteprospects.com/player/13743/oscar-fantenberg
Michael Amadio,FW,https://www.eliteprospects.com/player/151385/michael-amadio
Jakub Jeřábek,DEF,https://www.eliteprospects.com/player/33045/jakub-je%C5%99abek
Haydn Fleury,DEF,https://www.eliteprospects.com/player/119392/haydn-fleury
Kevin Roy,FW,https://www.eliteprospects.com/player/121841/kevin-roy
Tanner Fritz,FW,https://www.eliteprospects.com/player/23940/tanner-fritz
Victor Mete,DEF,https://www.eliteprospects.com/player/232703/victor-mete
Zach Aston-Reese,FW,https://www.eliteprospects.com/player/98068/zach-aston-reese
Oskar Lindblom,FW,https://www.eliteprospects.com/player/86181/oskar-lindblom
John Gilmour,DEF,https://www.eliteprospects.com/player/146192/john-gilmour
Casey Mittelstadt,FW,https://www.eliteprospects.com/player/300831/casey-mittelstadt
Vinni Lettieri,FW,https://www.eliteprospects.com/player/118656/vinni-lettieri
Maxim Mamin,FW,https://www.eliteprospects.com/player/155384/maxim-mamin
Mario Kempe,FW,https://www.eliteprospects.com/player/4407/mario-kempe
Luke Kunin,FW,https://www.eliteprospects.com/player/245278/luke-kunin
Ethan Bear,DEF,https://www.eliteprospects.com/player/197561/ethan-bear
Filip Chlapík,FW,https://www.eliteprospects.com/player/157524/filip-chlapik
Marcus Pettersson,DEF,https://www.eliteprospects.com/player/86321/marcus-pettersson
Kurtis MacDermid,DEF,https://www.eliteprospects.com/player/98183/kurtis-macdermid
Nick Seeler,DEF,https://www.eliteprospects.com/player/107099/nick-seeler
Warren Foegele,FW,https://www.eliteprospects.com/player/210317/warren-foegele
Andreas Johnsson,FW,https://www.eliteprospects.com/player/43991/andreas-johnsson
Trevor Murphy,DEF,https://www.eliteprospects.com/player/110850/trevor-murphy
Filip Chytil,FW,https://www.eliteprospects.com/player/236806/filip-chytil
Christian Wolanin,DEF,https://www.eliteprospects.com/player/188788/christian-wolanin
Tomas Hyka,FW,https://www.eliteprospects.com/player/56035/tomas-hyka
Andrei Mironov,DEF,https://www.eliteprospects.com/player/159421/andrei-mironov
Samuel Blais,FW,https://www.eliteprospects.com/player/213830/samuel-blais
Noah Juulsen,DEF,https://www.eliteprospects.com/player/199905/noah-juulsen
Dylan Sikura,FW,https://www.eliteprospects.com/player/146580/dylan-sikura
Joe Hicketts,DEF,https://www.eliteprospects.com/player/120210/joe-hicketts
Kailer Yamamoto,FW,https://www.eliteprospects.com/player/247915/kailer-yamamoto
Roland McKeown,DEF,https://www.eliteprospects.com/player/189364/roland-mckeown
Carl Dahlström,DEF,https://www.eliteprospects.com/player/85666/carl-dahlstrom
Justin Holl,DEF,https://www.eliteprospects.com/player/46905/justin-holl
Spencer Foo,FW,https://www.eliteprospects.com/player/107388/spencer-foo
Matthew Highmore,FW,https://www.eliteprospects.com/player/130125/matthew-highmore
Lias Andersson,FW,https://www.eliteprospects.com/player/214318/lias-andersson
Tucker Poolman,DEF,https://www.eliteprospects.com/player/118006/tucker-poolman
Louie Belpedio,DEF,https://www.eliteprospects.com/player/177686/louie-belpedio
Ashton Sautner,DEF,https://www.eliteprospects.com/player/84404/ashton-sautner
Andy Welinski,DEF,https://www.eliteprospects.com/player/75052/andy-welinski
Dominic Toninato,FW,https://www.eliteprospects.com/player/122004/dominic-toninato
Sami Niku,DEF,https://www.eliteprospects.com/player/92502/sami-niku
Vadim Shipachyov,FW,https://www.eliteprospects.com/player/19550/vadim-shipachyov
Henrik Borgström,FW,https://www.eliteprospects.com/player/118332/henrik-borgstrom
Blake Hillman,DEF,https://www.eliteprospects.com/player/248356/blake-hillman
Owen Tippett,FW,https://www.eliteprospects.com/player/201664/owen-tippett
Nathan Walker,FW,https://www.eliteprospects.com/player/101430/nathan-walker
Brendan Lemieux,FW,https://www.eliteprospects.com/player/177647/brendan-lemieux
Daniel Brickley,DEF,https://www.eliteprospects.com/player/216251/daniel-brickley
Shane Gersich,FW,https://www.eliteprospects.com/player/168706/shane-gersich
Logan Brown,FW,https://www.eliteprospects.com/player/248391/logan-brown
Calle Rosén,DEF,https://www.eliteprospects.com/player/37021/calle-rosen
Henrik Haapala,FW,https://www.eliteprospects.com/player/60736/henrik-haapala
Victor Ejdsell,FW,https://www.eliteprospects.com/player/29343/victor-ejdsell
Jordan Greenway,FW,https://www.eliteprospects.com/player/183455/jordan-greenway
Dillon Heatherington,DEF,https://www.eliteprospects.com/player/62233/dillon-heatherington
Ryan Lomberg,FW,https://www.eliteprospects.com/player/76376/ryan-lomberg
Travis Boyd,FW,https://www.eliteprospects.com/player/38621/travis-boyd
Dryden Hunt,FW,https://www.eliteprospects.com/player/84609/dryden-hunt
Nicolas Roy,FW,https://www.eliteprospects.com/player/151361/nicolas-roy
Giovanni Fiore,FW,https://www.eliteprospects.com/player/156093/giovanni-fiore
Mitch Reinke,DEF,https://www.eliteprospects.com/player/195228/mitch-reinke
Zach Whitecloud,DEF,https://www.eliteprospects.com/player/202774/zach-whitecloud
Eric Robinson,FW,https://www.eliteprospects.com/player/206755/eric-robinson
Kyle Capobianco,DEF,https://www.eliteprospects.com/player/225186/kyle-capobianco
Martin Nečas,FW,https://www.eliteprospects.com/player/237071/martin-necas
Alex Formenton,FW,https://www.eliteprospects.com/player/273622/alex-formenton
Curtis Valk,FW,https://www.eliteprospects.com/player/45510/curtis-valk
Morgan Klimchuk,FW,https://www.eliteprospects.com/player/62209/morgan-klimchuk
Will O'Neill,DEF,https://www.eliteprospects.com/player/12257/will-o-neill
Philip Holm,DEF,https://www.eliteprospects.com/player/11070/philip-holm
Nick Merkley,FW,https://www.eliteprospects.com/player/107894/nick-merkley
Steven Fogarty,FW,https://www.eliteprospects.com/player/114771/steven-fogarty
Justin Kloos,FW,https://www.eliteprospects.com/player/113322/justin-kloos
Ben Sexton,FW,https://www.eliteprospects.com/player/33901/ben-sexton
Christian Jaros,DEF,https://www.eliteprospects.com/player/166373/christian-jaros
Troy Terry,FW,https://www.eliteprospects.com/player/234046/troy-terry
Justin Auger,FW,https://www.eliteprospects.com/player/117322/justin-auger
Andrew Crescenzi,FW,https://www.eliteprospects.com/player/44663/andrew-crescenzi
Alex Broadhurst,FW,https://www.eliteprospects.com/player/90896/alex-broadhurst
Eeli Tolvanen,FW,https://www.eliteprospects.com/player/249730/eeli-tolvanen
Dylan Gambrell,FW,https://www.eliteprospects.com/player/192301/dylan-gambrell
Colby Cave,FW,https://www.eliteprospects.com/player/84424/colby-cave
Carson Soucy,DEF,https://www.eliteprospects.com/player/107449/carson-soucy
Danick Martel,FW,https://www.eliteprospects.com/player/129039/danick-martel
Michael Dal Colle,FW,https://www.eliteprospects.com/player/152047/michael-dal-colle
Janne Kuokkanen,FW,https://www.eliteprospects.com/player/209426/janne-kuokkanen
Jack Rodewald,FW,https://www.eliteprospects.com/player/84719/jack-rodewald
Adam Gaudette,FW,https://www.eliteprospects.com/player/203361/adam-gaudette
Dominic Turgeon,FW,https://www.eliteprospects.com/player/120642/dominic-turgeon
Chase Balisy,FW,https://www.eliteprospects.com/player/20717/chase-balisy
Dakota Mermis,DEF,https://www.eliteprospects.com/player/56311/dakota-mermis
Tyrell Goulbourne,FW,https://www.eliteprospects.com/player/56840/tyrell-goulbourne
Kyle Criscuolo,FW,https://www.eliteprospects.com/player/74212/kyle-criscuolo
Andrew Mangiapane,FW,https://www.eliteprospects.com/player/223199/andrew-mangiapane
Elias Pettersson,FW,https://www.eliteprospects.com/player/266336/elias-pettersson
Brady Tkachuk,FW,https://www.eliteprospects.com/player/201473/brady-tkachuk
Rasmus Dahlin,DEF,https://www.eliteprospects.com/player/310545/rasmus-dahlin
Andrei Svechnikov,FW,https://www.eliteprospects.com/player/328556/andrei-svechnikov
Dominik Kahun,FW,https://www.eliteprospects.com/player/71940/dominik-kahun
Jesperi Kotkaniemi,FW,https://www.eliteprospects.com/player/363872/jesperi-kotkaniemi
Miro Heiskanen,DEF,https://www.eliteprospects.com/player/250075/miro-heiskanen
Robert Thomas,FW,https://www.eliteprospects.com/player/201681/robert-thomas
Mathieu Joseph,FW,https://www.eliteprospects.com/player/227640/mathieu-joseph
Brett Howden,FW,https://www.eliteprospects.com/player/232712/brett-howden
Filip Hronek,DEF,https://www.eliteprospects.com/player/191286/filip-hronek
Roope Hintz,FW,https://www.eliteprospects.com/player/92117/roope-hintz
Austin Wagner,FW,https://www.eliteprospects.com/player/161117/austin-wagner
Conor Garland,FW,https://www.eliteprospects.com/player/177208/conor-garland
Michael Rasmussen,FW,https://www.eliteprospects.com/player/286738/michael-rasmussen
Devon Toews,DEF,https://www.eliteprospects.com/player/59575/devon-toews
Dennis Cholowski,DEF,https://www.eliteprospects.com/player/247137/dennis-cholowski
Erik Cernak,DEF,https://www.eliteprospects.com/player/166368/erik-cernak
Maxime Lajoie,DEF,https://www.eliteprospects.com/player/161131/maxime-lajoie
Rudolfs Balcers,FW,https://www.eliteprospects.com/player/153652/rudolfs-balcers
Brett Seney,FW,https://www.eliteprospects.com/player/204125/brett-seney
Pär Lindholm,FW,https://www.eliteprospects.com/player/13091/par-lindholm
Jayce Hawryluk,FW,https://www.eliteprospects.com/player/120626/jayce-hawryluk
Kiefer Sherwood,FW,https://www.eliteprospects.com/player/196607/kiefer-sherwood
Henri Jokiharju,DEF,https://www.eliteprospects.com/player/277056/henri-jokiharju
Matt Luff,FW,https://www.eliteprospects.com/player/238487/matt-luff
Lukas Radil,FW,https://www.eliteprospects.com/player/22785/lukas-radil
Sam Steel,FW,https://www.eliteprospects.com/player/154496/sam-steel
Teodors Blugers,FW,https://www.eliteprospects.com/player/108347/teodors-blugers
Mason Appleton,FW,https://www.eliteprospects.com/player/266919/mason-appleton
Sean Walker,DEF,https://www.eliteprospects.com/player/160791/sean-walker
Drake Batherson,FW,https://www.eliteprospects.com/player/195192/drake-batherson
Christoffer Ehn,FW,https://www.eliteprospects.com/player/115020/christoffer-ehn
Radim Simek,DEF,https://www.eliteprospects.com/player/160567/radim-simek
Saku Mäenalanen,FW,https://www.eliteprospects.com/player/73109/saku-maenalanen
Antti Suomela,FW,https://www.eliteprospects.com/player/73292/antti-suomela
Trevor Moore,FW,https://www.eliteprospects.com/player/87846/trevor-moore
Bogdan Kiselevich,DEF,https://www.eliteprospects.com/player/17755/bogdan-kiselevich
Joey Anderson,FW,https://www.eliteprospects.com/player/247964/joey-anderson
Igor Ozhiganov,DEF,https://www.eliteprospects.com/player/77242/igor-ozhiganov
Maxime Comtois,FW,https://www.eliteprospects.com/player/201534/maxime-comtois
Yegor Yakovlev,DEF,https://www.eliteprospects.com/player/77120/yegor-yakovlev
Taro Hirose,FW,https://www.eliteprospects.com/player/83462/taro-hirose
Carl Grundström,FW,https://www.eliteprospects.com/player/113516/carl-grundstrom
Alexandre Fortin,FW,https://www.eliteprospects.com/player/213752/alexandre-fortin
Sheldon Dries,FW,https://www.eliteprospects.com/player/97620/sheldon-dries
Matt Roy,DEF,https://www.eliteprospects.com/player/191271/matt-roy
Caleb Jones,DEF,https://www.eliteprospects.com/player/199902/caleb-jones
Lawrence Pilut,DEF,https://www.eliteprospects.com/player/84938/lawrence-pilut
Juho Lammikko,FW,https://www.eliteprospects.com/player/151955/juho-lammikko
Karson Kuhlman,FW,https://www.eliteprospects.com/player/118663/karson-kuhlman
Ryan Graves,DEF,https://www.eliteprospects.com/player/103763/ryan-graves
Mackenzie MacEachern,FW,https://www.eliteprospects.com/player/183505/mackenzie-maceachern
Gavin Bayreuther,DEF,https://www.eliteprospects.com/player/178941/gavin-bayreuther
Josh Currie,FW,https://www.eliteprospects.com/player/45243/josh-currie
Max Jones,FW,https://www.eliteprospects.com/player/233448/max-jones
Juuso Riikola,DEF,https://www.eliteprospects.com/player/56938/juuso-riikola
Josh Mahura,DEF,https://www.eliteprospects.com/player/166669/josh-mahura
Dillon Dubé,FW,https://www.eliteprospects.com/player/157256/dillon-dube
Victor Olofsson,FW,https://www.eliteprospects.com/player/86308/victor-olofsson
Max Véronneau,FW,https://www.eliteprospects.com/player/206777/max-veronneau
Jonas Siegenthaler,DEF,https://www.eliteprospects.com/player/105407/jonas-siegenthaler
Ilya Lyubushkin,DEF,https://www.eliteprospects.com/player/123109/ilya-lyubushkin
Ryan Poehling,FW,https://www.eliteprospects.com/player/288045/ryan-poehling
Nathan Bastian,FW,https://www.eliteprospects.com/player/245157/nathan-bastian
Filip Zadina,FW,https://www.eliteprospects.com/player/236471/filip-zadina
Jordan Kyrou,FW,https://www.eliteprospects.com/player/269034/jordan-kyrou
Clark Bishop,FW,https://www.eliteprospects.com/player/191376/clark-bishop
Juuso Välimäki,DEF,https://www.eliteprospects.com/player/221525/juuso-valimaki
Quinn Hughes,DEF,https://www.eliteprospects.com/player/201671/quinn-hughes
Joe Gambardella,FW,https://www.eliteprospects.com/player/133839/joe-gambardella
Michael McLeod,FW,https://www.eliteprospects.com/player/240821/michael-mcleod
Joel L'Esperance,FW,https://www.eliteprospects.com/player/118655/joel-l-esperance
Tyler Lewington,DEF,https://www.eliteprospects.com/player/88699/tyler-lewington
Mikhail Vorobyov,FW,https://www.eliteprospects.com/player/285679/mikhail-vorobyov
Philippe Myers,DEF,https://www.eliteprospects.com/player/223515/philippe-myers
Josh Brown,DEF,https://www.eliteprospects.com/player/82512/josh-brown
Adam Johnson,FW,https://www.eliteprospects.com/player/121852/adam-johnson
Isac Lundeström,FW,https://www.eliteprospects.com/player/265570/isac-lundestrom
Alexandre Texier,FW,https://www.eliteprospects.com/player/296904/alexandre-texier
Zach Senyshyn,FW,https://www.eliteprospects.com/player/245108/zach-senyshyn
Jacob MacDonald,DEF,https://www.eliteprospects.com/player/60064/jacob-macdonald
Dante Fabbro,DEF,https://www.eliteprospects.com/player/247041/dante-fabbro
Michael Bunting,FW,https://www.eliteprospects.com/player/245191/michael-bunting
Libor Hájek,DEF,https://www.eliteprospects.com/player/195023/libor-hajek
Evan Bouchard,DEF,https://www.eliteprospects.com/player/300591/evan-bouchard
Rourke Chartier,FW,https://www.eliteprospects.com/player/120201/rourke-chartier
Jérémy Lauzon,DEF,https://www.eliteprospects.com/player/213715/jeremy-lauzon
Jimmy Schuldt,DEF,https://www.eliteprospects.com/player/196941/jimmy-schuldt
Jacob Middleton,DEF,https://www.eliteprospects.com/player/150872/jacob-middleton
Ben Gleason,DEF,https://www.eliteprospects.com/player/233504/ben-gleason
Zack MacEwen,FW,https://www.eliteprospects.com/player/223475/zack-macewen
Jaret Anderson-Dolan,FW,https://www.eliteprospects.com/player/278859/jaret-anderson-dolan
Kristian Vesalainen,FW,https://www.eliteprospects.com/player/222125/kristian-vesalainen
Luke Johnson,FW,https://www.eliteprospects.com/player/94247/luke-johnson
Connor Clifton,DEF,https://www.eliteprospects.com/player/131370/connor-clifton
Cale Makar,DEF,https://www.eliteprospects.com/player/199655/cale-makar
Vladislav Gavrikov,DEF,https://www.eliteprospects.com/player/165015/vladislav-gavrikov
Aleksi Saarela,FW,https://www.eliteprospects.com/player/94117/aleksi-saarela
Vitaly Abramov,FW,https://www.eliteprospects.com/player/295715/vitaly-abramov
Josh Jacobs,DEF,https://www.eliteprospects.com/player/168704/josh-jacobs
Blake Lizotte,FW,https://www.eliteprospects.com/player/321198/blake-lizotte
Anthony Greco,FW,https://www.eliteprospects.com/player/91246/anthony-greco
Brady Keeper,DEF,https://www.eliteprospects.com/player/224610/brady-keeper
Brandon Gignac,FW,https://www.eliteprospects.com/player/213725/brandon-gignac
Anthony Richard,FW,https://www.eliteprospects.com/player/155661/anthony-richard
Mark Friedman,DEF,https://www.eliteprospects.com/player/107113/mark-friedman
Dennis Gilbert,DEF,https://www.eliteprospects.com/player/267396/dennis-gilbert
Riley Stillman,DEF,https://www.eliteprospects.com/player/252469/riley-stillman
Rem Pitlick,FW,https://www.eliteprospects.com/player/199968/rem-pitlick
Josh Teves,DEF,https://www.eliteprospects.com/player/197849/josh-teves
Erik Brännström,DEF,https://www.eliteprospects.com/player/255167/erik-brannstrom
Brogan Rafferty,DEF,https://www.eliteprospects.com/player/248525/brogan-rafferty
Kole Sherwood,FW,https://www.eliteprospects.com/player/234873/kole-sherwood
Urho Vaakanainen,DEF,https://www.eliteprospects.com/player/180538/urho-vaakanainen
Jakub Zbořil,DEF,https://www.eliteprospects.com/player/112379/jakub-zbo%C5%99il
Nico Sturm,FW,https://www.eliteprospects.com/player/54457/nico-sturm
Jacob Nilsson,FW,https://www.eliteprospects.com/player/33090/jacob-nilsson
Jake Bean,DEF,https://www.eliteprospects.com/player/199660/jake-bean
Colton White,DEF,https://www.eliteprospects.com/player/204911/colton-white
Will Borgen,DEF,https://www.eliteprospects.com/player/248330/will-borgen
Tim Gettinger,FW,https://www.eliteprospects.com/player/272570/tim-gettinger
Kevin Stenlund,FW,https://www.eliteprospects.com/player/142262/kevin-stenlund
Logan O'Connor,FW,https://www.eliteprospects.com/player/62327/logan-o-connor
Jake Chelios,DEF,https://www.eliteprospects.com/player/45669/jake-chelios
Ryan Lindgren,DEF,https://www.eliteprospects.com/player/226442/ryan-lindgren
Cooper Marody,FW,https://www.eliteprospects.com/player/248334/cooper-marody
Patrick Russell,FW,https://www.eliteprospects.com/player/29181/patrick-russell
Colin Blackwell,FW,https://www.eliteprospects.com/player/128394/colin-blackwell
Libor Sulak,DEF,https://www.eliteprospects.com/player/115708/libor-sulak
Sheldon Rempal,FW,https://www.eliteprospects.com/player/142304/sheldon-rempal
Guillaume Brisebois,DEF,https://www.eliteprospects.com/player/213397/guillaume-brisebois
Nicolas Aubé-Kubel,FW,https://www.eliteprospects.com/player/151146/nicolas-aube-kubel
Ryan Kuffner,FW,https://www.eliteprospects.com/player/247422/ryan-kuffner
Trent Frederic,FW,https://www.eliteprospects.com/player/272221/trent-frederic
Dominik Kubalík,FW,https://www.eliteprospects.com/player/101221/dominik-kubalik
Nikita Gusev,FW,https://www.eliteprospects.com/player/75169/nikita-gusev
Adam Fox,DEF,https://www.eliteprospects.com/player/248380/adam-fox
Nick Suzuki,FW,https://www.eliteprospects.com/player/300436/nick-suzuki
John Marino,DEF,https://www.eliteprospects.com/player/278675/john-marino
Kaapo Kakko,FW,https://www.eliteprospects.com/player/396655/kaapo-kakko
Ilya Mikheyev,FW,https://www.eliteprospects.com/player/180935/ilya-mikheyev
Kirby Dach,FW,https://www.eliteprospects.com/player/268089/kirby-dach
Joel Farabee,FW,https://www.eliteprospects.com/player/334036/joel-farabee
Jack Hughes,FW,https://www.eliteprospects.com/player/305432/jack-hughes
Emil Bemström,FW,https://www.eliteprospects.com/player/313359/emil-bemstrom
Pierre Engvall,FW,https://www.eliteprospects.com/player/147720/pierre-engvall
Nikolai Prokhorkin,FW,https://www.eliteprospects.com/player/93769/nikolai-prokhorkin
Carter Verhaeghe,FW,https://www.eliteprospects.com/player/116967/carter-verhaeghe
Sam Lafferty,FW,https://www.eliteprospects.com/player/259043/sam-lafferty
Adam Boqvist,DEF,https://www.eliteprospects.com/player/265684/adam-boqvist
Cody Glass,FW,https://www.eliteprospects.com/player/201704/cody-glass
Mario Ferraro,DEF,https://www.eliteprospects.com/player/245622/mario-ferraro
Nicolas Hague,DEF,https://www.eliteprospects.com/player/253977/nicolas-hague
Gaëtan Haas,FW,https://www.eliteprospects.com/player/34816/gaetan-haas
Dmytro Timashov,FW,https://www.eliteprospects.com/player/115161/dmytro-timashov
Joakim Nygård,FW,https://www.eliteprospects.com/player/25858/joakim-nygard
Rasmus Sandin,DEF,https://www.eliteprospects.com/player/289453/rasmus-sandin
Gabriel Vilardi,FW,https://www.eliteprospects.com/player/286867/gabriel-vilardi
Joel Kellman,FW,https://www.eliteprospects.com/player/33719/joel-kellman
Morgan Frost,FW,https://www.eliteprospects.com/player/317025/morgan-frost
Jansen Harkins,FW,https://www.eliteprospects.com/player/160158/jansen-harkins
Noah Dobson,DEF,https://www.eliteprospects.com/player/275797/noah-dobson
Mitchell Stephens,FW,https://www.eliteprospects.com/player/186392/mitchell-stephens
Yakov Trenin,FW,https://www.eliteprospects.com/player/277485/yakov-trenin
Scott Sabourin,FW,https://www.eliteprospects.com/player/45588/scott-sabourin
Noah Gregor,FW,https://www.eliteprospects.com/player/162892/noah-gregor
Jakob Lilja,FW,https://www.eliteprospects.com/player/16800/jakob-lilja
Ville Heinola,DEF,https://www.eliteprospects.com/player/428795/ville-heinola
Jesper Boqvist,FW,https://www.eliteprospects.com/player/212690/jesper-boqvist
Morgan Geekie,FW,https://www.eliteprospects.com/player/247912/morgan-geekie
Barrett Hayton,FW,https://www.eliteprospects.com/player/317885/barrett-hayton
Alexander True,FW,https://www.eliteprospects.com/player/207313/alexander-true
Kieffer Bellows,FW,https://www.eliteprospects.com/player/247945/kieffer-bellows
Martin Kaut,FW,https://www.eliteprospects.com/player/237068/martin-kaut
Jake Evans,FW,https://www.eliteprospects.com/player/152048/jake-evans
Givani Smith,FW,https://www.eliteprospects.com/player/252472/givani-smith
Andrew Peeke,DEF,https://www.eliteprospects.com/player/291905/andrew-peeke
Rasmus Asplund,FW,https://www.eliteprospects.com/player/139616/rasmus-asplund
Adam Brooks,FW,https://www.eliteprospects.com/player/120202/adam-brooks
Julien Gauthier,FW,https://www.eliteprospects.com/player/213464/julien-gauthier
Gerry Mayhew,FW,https://www.eliteprospects.com/player/151849/gerry-mayhew
Cole Bardreau,FW,https://www.eliteprospects.com/player/38618/cole-bardreau
Nick Caamano,FW,https://www.eliteprospects.com/player/252448/nick-caamano
Connor Bunnaman,FW,https://www.eliteprospects.com/player/267790/connor-bunnaman
Joel Persson,DEF,https://www.eliteprospects.com/player/63003/joel-persson
Yegor Korshkov,FW,https://www.eliteprospects.com/player/176637/yegor-korshkov
Maxim Letunov,FW,https://www.eliteprospects.com/player/233028/maxim-letunov
Klim Kostin,FW,https://www.eliteprospects.com/player/312823/klim-kostin
Jani Hakanpää,DEF,https://www.eliteprospects.com/player/45342/jani-hakanpaa
David Kase,FW,https://www.eliteprospects.com/player/158842/david-kase
Mikey Anderson,DEF,https://www.eliteprospects.com/player/201512/mikey-anderson
Lukas Vejdemo,FW,https://www.eliteprospects.com/player/142243/lukas-vejdemo
Anthony Angello,FW,https://www.eliteprospects.com/player/178527/anthony-angello
Joel Kiviranta,FW,https://www.eliteprospects.com/player/91109/joel-kiviranta
Carsen Twarynski,FW,https://www.eliteprospects.com/player/107898/carsen-twarynski
David Gustafsson,FW,https://www.eliteprospects.com/player/293796/david-gustafsson
Cale Fleury,DEF,https://www.eliteprospects.com/player/200710/cale-fleury
Jordan Gross,DEF,https://www.eliteprospects.com/player/118435/jordan-gross
Liam Foudy,FW,https://www.eliteprospects.com/player/397650/liam-foudy
Jack Studnicka,FW,https://www.eliteprospects.com/player/284096/jack-studnicka
Jason Robertson,FW,https://www.eliteprospects.com/player/201455/jason-robertson
Gage Quinney,FW,https://www.eliteprospects.com/player/175458/gage-quinney
Mason Marchment,FW,https://www.eliteprospects.com/player/208693/mason-marchment
Niko Mikkola,DEF,https://www.eliteprospects.com/player/94439/niko-mikkola
Lucas Carlsson,DEF,https://www.eliteprospects.com/player/212334/lucas-carlsson
Jonathan Davidsson,FW,https://www.eliteprospects.com/player/187862/jonathan-davidsson
Martin Fehérváry,DEF,https://www.eliteprospects.com/player/274991/martin-fehervary
Tyler Benson,FW,https://www.eliteprospects.com/player/154220/tyler-benson
Eetu Luostarinen,FW,https://www.eliteprospects.com/player/299319/eetu-luostarinen
Mathieu Olivier,FW,https://www.eliteprospects.com/player/213604/mathieu-olivier
Alexander Volkov,FW,https://www.eliteprospects.com/player/277802/alexander-volkov
Ryan MacInnis,FW,https://www.eliteprospects.com/player/168707/ryan-macinnis
Timothy Liljegren,DEF,https://www.eliteprospects.com/player/224910/timothy-liljegren
Lean Bergmann,FW,https://www.eliteprospects.com/player/148119/lean-bergmann
Gustav Lindström,DEF,https://www.eliteprospects.com/player/212379/gustav-lindstrom
Jean-Christophe Beaudin,FW,https://www.eliteprospects.com/player/204169/jean-christophe-beaudin
Thomas Harley,DEF,https://www.eliteprospects.com/player/465160/thomas-harley
Nick Robertson,FW,https://www.eliteprospects.com/player/359539/nick-robertson
Olli Juolevi,DEF,https://www.eliteprospects.com/player/196391/olli-juolevi
Brian Pinho,FW,https://www.eliteprospects.com/player/132024/brian-pinho
Alex Belzile,FW,https://www.eliteprospects.com/player/68593/alex-belzile
Jake Walman,DEF,https://www.eliteprospects.com/player/248066/jake-walman
Cameron Hughes,FW,https://www.eliteprospects.com/player/62155/cameron-hughes
Nicolas Beaudin,DEF,https://www.eliteprospects.com/player/284924/nicolas-beaudin
Keegan Kolesar,FW,https://www.eliteprospects.com/player/197560/keegan-kolesar
C.J. Suess,FW,https://www.eliteprospects.com/player/195507/c.j.-suess
Brandon Hagel,FW,https://www.eliteprospects.com/player/161843/brandon-hagel
Austin Poganski,FW,https://www.eliteprospects.com/player/231724/austin-poganski
Dalton Smith,FW,https://www.eliteprospects.com/player/30923/dalton-smith
Conor Timmins,DEF,https://www.eliteprospects.com/player/267584/conor-timmins
Andrei Chibisov,FW,https://www.eliteprospects.com/player/192313/andrei-chibisov
Thomas Di Pauli,FW,https://www.eliteprospects.com/player/90344/thomas-di-pauli
Calvin Thürkauf,FW,https://www.eliteprospects.com/player/186336/calvin-thurkauf
Beck Malenstyn,FW,https://www.eliteprospects.com/player/247477/beck-malenstyn
Josh Norris,FW,https://www.eliteprospects.com/player/273954/josh-norris
