player_id,player_name_official,player_name_ep,player_pos_official,player_pos_ep,player_link_official,player_link_ep,player_image_official,date_of_birth,nation,height_cm,weight_kg,shoots,player_type,nhl_rights,draft,highlights,description
1044,Robert Thomas,Robert Thomas,C,C/RW,https://www.nhl.com/player/8480023,https://www.eliteprospects.com/player/201681/robert-thomas,https://assets.nhle.com/mugs/nhl/latest/8480023.png,7/2/1999,Canada,183,85,R,,St. Louis Blues / Signed,"('1', '20', '2017')","['1-time U17 WHC Gold Medal', '1-time U20 WJC Gold Medal', '1-time CHL Memorial Cup Champion', '1-time NHL Stanley Cup Champion', '2-time OHL Champion', '1-time OHL Playoffs MVP (Wayne Gretzky 99 Award)']",
1045,Patrick Maroon,Patrick Maroon,LW,LW/RW,https://www.nhl.com/player/8474034,https://www.eliteprospects.com/player/12063/patrick-maroon,https://assets.nhle.com/mugs/nhl/latest/8474034.png,4/23/1988,USA,191,106,L,"['Checking-line Player', 'Enforcer', 'Net-Front Presence']",,"('6', '161', '2007')","['1-time NAHL Robertson Cup Champion', '3-time NHL Stanley Cup Champion']","A hulking winger, Maroon also has good hands and offensive instincts. Likes to use his size and protects the puck well. Needs to improve his defensive play.
- Erik K."
1046,Mackenzie MacEachern,Mackenzie MacEachern,LW,LW/RW,https://www.nhl.com/player/8476907,https://www.eliteprospects.com/player/183505/mackenzie-maceachern,https://assets.nhle.com/mugs/nhl/latest/8476907.png,3/9/1994,USA,188,88,L,,Vancouver Canucks / Signed,"('3', '67', '2012')",['1-time NHL Stanley Cup Champion'],
1047,Jordan Kyrou,Jordan Kyrou,RW,C/RW,https://www.nhl.com/player/8479385,https://www.eliteprospects.com/player/269034/jordan-kyrou,https://assets.nhle.com/mugs/nhl/latest/8479385.png,5/5/1998,Canada,185,89,R,['Speedster'],St. Louis Blues / Signed,"('2', '35', '2016')","['1-time Hlinka Gretzky Cup Gold Medal', '1-time U20 WJC Gold Medal', '1-time OHL First All-Star Team', '1-time OHL Most Assists', '1-time OHL Most Outstanding Player (Red Tilson Trophy)']","A highly mobile transitional two-way playmaker who always looks poised and reads the game well. A strong skater who moves with a natural ease and accelerates with purpose and drive. Defensively looks to block passing lanes and battle for puck possession. Transitions to offence tremendously well and is very dangerous with the puck. Displays excellent puck control and has a quick release on his shot. His forte is his ability to make plays, as his creativity and hockey sense seem to take over on the attack. All-in-all, a hard-working two-way player who can be relied upon in all situations to make a positive difference."
1048,Jordan Nolan,Jordan Nolan,C,C/LW,https://www.nhl.com/player/8475325,https://www.eliteprospects.com/player/23805/jordan-nolan,https://assets.nhle.com/mugs/nhl/latest/8475325.png,6/23/1989,Canada / USA,191,99,L,,,"('7', '186', '2009')",['2-time NHL Stanley Cup Champion'],"Father: Ted Nolan
Brother: Brandon Nolan"
1049,Jakub Jerabek,Jakub Jerabek,D,D,https://www.nhl.com/player/8480143,https://www.eliteprospects.com/player/33045/jakub-je%C5%99abek,https://assets.nhle.com/mugs/nhl/latest/8480143.png,5/12/1991,Czechia,180,88,L,,,,"['1-time Czech Extraliga Best Defenseman', '3-time Czech Extraliga Champion', '1-time KHL First All-Star Team', '1-time NHL Stanley Cup Champion']",
1050,Justin Faulk,Justin Faulk,D,D,https://www.nhl.com/player/8475753,https://www.eliteprospects.com/player/20715/justin-faulk,https://assets.nhle.com/mugs/nhl/latest/8475753.png,3/20/1992,USA,183,98,R,,St. Louis Blues / Signed,"('2', '37', '2010')","['1-time U18 WJC Gold Medal', '1-time U20 WJC Bronze Medal', '2-time World Championship Bronze Medal', '1-time NCAA (Championship) Winner', '1-time NHL All-Rookie Team']","Faulk is an offensive defenseman and very skilled with the puck on his stick. Owns a great shot and passing ability. Plays a smart game, but could improve defensively. Is a tremendous skater."
1051,Jacob de la Rose,Jacob de la Rose,LW,C/W,https://www.nhl.com/player/8477455,https://www.eliteprospects.com/player/28436/jacob-de-la-rose,https://assets.nhle.com/mugs/nhl/latest/8477455.png,5/20/1995,Sweden,189,95,L,"['Energy Forward', 'Two-Way Forward', 'Workhorse']",,"('2', '34', '2013')","['1-time World Championship Gold Medal', '1-time U18 WJC Silver Medal', '2-time U20 WJC Silver Medal', '1-time Hlinka Gretzky Cup Bronze Medal', '1-time SHL Champion', '1-time Spengler Cup Winner']","A true team player and leader. de la Rose always gives 100% and leads his team with his intensity and work ethic. Has an edge to his game and does not shy away from the rough stuff. Has good timing in his hits. Sound defensively. Not likely to become a high scoring player, as he is not a natural scorer, but his strong two-way and forechecking ability along with his attitude makes him a very valuable part of any team."
1052,Nathan Walker,Nathan Walker,LW,LW/RW,https://www.nhl.com/player/8477573,https://www.eliteprospects.com/player/101430/nathan-walker,https://assets.nhle.com/mugs/nhl/latest/8477573.png,2/7/1994,Australia / U.K.,175,85,L,,St. Louis Blues / Signed,"('3', '89', '2014')",['1-time NHL Stanley Cup Champion'],Brother: Ryan Walker
1053,Klim Kostin,Klim Kostin,C,RW/LW,https://www.nhl.com/player/8480011,https://www.eliteprospects.com/player/312823/klim-kostin,https://assets.nhle.com/mugs/nhl/latest/8480011.png,5/5/1999,Russia,192,105,L,,,"('1', '31', '2017')","['1-time U17 WHC Silver Medal', '1-time U20 WJC Bronze Medal', '1-time KHL Gagarin Cup Champion']",
1054,Niko Mikkola,Niko Mikkola,D,D,https://www.nhl.com/player/8478859,https://www.eliteprospects.com/player/94439/niko-mikkola,https://assets.nhle.com/mugs/nhl/latest/8478859.png,4/27/1996,Finland,198,93,L,"['Defensive Defenseman', 'Physical Defenseman']",Florida Panthers / Signed,"('5', '127', '2015')","['1-time U20 WJC Gold Medal', '1-time World Championship Gold Medal', '2-time NHL Stanley Cup Champion']",
1055,Marco Scandella,Marco Scandella,D,D,https://www.nhl.com/player/8474618,https://www.eliteprospects.com/player/17520/marco-scandella,https://assets.nhle.com/mugs/nhl/latest/8474618.png,2/23/1990,Canada / Italy,191,95,L,,,"('2', '55', '2008')","['1-time U18 WJC Gold Medal', '1-time U20 WJC Silver Medal']","Uncle: Sergio Momesso
Brother: Giulio Scandella
Cousin: Stefano Momesso, Diego Scandella"
1056,Jake Walman,Jake Walman,D,D,https://www.nhl.com/player/8478013,https://www.eliteprospects.com/player/248066/jake-walman,https://assets.nhle.com/mugs/nhl/latest/8478013.png,2/20/1996,Canada / USA,185,99,L,['Defensive Defenseman'],Edmonton Oilers / Signed,"('3', '82', '2014')","['1-time CJHL Top Rookie', '1-time NCAA (Championship) Winner', '1-time NCAA (East) First All-American Team', '1-time NCAA (East) Second All-American Team', '1-time OJHL Top Prospect Award']",
1057,Austin Poganski,Austin Poganski,RW,RW/LW,https://www.nhl.com/player/8478040,https://www.eliteprospects.com/player/231724/austin-poganski,https://assets.nhle.com/mugs/nhl/latest/8478040.png,2/16/1996,USA,185,93,R,,,"('4', '110', '2014')","['1-time WJAC-19 Gold Medal', '1-time U17 WHC Bronze Medal', '1-time NCAA (Championship) Winner']",
1058,Derrick Pouliot,Derrick Pouliot,D,D,https://www.nhl.com/player/8476884,https://www.eliteprospects.com/player/59741/derrick-pouliot,https://assets.nhle.com/mugs/nhl/latest/8476884.png,1/16/1994,Canada,185,93,L,,New York Rangers / Signed,"('1', '8', '2012')","['1-time Hlinka Gretzky Cup Gold Medal', '1-time AHL First All-Star Team', '1-time CHL Defenseman of the Year', '1-time NHL Stanley Cup Champion', '1-time WHL (West) First All-Star Team', '1-time WHL Champion', '1-time WHL Top Defenseman (Bill Hunter Trophy)']",An offensive minded defenseman that quarterbacks the powerplay with great confidence. Impressive puckhandling and a good shot. A good passer and skater. Excellent vision. Needs to improve his defensive game.
1059,Mike Hoffman,Mike Hoffman,C,LW/C,https://www.nhl.com/player/8474884,https://www.eliteprospects.com/player/18800/mike-hoffman,https://assets.nhle.com/mugs/nhl/latest/8474884.png,11/24/1989,Canada,183,83,L,,,"('5', '130', '2009')","['1-time AHL Calder Cup Champion', '1-time AHL First All-Star Team', '1-time CHL Second All-Star Team', '1-time QMJHL Champion', '2-time QMJHL First All-Star Team', '1-time QMJHL Most Valuable Player (Michel Brière Trophy)']","Hoffman is a hard working forward who plays a gritty game. Offensively, he has a great shot and good playmaking ability, too. A speedy skater, he could improve his defensive game.
- Erik K."
1060,Torey Krug,Torey Krug,D,D,https://www.nhl.com/player/8476792,https://www.eliteprospects.com/player/37747/torey-krug,https://assets.nhle.com/mugs/nhl/latest/8476792.png,4/12/1991,USA,175,84,L,,St. Louis Blues / Signed,,"['1-time World Championship Bronze Medal', '1-time NCAA (West) First All-American Team', '1-time NHL All-Rookie Team', '1-time USHL All-Rookie Team', '1-time USHL Clark Cup Champion']","An undersized two-way defenseman, Krug can move the puck really well. He's a terrific skater and has great passing ability. Plays a smart game, but doesn't shy away from physical battles, and will block shots."
1061,Kyle Clifford,Kyle Clifford,LW,LW/RW,https://www.nhl.com/player/8475160,https://www.eliteprospects.com/player/15480/kyle-clifford,https://assets.nhle.com/mugs/nhl/latest/8475160.png,1/13/1991,Canada,188,99,L,['Enforcer'],,"('2', '35', '2009')","['1-time ALLIANCE U16 Champion', '2-time NHL Stanley Cup Champion']",
1062,Dakota Joshua,Dakota Joshua,C,LW/C,https://www.nhl.com/player/8478057,https://www.eliteprospects.com/player/194948/dakota-joshua,https://assets.nhle.com/mugs/nhl/latest/8478057.png,5/15/1996,USA,191,93,L,['Power Forward'],Toronto Maple Leafs / Signed,"('5', '128', '2014')",['1-time USHL Clark Cup Champion'],Brother: Jagger Joshua
1063,Steven Santini,Steven Santini,D,D,https://www.nhl.com/player/8477463,https://www.eliteprospects.com/player/96780/steven-santini,https://assets.nhle.com/mugs/nhl/latest/8477463.png,3/7/1995,USA,191,97,R,,Tampa Bay Lightning / Signed,"('2', '42', '2013')","['1-time U17 WHC Silver Medal', '1-time U18 WJC Silver Medal', '1-time U18 WJC Best Defenseman']",Father: Steve Santini
1064,Pavel Buchnevich,Pavel Buchnevich,LW,W/C,https://www.nhl.com/player/8477402,https://www.eliteprospects.com/player/158906/pavel-buchnevich,https://assets.nhle.com/mugs/nhl/latest/8477402.png,4/17/1995,Russia,186,89,L,,St. Louis Blues / Signed,"('3', '75', '2013')","['1-time U17 WHC Gold Medal', '1-time U20 WJC Silver Medal', '1-time U20 WJC Bronze Medal']",
1065,Logan Brown,Logan Brown,C,C,https://www.nhl.com/player/8479366,https://www.eliteprospects.com/player/248391/logan-brown,https://assets.nhle.com/mugs/nhl/latest/8479366.png,3/5/1998,USA / Canada,198,103,L,,Los Angeles Kings / Signed,"('1', '11', '2016')","['1-time U18 WJC Bronze Medal', '1-time U20 WJC Bronze Medal', '1-time CHL Memorial Cup Champion', '1-time OHL Second All-Rookie Team']","Brown is a huge center who excels at both ends of the ice. He can be dominant in the offensive zone but takes care of his own end as well. His large frame is key to his success as he uses his body to shield his puck and his reach to keep it off other players sticks. He is not overly physical for a player his size, but will finish every check and battle down low very effectively. He has a good shot with a pro like release as well as good creativity and maturity when passing the puck."
1066,Scott Perunovich,Scott Perunovich,D,D,https://www.nhl.com/player/8481059,https://www.eliteprospects.com/player/300906/scott-perunovich,https://assets.nhle.com/mugs/nhl/latest/8481059.png,8/18/1998,USA,178,79,L,,Utah Mammoth / Signed,"('2', '45', '2018')","['1-time U20 WJC Bronze Medal', '2-time NCAA (Championship) Winner', '1-time NCAA (NCHC) Champion', '2-time NCAA (West) First All-American Team', '1-time NCAA (West) Second All-American Team', '1-time NCAA Top Collegiate Player (Hobey Baker Award)']","Brother: Jeff Perunovich
Uncles: Doug Torrel & Steve Torrel
Cousins: Gage Torrel & Mitch Torrel"
1067,James Neal,James Neal,LW,LW/RW,https://www.nhl.com/player/8471707,https://www.eliteprospects.com/player/9362/james-neal,https://assets.nhle.com/mugs/nhl/latest/8471707.png,9/3/1987,Canada,191,96,L,,,"('2', '33', '2005')","['1-time U20 WJC Gold Medal', '1-time U18 WJC Silver Medal', '1-time World Championship Silver Medal', '1-time CHL Second All-Star Team', '1-time NHL First All-Star Team', '1-time OHL Champion', '1-time OHL First All-Star Team']","Brothers: Michael Neal, Nick Neal & Peter Neal"
1068,Alexey Toropchenko,Alexey Toropchenko,RW,RW/LW,https://www.nhl.com/player/8480281,https://www.eliteprospects.com/player/312825/alexei-toropchenko,https://assets.nhle.com/mugs/nhl/latest/8480281.png,6/25/1999,Russia,197,101,L,,St. Louis Blues / Signed,"('4', '113', '2017')","['1-time U18 WJC Bronze Medal', '1-time OHL Champion']",Father: Leonid Toropchenko
1069,Jake Neighbours,Jake Neighbours,LW,LW/RW,https://www.nhl.com/player/8482089,https://www.eliteprospects.com/player/391048/jake-neighbours,https://assets.nhle.com/mugs/nhl/latest/8482089.png,3/29/2002,Canada,183,91,L,,St. Louis Blues / Signed,"('1', '26', '2020')","['1-time World Championship Gold Medal', '1-time Hlinka Gretzky Cup Silver Medal', '1-time AEHL U18 Most Points', '1-time Alberta Cup Champion', '1-time CSSHL U15 Champion', '1-time WHL (Central) Second All-Star Team', '1-time WHL Champion']","He boasts playmaking ability, especially off the boards, has a decent motor with solid defensive fundamentals, and is sturdier than a refrigerator. Opposition defenders step up on him, then crumble to the ice. He's a brick wall. And a brick wall who can set-up teammates with some pace and deception have value."
1070,Matthew Peca,Matthew Peca,C,C,https://www.nhl.com/player/8476285,https://www.eliteprospects.com/player/78295/matthew-peca,https://assets.nhle.com/mugs/nhl/latest/8476285.png,4/27/1993,Canada,175,83,L,,,"('7', '201', '2011')","['1-time AHL First All-Star Team', '2-time CCHL Champion', '1-time CCHL Rookie of the Year', '1-time CCHL Top Prospect Award']",
1071,Noel Acciari,Noel Acciari,C,C/W,https://www.nhl.com/player/8478569,https://www.eliteprospects.com/player/214725/noel-acciari,https://assets.nhle.com/mugs/nhl/latest/8478569.png,12/1/1991,USA,180,95,R,,Pittsburgh Penguins / Signed,,['1-time NCAA (Championship) Winner'],Cousin: Dennis Sousa
1072,Tyler Pitlick,Tyler Pitlick,C,C/RW,https://www.nhl.com/player/8475752,https://www.eliteprospects.com/player/40064/tyler-pitlick,https://assets.nhle.com/mugs/nhl/latest/8475752.png,11/1/1991,USA,188,91,R,,Minnesota Wild / Signed,"('2', '31', '2010')",[],"Uncle: Lance Pitlick
Cousins: Rem Pitlick, Rhett Pitlick"
1073,Josh Leivo,Josh Leivo,LW,LW/RW,https://www.nhl.com/player/8476410,https://www.eliteprospects.com/player/88692/joshua-leivo,https://assets.nhle.com/mugs/nhl/latest/8476410.png,5/26/1993,Canada,185,85,R,,,"('3', '86', '2011')","['1-time KHL Golden Stick (Regular Season MVP) Award', '1-time AHL Calder Cup Champion', '1-time AHL Playoffs MVP (Jack A Butterfield Trophy)', '1-time KHL Most Goals', '1-time KHL Most Points']",Father: Kari Leivo
1074,Jakub Vrana,Jakub Vrana,LW,LW/RW,https://www.nhl.com/player/8477944,https://www.eliteprospects.com/player/101250/jakub-vrana,https://assets.nhle.com/mugs/nhl/latest/8477944.png,2/28/1996,Czechia,183,89,L,,,"('1', '13', '2014')","['1-time U18 WJC Silver Medal', '1-time World Championship Bronze Medal', '1-time NHL Stanley Cup Champion']","An offensively skilled winger. Vrana is a good skater, works hard for the puck and has good technical skills. Is a capable goal scorer with a quick release and a nose for the net. Can improve his defensive game."
1075,Kasperi Kapanen,Kasperi Kapanen,RW,RW/LW,https://www.nhl.com/player/8477953,https://www.eliteprospects.com/player/92226/kasperi-kapanen,https://assets.nhle.com/mugs/nhl/latest/8477953.png,7/23/1996,Finland,185,88,R,['Speedster'],Edmonton Oilers / Signed,"('1', '22', '2014')","['1-time U20 WJC Gold Medal', '1-time U18 WJC Bronze Medal']","Father: Sami Kapanen
Brother: Konsta Kapanen
Grandfather: Hannu Kapanen
Granduncle: Jari Kapanen
Uncle: Kimmo Kapanen
Cousins: Oliver Kapanen, Ilari Kapanen"
1076,Nikita Alexandrov,Nikita Alexandrov,C,C/LW,https://www.nhl.com/player/8481543,https://www.eliteprospects.com/player/238111/nikita-alexandrov,https://assets.nhle.com/mugs/nhl/latest/8481543.png,9/16/2000,Russia,185,80,L,,St. Louis Blues / Unsigned,"('2', '62', '2019')",['1-time U20 WJC Silver Medal'],"Father: Igor Alexandrov
Brother: Artjom Alexandrov"
1077,Tyler Tucker,Tyler Tucker,D,D,https://www.nhl.com/player/8481006,https://www.eliteprospects.com/player/399243/tyler-tucker,https://assets.nhle.com/mugs/nhl/latest/8481006.png,3/1/2000,Canada,188,93,L,,St. Louis Blues / Signed,"('7', '200', '2018')",[],Twin Brother: Jesse Tucker
1078,William Bitten,William Bitten,C,RW/C,https://www.nhl.com/player/8479375,https://www.eliteprospects.com/player/245965/william-bitten,https://assets.nhle.com/mugs/nhl/latest/8479375.png,7/10/1998,Canada,180,86,R,"['Glue Guy', 'Role Player', 'Speedster']",,"('3', '70', '2016')","['1-time Hlinka Gretzky Cup Gold Medal', '1-time OHL Champion']","A smart offensive catalyst that consistently displays outstanding work ethic, elite hockey sense, and an ability to stay ahead of the play in all three zones. Very naturally gifted skater who moves around the ice with ease. Excels in pressure situations and uses his vision to predict where the puck is going to be, and proactively gets his body into a position where he can either take it away or take off up the ice. Offensively, he has a very creative streak, and knows what kinds of plays he can make in all situations; he also has an exceptional release on his shot, which he can get off quickly. Defensively, he is a buzzsaw that will not let up on the opposition, creating problems for them by causing turnovers and playing strong positionally. Will Bitten has all of the tools to become a very dangerous two-way forward that can produce strong numbers at the next level."
1079,Hugh McGing,Hugh McGing,LW,LW/C,https://www.nhl.com/player/8481070,https://www.eliteprospects.com/player/233569/hugh-mcging,https://assets.nhle.com/mugs/nhl/latest/8481070.png,7/11/1998,USA,173,80,L,,St. Louis Blues / Signed,"('5', '138', '2018')",['1-time NCAA (West) First All-American Team'],"Brothers: James McGing, Liam McGing"
1080,Dmitri Samorukov,Dmitri Samorukov,D,D,https://www.nhl.com/player/8480041,https://www.eliteprospects.com/player/312819/dmitri-samorukov,https://assets.nhle.com/mugs/nhl/latest/8480041.png,6/16/1999,Russia,189,90,L,,,"('3', '84', '2017')","['1-time U17 WHC Silver Medal', '1-time U18 WJC Bronze Medal', '1-time U20 WJC Bronze Medal', '1-time OHL Champion', '1-time OHL Third All-Star Team']",Father: Andrei Samorukov (footballer)
1081,Matthew Kessel,Matthew Kessel,D,D,https://www.nhl.com/player/8482516,https://www.eliteprospects.com/player/276197/matt-kessel,https://assets.nhle.com/mugs/nhl/latest/8482516.png,6/23/2000,USA,191,92,R,,St. Louis Blues / Signed,"('5', '150', '2020')","['1-time NCAA (Championship) Winner', '2-time NCAA (Hockey East) Champion', '1-time USHL Clark Cup Champion']",Brothers: Will Kessel and Peter Kessel
1082,Kevin Hayes,Kevin Hayes,RW,C/LW,https://www.nhl.com/player/8475763,https://www.eliteprospects.com/player/40243/kevin-hayes,https://assets.nhle.com/mugs/nhl/latest/8475763.png,5/8/1992,USA,196,98,L,,Pittsburgh Penguins / Signed,"('1', '24', '2010')","['1-time NCAA (Championship) Winner', '1-time NCAA (East) First All-American Team', '2-time NCAA (Hockey East) Champion']","Brother: Jimmy Hayes
Cousins: Casey Fitzgerald, Ryan Fitzgerald, Scott Fitzgerald, Tom Fitzgerald, Brady Tkachuk, Keith Tkachuk, Matthew Tkachuk, Riley Fitzgerald"
1083,Zack Bolduc,Zack Bolduc,RW,C/LW,https://www.nhl.com/player/8482737,https://www.eliteprospects.com/player/529393/zachary-bolduc,https://assets.nhle.com/mugs/nhl/latest/8482737.png,2/24/2003,Canada,184,85,L,,Montréal Canadiens / Signed,"('1', '17', '2021')","['1-time CHL Memorial Cup Champion', '1-time CHL Second All-Star Team', '1-time QMJHL All-Rookie Team', '1-time QMJHL Champion', '1-time QMJHL Offensive Rookie of the Year (Michel Bergeron Trophy)', '1-time QMJHL Rookie of the Year', '2-time QMJHL Second All-Star Team']","Bolduc’s tools give him the upper hand in downhill battles. When defenders stand flatfooted or rush him, he dangles through them with rapid stickhandling motions. And when given an open shooting lane, he can take a couple of steps, kick a leg back, and sling pucks past the goalie."
1084,Zach Dean,Zach Dean,C,C,https://www.nhl.com/player/8482784,https://www.eliteprospects.com/player/492218/zach-dean,https://assets.nhle.com/mugs/nhl/latest/8482784.png,1/4/2003,Canada,183,81,L,,St. Louis Blues / Signed,"('1', '30', '2021')","['1-time U20 WJC Gold Medal', '1-time QMJHL All-Rookie Team']","Dean plays at a breakneck pace, stacking his skill as a handler and a passer on top of his skating ability to make plays without a moment’s hesitation. His hands work independent of his feet, with his top arm free from his side, pushed out well in front of him to grant him as much manoeuvrability as possible. If you get open, he’ll get you the puck. It’s just that simple."
1085,Dylan Holloway,Dylan Holloway,LW,W/C,https://www.nhl.com/player/8482077,https://www.eliteprospects.com/player/322111/dylan-holloway,https://assets.nhle.com/mugs/nhl/latest/8482077.png,9/23/2001,Canada,185,93,L,,St. Louis Blues / Signed,"('1', '14', '2020')","['1-time WJAC-19 Gold Medal', '1-time Hlinka Gretzky Cup Gold Medal', '1-time U17 WHC Silver Medal', '1-time U20 WJC Silver Medal', '1-time AJHL Most Valuable Player', '1-time CJHL RBC Player of the Year', '1-time NCAA (West) Second All-American Team']","Holloway consistently applies pressure on the backcheck, pickpockets puck-carriers, makes timely hits, wields a disruptive stick -- you name it. He never flees the zone early and is a capable east-west attacker who shields the puck from opposing defenders really well."
1086,Cam Fowler,Cam Fowler,D,D,https://www.nhl.com/player/8475764,https://www.eliteprospects.com/player/31261/cam-fowler,https://assets.nhle.com/mugs/nhl/latest/8475764.png,12/5/1991,USA / Canada,188,95,L,"['Mobile Defenseman', 'Two-Way Defenseman']",St. Louis Blues / Signed,"('1', '12', '2010')","['1-time U18 WJC Gold Medal', '1-time U20 WJC Gold Medal', '1-time U17 WHC Silver Medal', '1-time CHL Memorial Cup Champion', '1-time OHL Champion', '1-time U18 WJC All-Star Team', '1-time U18 WJC Best Defenseman']",A defenseman with great skating and excellent speed. Has a good shot. Useful on powerplay. Needs to improve his physicality and defensive game.
1087,Philip Broberg,Philip Broberg,D,D,https://www.nhl.com/player/8481598,https://www.eliteprospects.com/player/349467/philip-broberg,https://assets.nhle.com/mugs/nhl/latest/8481598.png,6/25/2001,Sweden,191,90,L,,St. Louis Blues / Signed,"('1', '8', '2019')","['1-time U18 WJC Gold Medal', '1-time Hlinka Gretzky Cup Silver Medal', '1-time U20 WJC Bronze Medal', '1-time U18 WJC All-Star Team', '1-time U18 WJC Best Defenseman']","Philip Broberg is a gifted two-way defenseman. His fluid skating ability allows him to punish over-extension immediately with how quickly he can start plays from his own end. On the fly, he pays close attention to where the puck's going and where it's been. This allows him to read the play early and make the most of any time and space found. On the downside, his defensive play could be more consistent as well as his decision making. Additional improvement when it comes to his release as well as puck distribution could make him a high-scoring defenseman."
1088,Mathieu Joseph,Mathieu Joseph,RW,RW/LW,https://www.nhl.com/player/8478472,https://www.eliteprospects.com/player/227640/mathieu-joseph,https://assets.nhle.com/mugs/nhl/latest/8478472.png,2/9/1997,Canada,185,86,L,,St. Louis Blues / Signed,"('4', '120', '2015')","['1-time U20 WJC Silver Medal', '1-time World Championship Silver Medal', '2-time NHL Stanley Cup Champion', '1-time QMJHL Champion', '1-time QMJHL Second All-Star Team']",Brother: Pierre-Olivier Joseph
1089,Jimmy Snuggerud,Jimmy Snuggerud,RW,RW,https://www.nhl.com/player/8483516,https://www.eliteprospects.com/player/623832/jimmy-snuggerud,https://assets.nhle.com/mugs/nhl/latest/8483516.png,6/1/2004,USA,187,85,R,,St. Louis Blues / Signed,"('1', '23', '2022')","['1-time U20 WJC Gold Medal', '1-time U18 WJC Silver Medal', '1-time U20 WJC Bronze Medal', '1-time NCAA (West) Second All-American Team']","He really has a great under- standing of how to create for others. He holds on to the puck to let plays develop, cuts alongside the width of the ice to manipulate defenders, and deceives them with look-offs. You see both a high-level processing speed and anticipation abilities in some of his plays."
1090,Dalibor Dvorsky,Dalibor Dvorsky,RW,C/RW,https://www.nhl.com/player/8484164,https://www.eliteprospects.com/player/527424/dalibor-dvorsky,https://assets.nhle.com/mugs/nhl/latest/8484164.png,6/15/2005,Slovakia,185,93,L,"['Heavy Shooter', 'Puckhandler', 'Two-Way Center']",St. Louis Blues / Signed,"('1', '10', '2023')","['1-time Hlinka Gretzky Cup Silver Medal', '1-time OHL First All-Star Team', '1-time U18 WJC All-Star Team']","Dvorsky is always attacking inside, with and without the puck, and he has the skill to dangle defenders on his way there. He sees teammates quickly, too. He’s really capable of keeping the puck under pressure and his technique, rolling/short motions, is great."
1091,Corey Schueneman,Corey Schueneman,D,D,https://www.nhl.com/player/8481461,https://www.eliteprospects.com/player/118661/corey-schueneman,https://assets.nhle.com/mugs/nhl/latest/8481461.png,9/2/1995,USA,183,89,L,,St. Louis Blues / Signed,,['1-time USHL Third All-Star Team'],Brothers: Jim Schueneman & Scott Schueneman
1092,Jason Allison,Jason Allison,C,C/RW,https://www.nhl.com/player/8459439,https://www.eliteprospects.com/player/9064/jason-allison,https://assets.nhle.com/mugs/nhl/latest/8459439.png,5/29/1975,Canada,191,98,R,,,"('1', '17', '1993')","['2-time U20 WJC Gold Medal', '1-time AHL Calder Cup Champion', '1-time CHL First All-Star Team', '1-time CHL Player of the Year', '1-time CHL Top Scorer Award', '1-time OHL First All-Star Team', '1-time OHL Most Outstanding Player (Red Tilson Trophy)', '1-time OHL Most Points (Eddie Powers Trophy)', '1-time U20 WJC All-Star Team']",Son : Colton Allison
1093,Joe Thornton,Joe Thornton,C,C,https://www.nhl.com/player/8466138,https://www.eliteprospects.com/player/3670/joe-thornton,https://assets.nhle.com/mugs/nhl/latest/8466138.png,7/2/1979,Canada / Switzerland,193,100,L,"['Cerebral Tactician', 'PP Specialist']",,"('1', '1', '1997')","['1-time U20 WJC Gold Medal', '2-time World Cup Gold Medal', '1-time Olympic Gold Medal', '1-time World Championship Silver Medal', '1-time CHL All-Rookie Team', '1-time CHL Rookie of the Year', '1-time CHL Second All-Star Team', '1-time CHL Top Draft Prospect Award', '1-time Hockey Hall of Fame', '1-time NHL First All-Star Team', '3-time NHL Most Assists', '1-time NHL Most Points (Art Ross Trophy)', '1-time NHL Most Valuable Player (Hart Trophy)', '3-time NHL Second All-Star Team', '1-time NL Champion', '1-time NL Most Valuable Player', '1-time OHL First All-Rookie Team', '1-time OHL Rookie of the Year (Emms Family Award)', '1-time OHL Second All-Star Team', '1-time Spengler Cup Winner', '1-time World Championship All-Star Team', '1-time World Championship Most Points', '1-time World Championship Most Valuable Player']","Son : River Thornton
Cousins : Cody Thornton | Scott Thornton"
1094,Brian Rolston,Brian Rolston,RW,LW,https://www.nhl.com/player/8458525,https://www.eliteprospects.com/player/8927/brian-rolston,https://assets.nhle.com/mugs/nhl/latest/8458525.png,2/21/1973,USA,188,97,L,['PK Specialist'],,"('1', '11', '1991')","['1-time World Cup Gold Medal', '1-time Olympic Silver Medal', '1-time U20 WJC Bronze Medal', '1-time World Championship Bronze Medal', '2-time NCAA (CCHA) Champion', '1-time NCAA (Championship) Winner', '1-time NCAA (West) Second All-American Team', '1-time NHL Stanley Cup Champion']","Sons: Ryder Rolston, Stone Rolston
Brothers: Ron Rolston, Greg Rolston

Rolston was drafted 11th overall by the Devils in 1991 after scoring 95 points in 36 NAHL games. He won a Stanley Cup with New Jersey in 1995 and a World Cup gold medal in 1996. His bomb of a slapshot helped him reach the 30-goal mark in 4 different seasons. Brian retired in 2012 with 342 goals and 419 assists over 17 seasons."
