player_id,player_name_official,player_name_ep,player_pos_official,player_pos_ep,player_link_official,player_link_ep,player_image_official,date_of_birth,nation,height_cm,weight_kg,shoots,player_type,nhl_rights,draft,highlights,description
2375,Paul Ranheim,Paul Ranheim,LW,LW,https://www.nhl.com/player/8450653,https://www.eliteprospects.com/player/31355/paul-ranheim,https://assets.nhle.com/mugs/nhl/latest/8450653.png,1/25/1966,USA,185,95,R,,,"('2', '38', '1984')","['2-time NCAA (West) First All-American Team', '1-time USHS-MN State Champion']",
2376,Michal Sykora,Michal Sykora,D,D,https://www.nhl.com/player/8459059,https://www.eliteprospects.com/player/32121/michal-sykora,https://assets.nhle.com/mugs/nhl/latest/8459059.png,7/5/1973,Czechia,196,106,L,"['Defensive Defenseman', 'Physical Defenseman', 'Puck-Moving Defenseman']",,"('6', '123', '1992')","['1-time U18 EJC Gold Medal', '2-time World Championship Gold Medal', '2-time Czech Extraliga Champion', '1-time WHL (West) First All-Star Team', '2-time World Championship All-Star Team']",Brother: Petr Sýkora
2377,Jody Hull,Jody Hull,RW,RW,https://www.nhl.com/player/8448092,https://www.eliteprospects.com/player/54340/jody-hull,https://assets.nhle.com/mugs/nhl/latest/8448092.png,2/2/1969,Canada,188,88,R,,,"('1', '18', '1987')","['1-time U20 WJC Gold Medal', '1-time OHL Second All-Star Team']",
2378,Kent Manderville,Kent Manderville,C,C,https://www.nhl.com/player/8457203,https://www.eliteprospects.com/player/3722/kent-manderville,https://assets.nhle.com/mugs/nhl/latest/8457203.png,4/12/1971,Canada,191,94,L,"['Leader', 'Two-Way Forward']",,"('2', '24', '1989')","['2-time U20 WJC Gold Medal', '1-time Olympic Silver Medal']",Son: Ethan Manderville
2379,Chris Therien,Chris Therien,D,D,https://www.nhl.com/player/8458202,https://www.eliteprospects.com/player/8849/chris-therien,https://assets.nhle.com/mugs/nhl/latest/8458202.png,12/14/1971,Canada / USA,196,107,L,,,"('3', '47', '1990')","['1-time Olympic Silver Medal', '1-time NHL All-Rookie Team', '1-time Spengler Cup Winner']","Son: Christoper Therien
Therien was a large stay-at-home defender with terrific reach and shutdown ability. He wasn't a big contributor offensively, but had a good shot from the point. Also, he wasn't very mobile, nor did he play a physical game for a defenseman his size."
2380,John Leclair,John Leclair,LW,LW,https://www.nhl.com/player/8448622,https://www.eliteprospects.com/player/8992/john-leclair,https://assets.nhle.com/mugs/nhl/latest/8448622.png,7/5/1969,USA,191,102,L,"['Net-Front Presence', 'Power Forward', 'Sniper']",,"('2', '33', '1987')","['1-time World Cup Gold Medal', '1-time Olympic Silver Medal', '2-time NHL First All-Star Team', '3-time NHL Second All-Star Team', '1-time NHL Stanley Cup Champion', '1-time Olympic All-Star Team', '1-time United States Hockey Hall of Fame']","Sons: Cal LeClair and Jagger LeClair

LeClair was the first American-born player to score 50 goals in 3 straight seasons. The big winger played on Philadelphia's ""Legion of Doom"" line with Eric Lindros and Mikael Renberg. He played in 5 All-Star games and won a Stanley Cup with the Canadiens in 1993 and a World Cup in 1996. He retired in 2007 with 406 goals and 413 assists."
2381,Kevin Stevens,Kevin Stevens,LW,LW,https://www.nhl.com/player/8451711,https://www.eliteprospects.com/player/21382/kevin-stevens,https://assets.nhle.com/mugs/nhl/latest/8451711.png,4/15/1965,USA,191,104,L,['Power Forward'],,"('6', '108', '1983')","['1-time World Championship Bronze Medal', '1-time NCAA (East) Second All-American Team', '1-time NCAA (Hockey East) Champion', '1-time NHL First All-Star Team', '2-time NHL Second All-Star Team', '2-time NHL Stanley Cup Champion']","Sons: Luke Stevens, Ryan Stevens

Kevin Steven was one of the league's best forwards in the early 90s. The 6'3, 230 lb winger scored 70 points in his first full season with the Penguins in 1990 and won back-to-back Stanley Cups in 1991 and 92. He recorded 2 straight seasons with at least 50 goals and 110 points in 1992 and 93, including a career-high of 123 points. The 3x All-Star retired in 2002 with 329 goals and 397 assists."
2382,Michel Picard,Michel Picard,LW,LW,https://www.nhl.com/player/8450357,https://www.eliteprospects.com/player/1800/michel-picard,https://assets.nhle.com/mugs/nhl/latest/8450357.png,11/7/1969,Canada,180,85,L,,,"('9', '178', '1989')","['2-time AHL Calder Cup Champion', '2-time AHL First All-Star Team', '1-time AHL Hall of Fame', '2-time AHL Second All-Star Team', '1-time LNAH Most Goals', '1-time LNAH Most Points', '1-time LNAH Most Valuable Player', '1-time QMJHL Second All-Star Team']",
2383,Derek Plante,Derek Plante,C,C,https://www.nhl.com/player/8457686,https://www.eliteprospects.com/player/29296/derek-plante,https://assets.nhle.com/mugs/nhl/latest/8457686.png,1/17/1971,USA,180,82,L,,,"('8', '161', '1989')","['1-time World Championship Bronze Medal', '1-time Asia League Champion', '1-time NCAA (West) First All-American Team', '1-time NHL Stanley Cup Champion']","Sons: Zam Plante, Max Plante, Victor Plante"
2384,Mark Greig,Mark Greig,RW,RW,https://www.nhl.com/player/8447383,https://www.eliteprospects.com/player/54582/mark-greig,https://assets.nhle.com/mugs/nhl/latest/8447383.png,1/25/1970,Canada,180,89,R,,,"('1', '15', '1990')","['1-time AHL Calder Cup Champion', '1-time AHL First All-Star Team', '1-time WHL (East) First All-Star Team']","Daughters: Dara Greig & Kyra Greig
Son: Ridly Greig
Brother: Bruce Greig"
2385,Petr Hubacek,Petr Hubacek,C,LW/RW,https://www.nhl.com/player/8467541,https://www.eliteprospects.com/player/10871/petr-hubacek,https://assets.nhle.com/mugs/nhl/latest/8467541.png,9/2/1979,Czechia,184,90,R,,,"('9', '243', '1998')","['1-time World Championship Gold Medal', '1-time World Championship Silver Medal', '1-time World Championship Bronze Medal', '1-time French Champion', '1-time Liiga Champion']","Hubáček is a speedy forward who can play anywhere up front. Has good hands, but can overhandle the puck, and doesn't thrive in physical battles.
- Ulf Andersson, EP

Father: Petr Hubacek, Sr."
2386,Kirby Law,Kirby Law,RW,RW,https://www.nhl.com/player/8467732,https://www.eliteprospects.com/player/10838/kirby-law,https://assets.nhle.com/mugs/nhl/latest/8467732.png,3/11/1977,Canada,185,87,R,,,,"['1-time AHL First All-Star Team', '1-time AHL Most Assists', '1-time AHL Most Points (JB Sollenberger Trophy)', '1-time SL Champion', '1-time Spengler Cup Winner', '1-time WHL Champion']",
2387,Brad Tiley,Brad Tiley,D,D,https://www.nhl.com/player/8458598,https://www.eliteprospects.com/player/15732/brad-tiley,https://assets.nhle.com/mugs/nhl/latest/8458598.png,7/5/1971,Canada,183,90,L,,,"('4', '84', '1991')","['1-time AHL Best Defenseman (Eddie Shore Award)', '1-time AHL Calder Cup Champion', '1-time AHL First All-Star Team', '1-time Asia League Champion']","Daughter: Shea Tiley
Son: Alec Tiley"
2388,Tomas Divisek,Tomas Divisek,RW,C,https://www.nhl.com/player/8467500,https://www.eliteprospects.com/player/9627/tomas-divisek,https://assets.nhle.com/mugs/nhl/latest/8467500.png,7/19/1979,Czechia,193,109,L,,,"('7', '195', '1998')",['1-time Czech Extraliga Champion'],"Tomáš Divíšek was a big center known for his hockey smarts and puck-handling ability. However, he was also a solid defensive player."
2389,Steve Washburn,Steve Washburn,C,C,https://www.nhl.com/player/8459499,https://www.eliteprospects.com/player/13525/steve-washburn,https://assets.nhle.com/mugs/nhl/latest/8459499.png,4/10/1975,Canada,186,86,L,,,"('3', '78', '1993')",['1-time CCHL Top Prospect Award'],
2390,Keith Jones,Keith Jones,RW,RW,https://www.nhl.com/player/8456745,https://www.eliteprospects.com/player/53544/keith-jones,https://assets.nhle.com/mugs/nhl/latest/8456745.png,11/8/1968,Canada,183,91,L,,,"('7', '141', '1988')",[],
2391,Jeremy Roenick,Jeremy Roenick,C,C,https://www.nhl.com/player/8450978,https://www.eliteprospects.com/player/8929/jeremy-roenick,https://assets.nhle.com/mugs/nhl/latest/8450978.png,1/17/1970,USA,185,93,R,['Heavy Hitter'],,"('1', '8', '1988')","['1-time Olympic Silver Medal', '1-time Hockey Hall of Fame', '1-time QMJHL Second All-Star Team', '1-time U20 WJC All-Star Team', '1-time U20 WJC Most Points', '1-time United States Hockey Hall of Fame']","With over 1000 NHL points, Jeremy Roenick is one of the best American-born players in history."
2392,Jiri Dopita,Jiri Dopita,C,C,https://www.nhl.com/player/8459069,https://www.eliteprospects.com/player/10873/jiri-dopita,https://assets.nhle.com/mugs/nhl/latest/8459069.png,12/2/1968,Czechia,193,103,L,,,"('5', '123', '1998')","['3-time World Championship Gold Medal', '1-time Olympic Gold Medal', '2-time World Championship Bronze Medal', '7-time Czech Extraliga Champion', '2-time Czech Extraliga Most Goals', '4-time Czech Extraliga Player of the Year', '1-time Czech Hockey Hall of Fame', '1-time DEL Most Points', '1-time World Championship All-Star Team']",
2393,Pavel Brendl,Pavel Brendl,RW,RW,https://www.nhl.com/player/8467877,https://www.eliteprospects.com/player/5213/pavel-brendl,https://assets.nhle.com/mugs/nhl/latest/8467877.png,3/23/1981,Czechia,185,93,R,"['PP Specialist', 'Sniper']",,"('1', '4', '1999')","['1-time U20 WJC Gold Medal', '1-time AHL Calder Cup Champion', '1-time CHL All-Rookie Team', '1-time CHL First All-Star Team', '1-time CHL Rookie of the Year', '1-time CHL Third All-Star Team', '1-time CHL Top Draft Prospect Award', '1-time KHL Most Goals', '1-time SHL Most Goals', '1-time Spengler Cup Winner', '1-time U20 WJC All-Star Team', '1-time U20 WJC Best Forward', '1-time U20 WJC Most Points', '1-time WHL (East) First All-Star Team', '1-time WHL Champion', '2-time WHL Most Goals', '1-time WHL Most Points (Bobby Clarke Trophy)', '1-time WHL Rookie of the Year (Jim Piggott Trophy)']",A Czech forward with an impressive sniper instinct. Pavel Brendl has a good release and is usually at the right place in the right moment. Defensively Brendl is below average and his work ethic has been questioned as well.
2394,Billy Tibbetts,Billy Tibbetts,RW,RW,https://www.nhl.com/player/8468438,https://www.eliteprospects.com/player/10456/billy-tibbetts,https://assets.nhle.com/mugs/nhl/latest/8468438.png,10/14/1974,USA,188,95,R,,,,[],
2395,Jarrod Skalde,Jarrod Skalde,C,C,https://www.nhl.com/player/8451392,https://www.eliteprospects.com/player/6812/jarrod-skalde,https://assets.nhle.com/mugs/nhl/latest/8451392.png,2/26/1971,Canada,183,85,L,,,"('2', '26', '1989')","['1-time CHL Memorial Cup Champion', '1-time OHL Champion', '1-time OHL Second All-Star Team', '1-time Slovenian Champion']",Son: Skate Skalde
2396,John Slaney,John Slaney,D,D,https://www.nhl.com/player/8458048,https://www.eliteprospects.com/player/13524/john-slaney,https://assets.nhle.com/mugs/nhl/latest/8458048.png,2/7/1972,Canada,182,90,L,,,"('1', '9', '1990')","['1-time U20 WJC Gold Medal', '2-time AHL Best Defenseman (Eddie Shore Award)', '1-time AHL Calder Cup Champion', '2-time AHL First All-Star Team', '1-time AHL Hall of Fame', '1-time AHL Second All-Star Team', '1-time CHL Defenseman of the Year', '1-time OHL First All-Star Team', '1-time OHL Most Outstanding Defenseman (Max Kaminsky Trophy)', '1-time OHL Second All-Star Team', '1-time OHL Third All-Star Team']",Slaney was an offensive defenseman with good vision and passing ability. His shot also made him a quality powerplay quarterback. Would have some problems defensively and in physical battles.
2397,Vaclav Pletka,Vaclav Pletka,LW,LW,https://www.nhl.com/player/8468081,https://www.eliteprospects.com/player/10855/vaclav-pletka,https://assets.nhle.com/mugs/nhl/latest/8468081.png,6/8/1979,Czechia,180,88,L,,,"('7', '208', '1999')","['1-time Czech Extraliga Champion', '1-time Czech Extraliga Rookie of the Year']","Brother: Daniel Pletka

Pletka is an offensive winger with good hands and shot. Isn't very big, but plays rather fearlessly. Could improve his defensive game."
2398,Radovan Somik,Radovan Somik,RW,RW/LW,https://www.nhl.com/player/8462127,https://www.eliteprospects.com/player/5678/radovan-somik,https://assets.nhle.com/mugs/nhl/latest/8462127.png,5/5/1977,Slovakia,190,90,R,,,"('4', '100', '1995')","['1-time World Championship Gold Medal', '2-time Czech Extraliga Champion']","Somik is a big winger with good size. Is a speedy skater and forechecker. Excels in a checking role and on the PK. Has somewhat limited offensive ability, and won't play much of a physical game."
2399,Sami Kapanen,Sami Kapanen,RW,LW,https://www.nhl.com/player/8462114,https://www.eliteprospects.com/player/2657/sami-kapanen,https://assets.nhle.com/mugs/nhl/latest/8462114.png,6/14/1973,Finland,178,82,L,"['Speedster', 'Two-Way Forward', 'Workhorse']",,"('4', '87', '1995')","['1-time U17 WHC Gold Medal', '1-time World Championship Gold Medal', '3-time World Championship Silver Medal', '1-time U18 EJC Bronze Medal', '2-time Olympic Bronze Medal', '1-time Finnish Hockey Hall of Fame', '3-time Liiga All-Star Team', '1-time World Championship All-Star Team', '1-time World Championship Best Forward']","Father: Hannu Kapanen
Uncle: Jari Kapanen
Brother: Kimmo Kapanen
Sons: Kasperi Kapanen & Konsta Kapanen
Nephew: Oliver Kapanen"
2400,Marcus Ragnarsson,Marcus Ragnarsson,D,D,https://www.nhl.com/player/8459035,https://www.eliteprospects.com/player/733/marcus-ragnarsson,https://assets.nhle.com/mugs/nhl/latest/8459035.png,8/13/1971,Sweden,186,98,L,,,"('5', '99', '1992')","['2-time World Championship Silver Medal', '2-time SHL Champion', '1-time Swedish Defenseman of the Year (Salming Trophy)']","Was a solid defenseman with good hands, puck control and skating. Understood the game well and delivered a good first pass. Had a good shot from the blue line and was useful on both the powerplay and penalty kill. A large player, but was not known to be overly physical."
2401,Claude Lapointe,Claude Lapointe,C,C,https://www.nhl.com/player/8448674,https://www.eliteprospects.com/player/27534/claude-lapointe,https://assets.nhle.com/mugs/nhl/latest/8448674.png,10/11/1968,Canada,175,85,L,,,"('12', '234', '1988')",[],
2402,Dmitry Yushkevich,Dmitry Yushkevich,D,D,https://www.nhl.com/player/8458636,https://www.eliteprospects.com/player/18636/dmitry-yushkevich,https://assets.nhle.com/mugs/nhl/latest/8458636.png,11/19/1971,Russia,183,96,R,,,"('6', '122', '1991')","['1-time U18 EJC Gold Medal', '1-time U20 WJC Gold Medal', '1-time Olympic Gold Medal', '1-time World Championship Gold Medal', '2-time U20 WJC Silver Medal', '1-time Olympic Silver Medal', '1-time Spengler Cup Winner', '1-time U20 WJC All-Star Team', '1-time World Championship Best Defenseman']",Son: Dmitri Yushkevich
2403,Mike Siklenka,Mike Siklenka,RW,D,https://www.nhl.com/player/8467440,https://www.eliteprospects.com/player/10243/mike-siklenka,https://assets.nhle.com/mugs/nhl/latest/8467440.png,12/18/1979,Canada,194,110,R,,,"('5', '118', '1998')","['1-time Continental Cup Champion', '2-time ICEHL Champion', '1-time Spengler Cup Winner']",
2404,Ian MacNeil,Ian MacNeil,C,C,https://www.nhl.com/player/8462112,https://www.eliteprospects.com/player/10334/ian-macneil,https://assets.nhle.com/mugs/nhl/latest/8462112.png,4/27/1977,Canada,189,88,L,,,"('4', '85', '1995')",['1-time OHL Champion'],
2405,Joni Pitkanen,Joni Pitkanen,D,D,https://www.nhl.com/player/8470137,https://www.eliteprospects.com/player/2697/joni-pitkanen,https://assets.nhle.com/mugs/nhl/latest/8470137.png,9/19/1983,Finland,190,95,L,"['Offensive Defenseman', 'Puck-Moving Defenseman']",,"('1', '4', '2002')","['2-time U20 WJC Bronze Medal', '1-time Olympic Bronze Medal', '1-time AHL Calder Cup Champion', '1-time NHL All-Rookie Team', '1-time U20 WJC All-Star Team', '1-time U20 WJC Best Defenseman']",A big and strong defenseman who skates well. A tough player who likes to play physically. Always works hard for his team and is useful on both powerplay and penalty kill. Has suffered a lot injuries throughout his career.
2406,Mike Comrie,Mike Comrie,C,C,https://www.nhl.com/player/8467964,https://www.eliteprospects.com/player/4701/mike-comrie,https://assets.nhle.com/mugs/nhl/latest/8467964.png,9/11/1980,Canada,175,84,L,,,"('3', '91', '1999')","['1-time World Championship Gold Medal', '1-time AJHL Champion', '1-time AJHL Most Points (Ernie Love Trophy)', '1-time AJHL Most Valuable Player', '1-time AJHL Playoff MVP', '1-time CJHL RBC Player of the Year', '1-time NCAA (CCHA) Champion', '1-time NCAA (West) Second All-American Team']","Father: Bill Comrie
Uncles: Fred Comrie & John Comrie
Brother: Paul Comrie
Half-brothers: Eric Comrie & Ty Comrie
Cousin: Dan Comrie"
