playername,season,team,league,gp_regular,g_regular,a_regular,tp_regular,pim_regular,+/-_regular,post,gp_post,g_post,a_post,tp_post,pim_post,+/-_post
Doug Weight,09-10,"New York Islanders""C""",NHL,36,1,16,17,8,-1,,,,,,,
Doug Weight,10-11,"New York Islanders""C""",NHL,18,2,7,9,10,-3,,,,,,,
Zigmund Pálffy,90-91,AC/HC Nitra,Czechoslovakia,50,34,16,50,18,-,,,,,,,
Zigmund Pálffy,,Czechoslovakia U20,WJC-20,7,7,6,13,2,-,,,,,,,
Zigmund Pálffy,,Czechoslovakia U20,WJC-20,7,7,6,13,2,-,,,,,,,
Zigmund Pálffy,91-92,HK Dukla Trencin,Czechoslovakia,32,23,25,48,-,-,Playoffs,13,18,8,26,-,-
Zigmund Pálffy,,Czechoslovakia U20,WJC-20,6,3,1,4,6,-,,,,,,,
Zigmund Pálffy,,Czechoslovakia U20,WJC-20,6,3,1,4,6,-,,,,,,,
Zigmund Pálffy,,Czechoslovakia,CC,4,1,0,1,2,-1,,,,,,,
Zigmund Pálffy,,Czechoslovakia (all),International,11,1,-,-,-,-,,,,,,,
Zigmund Pálffy,92-93,HK Dukla Trencin,Czechoslovakia,43,38,41,79,-,-,,,,,,,
Zigmund Pálffy,93-94,New York Islanders,NHL,5,0,0,0,0,-6,,,,,,,
Zigmund Pálffy,,Salt Lake Golden Eagles,IHL,57,25,32,57,83,1,,,,,,,
Zigmund Pálffy,,Slovakia,OG,8,3,7,10,8,-,,,,,,,
Zigmund Pálffy,,Slovakia,OG,8,3,7,10,8,-,,,,,,,
Zigmund Pálffy,,Slovakia,OG,8,3,7,10,8,-,,,,,,,
Zigmund Pálffy,94-95,New York Islanders,NHL,33,10,7,17,6,3,,,,,,,
Zigmund Pálffy,,Denver Grizzlies,IHL,33,20,23,43,40,8,,,,,,,
Zigmund Pálffy,95-96,New York Islanders,NHL,81,43,44,87,56,-17,,,,,,,
Zigmund Pálffy,,Slovakia,WC,5,2,0,2,10,-1,,,,,,,
Zigmund Pálffy,,Slovakia,WC,5,2,0,2,10,-1,,,,,,,
Zigmund Pálffy,,Slovakia,WC,5,2,0,2,10,-1,,,,,,,
Zigmund Pálffy,96-97,HK Dukla Trencin,Slovakia,1,0,0,0,-,-,,,,,,,
Zigmund Pálffy,,"New York Islanders""A""",NHL,80,48,42,90,43,21,,,,,,,
Zigmund Pálffy,,Slovakia,WCup,3,1,2,3,2,-2,,,,,,,
Zigmund Pálffy,97-98,"New York Islanders""A""",NHL,82,45,42,87,34,-2,,,,,,,
Zigmund Pálffy,98-99,"New York Islanders""A""",NHL,50,22,28,50,34,-6,,,,,,,
Zigmund Pálffy,,HK 36 Skalica,Slovakia,9,11,8,19,6,-,,,,,,,
Zigmund Pálffy,,Slovakia,WC,6,5,5,10,6,0,,,,,,,
Zigmund Pálffy,,Slovakia,WC,6,5,5,10,6,0,,,,,,,
Zigmund Pálffy,,Slovakia,WC,6,5,5,10,6,0,,,,,,,
Zigmund Pálffy,99-00,Los Angeles Kings,NHL,64,27,39,66,32,18,Playoffs,4,2,0,2,0,0
Zigmund Pálffy,00-01,Los Angeles Kings,NHL,73,38,51,89,20,22,Playoffs,13,3,5,8,8,0
Zigmund Pálffy,01-02,Los Angeles Kings,NHL,63,32,27,59,26,5,Playoffs,7,4,5,9,0,4
Zigmund Pálffy,,Slovakia,OG,1,0,0,0,0,-1,,,,,,,
Zigmund Pálffy,,Slovakia,OG,1,0,0,0,0,-1,,,,,,,
Zigmund Pálffy,,Slovakia,OG,1,0,0,0,0,-1,,,,,,,
Zigmund Pálffy,,"Slovakia""A""",WC,3,1,6,7,2,5,,,,,,,
Zigmund Pálffy,,"Slovakia""A""",WC,3,1,6,7,2,5,,,,,,,
Zigmund Pálffy,,Slovakia (all),International,4,1,6,7,2,4,,,,,,,
Zigmund Pálffy,,Slovakia (all),International,4,1,6,7,2,4,,,,,,,
Zigmund Pálffy,02-03,Los Angeles Kings,NHL,76,37,48,85,47,22,,,,,,,
Zigmund Pálffy,,Slovakia,WC,9,7,8,15,18,9,,,,,,,
Zigmund Pálffy,,Slovakia,WC,9,7,8,15,18,9,,,,,,,
Zigmund Pálffy,,Slovakia,WC,9,7,8,15,18,9,,,,,,,
Zigmund Pálffy,03-04,"Los Angeles Kings""A""",NHL,35,16,25,41,12,18,,,,,,,
Zigmund Pálffy,04-05,HK 36 SkalicaLockout,Slovakia,8,10,3,13,6,5,,,,,,,
Zigmund Pálffy,,"HC Slavia Praha""A""Lockout",Czechia,41,21,19,40,30,8,Playoffs,7,5,2,7,2,-2
Zigmund Pálffy,,"Slovakia""A""",WC,7,5,4,9,10,1,,,,,,,
Zigmund Pálffy,,"Slovakia""A""",WC,7,5,4,9,10,1,,,,,,,
Zigmund Pálffy,05-06,Pittsburgh Penguins,NHL,42,11,31,42,12,5,,,,,,,
Zigmund Pálffy,06-07,Did not play,-,-,-,-,-,-,-,,,,,,,
Zigmund Pálffy,07-08,HK 36 Skalica,Slovakia,47,30,46,76,93,48,Playoffs,13,7,17,24,26,19
Zigmund Pálffy,08-09,HK 36 Skalica,Slovakia,53,52,47,99,46,75,Playoffs,17,12,15,27,12,25
Zigmund Pálffy,09-10,"HK 36 Skalica""C""",Slovakia,36,17,36,53,28,38,Playoffs,6,6,6,12,18,7
Zigmund Pálffy,,Slovakia,OG,7,0,3,3,8,-1,,,,,,,
Zigmund Pálffy,,Slovakia,OG,7,0,3,3,8,-1,,,,,,,
Zigmund Pálffy,,Slovakia,OG,7,0,3,3,8,-1,,,,,,,
Zigmund Pálffy,,Slovakia (all),International,10,2,4,6,-,-,,,,,,,
Zigmund Pálffy,,Slovakia (all),International,10,2,4,6,-,-,,,,,,,
Zigmund Pálffy,10-11,Did not play,-,-,-,-,-,-,-,,,,,,,
Zigmund Pálffy,11-12,"HK 36 Skalica""C""",Slovakia,48,26,57,83,76,61,Playoffs,6,3,4,7,6,1
Zigmund Pálffy,12-13,"HK 36 Skalica""C""",Slovakia,39,26,47,73,103,40,Playoffs,7,3,5,8,2,6
Peter Forsberg,88-89,MoDo Hockey J18,J18 Elit,-,-,-,-,-,-,,,,,,,
Peter Forsberg,,Sweden U16 (all),International-Jr,3,0,0,0,0,-,,,,,,,
Peter Forsberg,89-90,MoDo Hockey J20,Juniorserien,30,15,12,27,42,-,,,,,,,
Peter Forsberg,,MoDo Hockey,Allsvenskan D1,1,0,1,1,4,-,,,,,,,
Peter Forsberg,,Sweden U17 (all),International-Jr,5,3,7,10,-,-,,,,,,,
Peter Forsberg,90-91,MoDo Hockey J20,Juniorserien,39,38,64,102,56,-,,,,,,,
Peter Forsberg,,MoDo Hockey,Elitserien,23,7,10,17,22,-,,,,,,,
Peter Forsberg,,Sweden U18,EJC-18,6,5,12,17,16,-,,,,,,,
Peter Forsberg,,Sweden U18 (all),International-Jr,9,6,14,20,-,-,,,,,,,
Peter Forsberg,91-92,MoDo Hockey,Elitserien,39,9,19,28,78,-,,,,,,,
Peter Forsberg,,Sweden U20,WJC-20,7,3,8,11,30,-,,,,,,,
Peter Forsberg,,Sweden U20,WJC-20,7,3,8,11,30,-,,,,,,,
Peter Forsberg,,Sweden U20 (all),International-Jr,9,3,9,12,-,-,,,,,,,
Peter Forsberg,,Sweden U20 (all),International-Jr,9,3,9,12,-,-,,,,,,,
Peter Forsberg,,Sweden B (all),International,2,2,2,4,-,-,,,,,,,
Peter Forsberg,,Sweden,WC,8,4,2,6,6,-,,,,,,,
Peter Forsberg,,Sweden,WC,8,4,2,6,6,-,,,,,,,
Peter Forsberg,,Sweden,WC,8,4,2,6,6,-,,,,,,,
Peter Forsberg,,Sweden,WC,8,4,2,6,6,-,,,,,,,
Peter Forsberg,,Sweden (all),International,14,4,2,6,14,-,,,,,,,
Peter Forsberg,,Sweden (all),International,14,4,2,6,14,-,,,,,,,
Peter Forsberg,,Sweden (all),International,14,4,2,6,14,-,,,,,,,
Peter Forsberg,,Sweden (all),International,14,4,2,6,14,-,,,,,,,
Peter Forsberg,,Sweden (all),International,14,4,2,6,14,-,,,,,,,
Peter Forsberg,,Sweden (all),International,14,4,2,6,14,-,,,,,,,
Peter Forsberg,,Sweden (all),International,14,4,2,6,14,-,,,,,,,
Peter Forsberg,,Sweden (all),International,14,4,2,6,14,-,,,,,,,
Peter Forsberg,,Sweden (all),International,14,4,2,6,14,-,,,,,,,
Peter Forsberg,92-93,MoDo Hockey,Elitserien,39,23,24,47,92,-,Playoffs,3,4,1,5,0,-
Peter Forsberg,,MoDo Hockey J20,Juniorallsvenskan,2,0,3,3,4,-,,,,,,,
Peter Forsberg,,Sweden U20,WJC-20,7,7,24,31,8,14,,,,,,,
Peter Forsberg,,Sweden U20,WJC-20,7,7,24,31,8,14,,,,,,,
Peter Forsberg,,Sweden U20 (all),International-Jr,7,7,24,31,8,-,,,,,,,
Peter Forsberg,,Sweden U20 (all),International-Jr,7,7,24,31,8,-,,,,,,,
Peter Forsberg,,Sweden,WC,8,1,1,2,12,1,,,,,,,
Peter Forsberg,,Sweden,WC,8,1,1,2,12,1,,,,,,,
Peter Forsberg,,Sweden,WC,8,1,1,2,12,1,,,,,,,
Peter Forsberg,,Sweden,WC,8,1,1,2,12,1,,,,,,,
Peter Forsberg,,Sweden (all),International,19,2,10,12,24,-,,,,,,,
Peter Forsberg,,Sweden (all),International,19,2,10,12,24,-,,,,,,,
Peter Forsberg,,Sweden (all),International,19,2,10,12,24,-,,,,,,,
Peter Forsberg,,Sweden (all),International,19,2,10,12,24,-,,,,,,,
Peter Forsberg,,Sweden (all),International,19,2,10,12,24,-,,,,,,,
Peter Forsberg,,Sweden (all),International,19,2,10,12,24,-,,,,,,,
Peter Forsberg,,Sweden (all),International,19,2,10,12,24,-,,,,,,,
Peter Forsberg,,Sweden (all),International,19,2,10,12,24,-,,,,,,,
Peter Forsberg,,Sweden (all),International,19,2,10,12,24,-,,,,,,,
Peter Forsberg,93-94,MoDo Hockey,Elitserien,39,18,26,44,82,-,Playoffs,11,9,7,16,14,-
Peter Forsberg,,Sweden,OG,8,1,6,7,6,-,,,,,,,
Peter Forsberg,,Sweden,OG,8,1,6,7,6,-,,,,,,,
Peter Forsberg,,Sweden,OG,8,1,6,7,6,-,,,,,,,
Peter Forsberg,,Sweden,OG,8,1,6,7,6,-,,,,,,,
Peter Forsberg,,Sweden (all),International,19,2,9,11,10,-,,,,,,,
Peter Forsberg,,Sweden (all),International,19,2,9,11,10,-,,,,,,,
Peter Forsberg,,Sweden (all),International,19,2,9,11,10,-,,,,,,,
Peter Forsberg,,Sweden (all),International,19,2,9,11,10,-,,,,,,,
Peter Forsberg,,Sweden (all),International,19,2,9,11,10,-,,,,,,,
Peter Forsberg,,Sweden (all),International,19,2,9,11,10,-,,,,,,,
Peter Forsberg,,Sweden (all),International,19,2,9,11,10,-,,,,,,,
Peter Forsberg,,Sweden (all),International,19,2,9,11,10,-,,,,,,,
Peter Forsberg,,Sweden (all),International,19,2,9,11,10,-,,,,,,,
Peter Forsberg,94-95,MoDo HockeyLockout,Elitserien,11,5,9,14,20,-,,,,,,,
Peter Forsberg,,Québec Nordiques,NHL,47,15,35,50,16,17,Playoffs,6,2,4,6,4,2
Peter Forsberg,,Sweden (all),International,6,4,6,10,4,-,,,,,,,
Peter Forsberg,,Sweden (all),International,6,4,6,10,4,-,,,,,,,
Peter Forsberg,,Sweden (all),International,6,4,6,10,4,-,,,,,,,
Peter Forsberg,,Sweden (all),International,6,4,6,10,4,-,,,,,,,
Peter Forsberg,,Sweden (all),International,6,4,6,10,4,-,,,,,,,
Peter Forsberg,,Sweden (all),International,6,4,6,10,4,-,,,,,,,
Peter Forsberg,,Sweden (all),International,6,4,6,10,4,-,,,,,,,
Peter Forsberg,,Sweden (all),International,6,4,6,10,4,-,,,,,,,
Peter Forsberg,,Sweden (all),International,6,4,6,10,4,-,,,,,,,
Peter Forsberg,95-96,Colorado Avalanche,NHL,82,30,86,116,47,26,Playoffs,22,10,11,21,18,10
Peter Forsberg,96-97,Colorado Avalanche,NHL,65,28,58,86,73,31,Playoffs,14,5,12,17,10,-6
Peter Forsberg,,"Sweden""A""",WCup,4,1,4,5,6,4,,,,,,,
Peter Forsberg,,"Sweden""A""",WCup,4,1,4,5,6,4,,,,,,,
Peter Forsberg,,Sweden (all),International,8,5,3,8,12,-,,,,,,,
Peter Forsberg,,Sweden (all),International,8,5,3,8,12,-,,,,,,,
Peter Forsberg,,Sweden (all),International,8,5,3,8,12,-,,,,,,,
Peter Forsberg,,Sweden (all),International,8,5,3,8,12,-,,,,,,,
Peter Forsberg,,Sweden (all),International,8,5,3,8,12,-,,,,,,,
Peter Forsberg,,Sweden (all),International,8,5,3,8,12,-,,,,,,,
Peter Forsberg,,Sweden (all),International,8,5,3,8,12,-,,,,,,,
Peter Forsberg,,Sweden (all),International,8,5,3,8,12,-,,,,,,,
Peter Forsberg,,Sweden (all),International,8,5,3,8,12,-,,,,,,,
Peter Forsberg,97-98,"Colorado Avalanche""A""",NHL,72,25,66,91,94,6,Playoffs,7,6,5,11,12,3
Peter Forsberg,,Sweden,OG,4,1,5,6,6,5,,,,,,,
Peter Forsberg,,Sweden,OG,4,1,5,6,6,5,,,,,,,
Peter Forsberg,,Sweden,OG,4,1,5,6,6,5,,,,,,,
Peter Forsberg,,Sweden,OG,4,1,5,6,6,5,,,,,,,
Peter Forsberg,,Sweden,WC,7,6,5,11,0,9,,,,,,,
Peter Forsberg,,Sweden,WC,7,6,5,11,0,9,,,,,,,
Peter Forsberg,,Sweden,WC,7,6,5,11,0,9,,,,,,,
Peter Forsberg,,Sweden,WC,7,6,5,11,0,9,,,,,,,
Peter Forsberg,,Sweden (all),International,11,7,10,17,6,-,,,,,,,
Peter Forsberg,,Sweden (all),International,11,7,10,17,6,-,,,,,,,
Peter Forsberg,,Sweden (all),International,11,7,10,17,6,-,,,,,,,
Peter Forsberg,,Sweden (all),International,11,7,10,17,6,-,,,,,,,
Peter Forsberg,,Sweden (all),International,11,7,10,17,6,-,,,,,,,
Peter Forsberg,,Sweden (all),International,11,7,10,17,6,-,,,,,,,
Peter Forsberg,,Sweden (all),International,11,7,10,17,6,-,,,,,,,
Peter Forsberg,,Sweden (all),International,11,7,10,17,6,-,,,,,,,
Peter Forsberg,,Sweden (all),International,11,7,10,17,6,-,,,,,,,
Peter Forsberg,98-99,"Colorado Avalanche""A""",NHL,78,30,67,97,108,27,Playoffs,19,8,16,24,31,7
Peter Forsberg,99-00,"Colorado Avalanche""A""",NHL,49,14,37,51,52,9,Playoffs,16,7,8,15,12,9
Peter Forsberg,00-01,"Colorado Avalanche""A""",NHL,73,27,62,89,54,23,Playoffs,11,4,10,14,6,5
Peter Forsberg,01-02,"Colorado Avalanche""A""",NHL,0,0,0,0,0,-,Playoffs,20,9,18,27,20,8
Peter Forsberg,02-03,"Colorado Avalanche""A""",NHL,75,29,77,106,70,52,Playoffs,7,2,6,8,6,3
Peter Forsberg,,"Sweden""A""",WC,8,4,5,9,6,5,,,,,,,
Peter Forsberg,03-04,"Colorado Avalanche""A""",NHL,39,18,37,55,28,16,Playoffs,11,4,7,11,12,6
Peter Forsberg,,Sweden,WC,2,0,1,1,2,0,,,,,,,
Peter Forsberg,,Sweden,WC,2,0,1,1,2,0,,,,,,,
Peter Forsberg,,Sweden,WC,2,0,1,1,2,0,,,,,,,
Peter Forsberg,,Sweden,WC,2,0,1,1,2,0,,,,,,,
Peter Forsberg,,Sweden (all),International,7,1,3,4,2,-,,,,,,,
Peter Forsberg,,Sweden (all),International,7,1,3,4,2,-,,,,,,,
Peter Forsberg,,Sweden (all),International,7,1,3,4,2,-,,,,,,,
Peter Forsberg,,Sweden (all),International,7,1,3,4,2,-,,,,,,,
Peter Forsberg,,Sweden (all),International,7,1,3,4,2,-,,,,,,,
Peter Forsberg,,Sweden (all),International,7,1,3,4,2,-,,,,,,,
Peter Forsberg,,Sweden (all),International,7,1,3,4,2,-,,,,,,,
Peter Forsberg,,Sweden (all),International,7,1,3,4,2,-,,,,,,,
Peter Forsberg,,Sweden (all),International,7,1,3,4,2,-,,,,,,,
Peter Forsberg,04-05,"MODO Hockey""A""Lockout",Elitserien,33,13,26,39,88,14,Playoffs,1,0,0,0,2,0
Peter Forsberg,,"Sweden""A""",WCup,4,1,2,3,0,-6,,,,,,,
Peter Forsberg,,"Sweden""A""",WCup,4,1,2,3,0,-6,,,,,,,
Peter Forsberg,05-06,Philadelphia Flyers,NHL,60,19,56,75,46,21,Playoffs,6,4,4,8,6,2
Peter Forsberg,,Sweden,OG,6,0,6,6,0,1,,,,,,,
Peter Forsberg,,Sweden,OG,6,0,6,6,0,1,,,,,,,
Peter Forsberg,,Sweden,OG,6,0,6,6,0,1,,,,,,,
Peter Forsberg,,Sweden,OG,6,0,6,6,0,1,,,,,,,
Peter Forsberg,,Sweden (all),International,6,0,6,6,0,1,,,,,,,
Peter Forsberg,,Sweden (all),International,6,0,6,6,0,1,,,,,,,
Peter Forsberg,,Sweden (all),International,6,0,6,6,0,1,,,,,,,
Peter Forsberg,,Sweden (all),International,6,0,6,6,0,1,,,,,,,
Peter Forsberg,,Sweden (all),International,6,0,6,6,0,1,,,,,,,
Peter Forsberg,,Sweden (all),International,6,0,6,6,0,1,,,,,,,
Peter Forsberg,,Sweden (all),International,6,0,6,6,0,1,,,,,,,
Peter Forsberg,,Sweden (all),International,6,0,6,6,0,1,,,,,,,
Peter Forsberg,,Sweden (all),International,6,0,6,6,0,1,,,,,,,
Peter Forsberg,06-07,"Philadelphia Flyers""C""",NHL,40,11,29,40,72,2,,,,,,,
Peter Forsberg,,Nashville Predators,NHL,17,2,13,15,16,5,Playoffs,5,2,2,4,12,2
Peter Forsberg,07-08,Colorado Avalanche,NHL,9,1,13,14,8,7,Playoffs,7,1,4,5,14,3
Peter Forsberg,08-09,MODO Hockey,Elitserien,3,1,2,3,0,4,,,,,,,
Peter Forsberg,09-10,MODO Hockey,Elitserien,23,11,19,30,66,11,,,,,,,
Peter Forsberg,,Sweden,OG,4,0,1,1,2,0,,,,,,,
Peter Forsberg,,Sweden,OG,4,0,1,1,2,0,,,,,,,
Peter Forsberg,,Sweden,OG,4,0,1,1,2,0,,,,,,,
Peter Forsberg,,Sweden,OG,4,0,1,1,2,0,,,,,,,
Peter Forsberg,,Sweden (all),International,7,0,1,1,2,-1,,,,,,,
Peter Forsberg,,Sweden (all),International,7,0,1,1,2,-1,,,,,,,
Peter Forsberg,,Sweden (all),International,7,0,1,1,2,-1,,,,,,,
Peter Forsberg,,Sweden (all),International,7,0,1,1,2,-1,,,,,,,
Peter Forsberg,,Sweden (all),International,7,0,1,1,2,-1,,,,,,,
Peter Forsberg,,Sweden (all),International,7,0,1,1,2,-1,,,,,,,
Peter Forsberg,,Sweden (all),International,7,0,1,1,2,-1,,,,,,,
Peter Forsberg,,Sweden (all),International,7,0,1,1,2,-1,,,,,,,
Peter Forsberg,,Sweden (all),International,7,0,1,1,2,-1,,,,,,,
Peter Forsberg,10-11,Colorado Avalanche,NHL,2,0,0,0,4,-4,,,,,,,
Alexei Yashin,89-90,Luch Sverdlovsk,Soviet2,3,0,0,0,0,-,,,,,,,
Alexei Yashin,90-91,Avtomobilist Sverdlovsk,Soviet,26,2,1,3,10,-,Relegation,12,1,1,2,12,-
Alexei Yashin,,Soviet Union U18,EJC-18,6,2,3,5,2,-,,,,,,,
Alexei Yashin,91-92,Dynamo Moskva,Soviet,28,7,3,10,19,-,Playoffs,6,0,2,2,0,-
Alexei Yashin,,Dynamo Moskva-2,Soviet3,6,6,2,8,8,-,,,,,,,
Alexei Yashin,,CIS U20,WJC-20,7,4,2,6,2,8,,,,,,,
Alexei Yashin,92-93,Dynamo Moskva,Russia,27,10,12,22,18,-,Playoffs,10,7,3,10,18,-
Alexei Yashin,,Russia U20,WJC-20,3,1,0,1,4,-2,,,,,,,
Alexei Yashin,,Russia,WC,8,2,1,3,5,2,,,,,,,
Alexei Yashin,,Russia,WC,8,2,1,3,5,2,,,,,,,
Alexei Yashin,,Russia,WC,8,2,1,3,5,2,,,,,,,
Alexei Yashin,,Russia,WC,8,2,1,3,5,2,,,,,,,
Alexei Yashin,,Russia,WC,8,2,1,3,5,2,,,,,,,
Alexei Yashin,93-94,Ottawa Senators,NHL,83,30,49,79,22,-49,,,,,,,
Alexei Yashin,,Russia,WC,5,1,2,3,8,2,,,,,,,
Alexei Yashin,,Russia,WC,5,1,2,3,8,2,,,,,,,
Alexei Yashin,,Russia,WC,5,1,2,3,8,2,,,,,,,
Alexei Yashin,,Russia,WC,5,1,2,3,8,2,,,,,,,
Alexei Yashin,,Russia,WC,5,1,2,3,8,2,,,,,,,
Alexei Yashin,94-95,Las Vegas ThunderLockout,IHL,24,15,20,35,32,19,,,,,,,
Alexei Yashin,,Ottawa Senators,NHL,47,21,23,44,20,-20,,,,,,,
Alexei Yashin,,Ottawa Senators,NHL,47,21,23,44,20,-20,,,,,,,
Alexei Yashin,95-96,CSKA Moskva,Russia,4,2,2,4,4,-,,,,,,,
Alexei Yashin,,Ottawa Senators,NHL,46,15,24,39,28,-15,,,,,,,
Alexei Yashin,,Ottawa Senators,NHL,46,15,24,39,28,-15,,,,,,,
Alexei Yashin,,"Russia""C""",WC,8,4,5,9,4,4,,,,,,,
Alexei Yashin,,"Russia""C""",WC,8,4,5,9,4,4,,,,,,,
Alexei Yashin,,"Russia""C""",WC,8,4,5,9,4,4,,,,,,,
Alexei Yashin,96-97,"Ottawa Senators""A""",NHL,82,35,40,75,44,-7,Playoffs,7,1,5,6,2,-2
Alexei Yashin,,Russia,WCup,5,0,2,2,6,0,,,,,,,
Alexei Yashin,,Russia,WC,5,3,0,3,12,-2,,,,,,,
Alexei Yashin,,Russia,WC,5,3,0,3,12,-2,,,,,,,
Alexei Yashin,,Russia,WC,5,3,0,3,12,-2,,,,,,,
Alexei Yashin,,Russia,WC,5,3,0,3,12,-2,,,,,,,
Alexei Yashin,,Russia,WC,5,3,0,3,12,-2,,,,,,,
Alexei Yashin,97-98,"Ottawa Senators""A""",NHL,82,33,39,72,24,6,Playoffs,11,5,3,8,8,-6
Alexei Yashin,,Russia,OG,6,3,3,6,0,6,,,,,,,
Alexei Yashin,,Russia,OG,6,3,3,6,0,6,,,,,,,
Alexei Yashin,98-99,"Ottawa Senators""C""",NHL,82,44,50,94,54,16,Playoffs,4,0,0,0,10,-4
Alexei Yashin,,"Russia""C""",WC,6,8,1,9,6,4,,,,,,,
Alexei Yashin,,"Russia""C""",WC,6,8,1,9,6,4,,,,,,,
Alexei Yashin,,"Russia""C""",WC,6,8,1,9,6,4,,,,,,,
Alexei Yashin,99-00,Russia,WC,5,1,1,2,8,0,,,,,,,
Alexei Yashin,,Did not play,-,-,-,-,-,-,-,,,,,,,
Alexei Yashin,00-01,Ottawa Senators,NHL,82,40,48,88,30,10,Playoffs,4,0,1,1,0,1
Alexei Yashin,,"Russia""C""",WC,7,2,3,5,6,-3,,,,,,,
Alexei Yashin,,"Russia""C""",WC,7,2,3,5,6,-3,,,,,,,
Alexei Yashin,,"Russia""C""",WC,7,2,3,5,6,-3,,,,,,,
Alexei Yashin,01-02,"New York Islanders""A""",NHL,78,32,43,75,25,-3,Playoffs,7,3,4,7,2,-2
Alexei Yashin,,Russia,OG,6,1,1,2,0,1,,,,,,,
Alexei Yashin,,Russia,OG,6,1,1,2,0,1,,,,,,,
Alexei Yashin,,Russia (all),International,6,1,1,2,0,1,,,,,,,
Alexei Yashin,,Russia (all),International,6,1,1,2,0,1,,,,,,,
Alexei Yashin,02-03,"New York Islanders""A""",NHL,81,26,39,65,32,-12,Playoffs,5,2,2,4,2,-1
Alexei Yashin,03-04,"New York Islanders""A""",NHL,47,15,19,34,10,-1,Playoffs,5,0,1,1,0,-2
Alexei Yashin,,Russia,WC,6,1,2,3,2,0,,,,,,,
Alexei Yashin,,Russia,WC,6,1,2,3,2,0,,,,,,,
Alexei Yashin,,Russia,WC,6,1,2,3,2,0,,,,,,,
Alexei Yashin,,Russia,WC,6,1,2,3,2,0,,,,,,,
Alexei Yashin,,Russia,WC,6,1,2,3,2,0,,,,,,,
Alexei Yashin,04-05,Lokomotiv YaroslavlLockout,Russia,10,3,3,6,14,7,Playoffs,9,3,7,10,10,2
Alexei Yashin,,"Russia""A""",WCup,4,1,2,3,4,3,,,,,,,
Alexei Yashin,,Russia,WC,9,2,1,3,8,3,,,,,,,
Alexei Yashin,,Russia,WC,9,2,1,3,8,3,,,,,,,
Alexei Yashin,,Russia,WC,9,2,1,3,8,3,,,,,,,
Alexei Yashin,,Russia,WC,9,2,1,3,8,3,,,,,,,
Alexei Yashin,,Russia,WC,9,2,1,3,8,3,,,,,,,
Alexei Yashin,05-06,"New York Islanders""C""",NHL,82,28,38,66,68,-14,,,,,,,
Alexei Yashin,,"Russia""A""",OG,8,1,3,4,4,1,,,,,,,
Alexei Yashin,06-07,"New York Islanders""C""",NHL,58,18,32,50,44,6,Playoffs,5,0,0,0,0,0
Alexei Yashin,07-08,Lokomotiv Yaroslavl,Russia,56,16,27,43,63,10,Playoffs,16,8,6,14,16,10
Alexei Yashin,08-09,Lokomotiv Yaroslavl,KHL,56,21,26,47,30,10,Playoffs,19,7,11,18,10,3
Alexei Yashin,,Russia (all),International,3,0,1,1,0,0,,,,,,,
Alexei Yashin,,Russia (all),International,3,0,1,1,0,0,,,,,,,
Alexei Yashin,09-10,SKA St. Petersburg,KHL,56,18,46,64,38,21,Playoffs,4,2,1,3,4,0
Alexei Yashin,10-11,SKA St. Petersburg,KHL,52,15,18,33,50,4,Playoffs,4,1,4,5,0,3
Alexei Yashin,11-12,CSKA Moskva,KHL,43,9,11,20,18,0,Playoffs,3,1,0,1,0,-1
Bill Guerin,85-86,Springfield Olympics,NEJHL,48,26,19,45,71,-,,,,,,,
Bill Guerin,86-87,Springfield Olympics,NEJHL,32,34,20,54,40,-,,,,,,,
Bill Guerin,87-88,Springfield Olympics,NEJHL,38,31,44,75,146,-,,,,,,,
Bill Guerin,88-89,Springfield Olympics,NEJHL,31,32,35,67,90,-,,,,,,,
Bill Guerin,,USA U20,WJC-20,7,0,3,3,16,-,,,,,,,
Bill Guerin,,USA U20,WJC-20,7,0,3,3,16,-,,,,,,,
Bill Guerin,89-90,Boston College,NCAA,39,14,11,25,64,-,,,,,,,
Bill Guerin,,USA U20,WJC-20,7,0,0,0,18,-,,,,,,,
Bill Guerin,,USA U20,WJC-20,7,0,0,0,18,-,,,,,,,
Bill Guerin,90-91,Boston College,NCAA,38,26,19,45,102,-,,,,,,,
Bill Guerin,91-92,New Jersey Devils,NHL,5,0,1,1,9,1,Playoffs,6,3,0,3,4,2
Bill Guerin,,Utica Devils,AHL,22,13,10,23,6,2,Playoffs,4,1,3,4,14,0
Bill Guerin,,Utica Devils,AHL,22,13,10,23,6,2,,,,,,,
Bill Guerin,,Team USA,International,46,12,15,27,67,-,,,,,,,
Bill Guerin,92-93,New Jersey Devils,NHL,65,14,20,34,63,14,Playoffs,5,1,1,2,4,-2
Bill Guerin,,Utica Devils,AHL,18,10,7,17,47,-4,Playoffs,4,1,3,4,14,0
Bill Guerin,,Utica Devils,AHL,18,10,7,17,47,-4,,,,,,,
Bill Guerin,93-94,New Jersey Devils,NHL,81,25,19,44,101,14,Playoffs,17,2,1,3,35,1
Bill Guerin,94-95,New Jersey Devils,NHL,48,12,13,25,72,6,Playoffs,20,3,8,11,30,6
Bill Guerin,95-96,New Jersey Devils,NHL,80,23,30,53,116,7,,,,,,,
Bill Guerin,96-97,New Jersey Devils,NHL,82,29,18,47,95,-2,Playoffs,8,2,1,3,18,-5
Bill Guerin,,USA,WCup,7,0,2,2,17,3,,,,,,,
