playername,season,team,league,gp_regular,g_regular,a_regular,tp_regular,pim_regular,+/-_regular,post,gp_post,g_post,a_post,tp_post,pim_post,+/-_post
Miroslav Satan,,Slovakia,OG,8,9,0,9,0,-,,,,,,,
Miroslav Satan,,Slovakia,WC C,6,7,1,8,18,-,,,,,,,
Miroslav Satan,94-95,Detroit Vipers,IHL,8,1,3,4,4,-5,,,,,,,
Miroslav Satan,,Detroit Falcons,CoHL,1,0,2,2,2,1,,,,,,,
Miroslav Satan,,San Diego Gulls,IHL,6,0,2,2,6,2,,,,,,,
Miroslav Satan,,Cape Breton Oilers,AHL,25,24,16,40,15,6,,,,,,,
Miroslav Satan,,Slovakia (all),International,-,-,-,-,-,-,,,,,,,
Miroslav Satan,,Slovakia (all),International,-,-,-,-,-,-,,,,,,,
Miroslav Satan,,Slovakia (all),International,-,-,-,-,-,-,,,,,,,
Miroslav Satan,,Slovakia (all),International,-,-,-,-,-,-,,,,,,,
Miroslav Satan,,Slovakia (all),International,-,-,-,-,-,-,,,,,,,
Miroslav Satan,,Slovakia (all),International,-,-,-,-,-,-,,,,,,,
Miroslav Satan,,Slovakia (all),International,-,-,-,-,-,-,,,,,,,
Miroslav Satan,,Slovakia (all),International,-,-,-,-,-,-,,,,,,,
Miroslav Satan,,Slovakia (all),International,-,-,-,-,-,-,,,,,,,
Miroslav Satan,,Slovakia,WC B,7,7,6,13,4,20,,,,,,,
Miroslav Satan,95-96,Edmonton Oilers,NHL,62,18,17,35,22,0,,,,,,,
Miroslav Satan,,Slovakia (all),International,-,-,-,-,-,-,,,,,,,
Miroslav Satan,,Slovakia (all),International,-,-,-,-,-,-,,,,,,,
Miroslav Satan,,Slovakia (all),International,-,-,-,-,-,-,,,,,,,
Miroslav Satan,,Slovakia (all),International,-,-,-,-,-,-,,,,,,,
Miroslav Satan,,Slovakia (all),International,-,-,-,-,-,-,,,,,,,
Miroslav Satan,,Slovakia (all),International,-,-,-,-,-,-,,,,,,,
Miroslav Satan,,Slovakia (all),International,-,-,-,-,-,-,,,,,,,
Miroslav Satan,,Slovakia (all),International,-,-,-,-,-,-,,,,,,,
Miroslav Satan,,Slovakia (all),International,-,-,-,-,-,-,,,,,,,
Miroslav Satan,,Slovakia,WC,5,0,3,3,6,1,,,,,,,
Miroslav Satan,,Slovakia,WC,5,0,3,3,6,1,,,,,,,
Miroslav Satan,96-97,Edmonton Oilers,NHL,64,17,11,28,22,-4,,,,,,,
Miroslav Satan,,Buffalo Sabres,NHL,12,8,2,10,4,1,Playoffs,7,0,0,0,0,-1
Miroslav Satan,,Buffalo Sabres,NHL,12,8,2,10,4,1,Playoffs,5,3,2,5,0,2
Miroslav Satan,,Slovakia,WCup,3,0,0,0,2,-5,,,,,,,
Miroslav Satan,97-98,Buffalo Sabres,NHL,79,22,24,46,34,2,Playoffs,14,5,4,9,4,-9
Miroslav Satan,98-99,Buffalo Sabres,NHL,81,40,26,66,44,24,Playoffs,12,3,5,8,2,3
Miroslav Satan,99-00,HK Dukla Trencin,Slovakia,3,2,8,10,2,6,,,,,,,
Miroslav Satan,,Buffalo Sabres,NHL,81,33,34,67,32,16,Playoffs,7,0,0,0,0,-1
Miroslav Satan,,Buffalo Sabres,NHL,81,33,34,67,32,16,Playoffs,5,3,2,5,0,2
Miroslav Satan,,"Slovakia""C""",WC,9,10,2,12,14,3,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,9,10,2,12,14,3,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,9,10,2,12,14,3,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,9,10,2,12,14,3,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,9,10,2,12,14,3,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,9,10,2,12,14,3,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,9,10,2,12,14,3,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,9,10,2,12,14,3,,,,,,,
Miroslav Satan,00-01,Buffalo Sabres,NHL,82,29,33,62,36,5,Playoffs,13,3,10,13,8,4
Miroslav Satan,01-02,Buffalo Sabres,NHL,82,37,36,73,33,14,,,,,,,
Miroslav Satan,,Slovakia,OG,2,0,1,1,0,2,,,,,,,
Miroslav Satan,,Slovakia,OG,2,0,1,1,0,2,,,,,,,
Miroslav Satan,,Slovakia,OG,2,0,1,1,0,2,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,9,5,8,13,2,2,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,9,5,8,13,2,2,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,9,5,8,13,2,2,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,9,5,8,13,2,2,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,9,5,8,13,2,2,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,9,5,8,13,2,2,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,9,5,8,13,2,2,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,9,5,8,13,2,2,,,,,,,
Miroslav Satan,,Slovakia (all),International,11,5,9,14,2,4,,,,,,,
Miroslav Satan,,Slovakia (all),International,11,5,9,14,2,4,,,,,,,
Miroslav Satan,,Slovakia (all),International,11,5,9,14,2,4,,,,,,,
Miroslav Satan,,Slovakia (all),International,11,5,9,14,2,4,,,,,,,
Miroslav Satan,,Slovakia (all),International,11,5,9,14,2,4,,,,,,,
Miroslav Satan,,Slovakia (all),International,11,5,9,14,2,4,,,,,,,
Miroslav Satan,,Slovakia (all),International,11,5,9,14,2,4,,,,,,,
Miroslav Satan,,Slovakia (all),International,11,5,9,14,2,4,,,,,,,
Miroslav Satan,,Slovakia (all),International,11,5,9,14,2,4,,,,,,,
Miroslav Satan,02-03,Buffalo Sabres,NHL,79,26,49,75,20,-3,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,9,6,4,10,2,2,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,9,6,4,10,2,2,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,9,6,4,10,2,2,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,9,6,4,10,2,2,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,9,6,4,10,2,2,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,9,6,4,10,2,2,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,9,6,4,10,2,2,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,9,6,4,10,2,2,,,,,,,
Miroslav Satan,03-04,HC Slovan Bratislava,Slovakia,7,6,4,10,41,6,,,,,,,
Miroslav Satan,,"Buffalo Sabres""A""",NHL,82,29,28,57,30,-15,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,9,4,4,8,4,4,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,9,4,4,8,4,4,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,9,4,4,8,4,4,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,9,4,4,8,4,4,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,9,4,4,8,4,4,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,9,4,4,8,4,4,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,9,4,4,8,4,4,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,9,4,4,8,4,4,,,,,,,
Miroslav Satan,04-05,HC Slovan Bratislava,Slovakia,18,11,9,20,14,12,Playoffs,18,15,7,22,16,19
Miroslav Satan,,"Slovakia""C""",WCup,4,0,0,0,4,-7,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,7,2,2,4,8,-1,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,7,2,2,4,8,-1,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,7,2,2,4,8,-1,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,7,2,2,4,8,-1,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,7,2,2,4,8,-1,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,7,2,2,4,8,-1,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,7,2,2,4,8,-1,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,7,2,2,4,8,-1,,,,,,,
Miroslav Satan,05-06,New York Islanders,NHL,82,35,31,66,54,-8,,,,,,,
Miroslav Satan,,"Slovakia""A""",OG,6,0,2,2,2,1,,,,,,,
Miroslav Satan,06-07,New York Islanders,NHL,81,27,32,59,46,-12,Playoffs,5,1,2,3,0,0
Miroslav Satan,,"Slovakia""C""",WC,7,1,7,8,4,2,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,7,1,7,8,4,2,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,7,1,7,8,4,2,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,7,1,7,8,4,2,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,7,1,7,8,4,2,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,7,1,7,8,4,2,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,7,1,7,8,4,2,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,7,1,7,8,4,2,,,,,,,
Miroslav Satan,,Slovakia (all),International,7,1,7,8,4,2,,,,,,,
Miroslav Satan,,Slovakia (all),International,7,1,7,8,4,2,,,,,,,
Miroslav Satan,,Slovakia (all),International,7,1,7,8,4,2,,,,,,,
Miroslav Satan,,Slovakia (all),International,7,1,7,8,4,2,,,,,,,
Miroslav Satan,,Slovakia (all),International,7,1,7,8,4,2,,,,,,,
Miroslav Satan,,Slovakia (all),International,7,1,7,8,4,2,,,,,,,
Miroslav Satan,,Slovakia (all),International,7,1,7,8,4,2,,,,,,,
Miroslav Satan,,Slovakia (all),International,7,1,7,8,4,2,,,,,,,
Miroslav Satan,,Slovakia (all),International,7,1,7,8,4,2,,,,,,,
Miroslav Satan,07-08,New York Islanders,NHL,80,16,25,41,39,-11,,,,,,,
Miroslav Satan,08-09,Pittsburgh Penguins,NHL,65,17,19,36,36,3,Playoffs,17,1,5,6,11,1
Miroslav Satan,,Wilkes-Barre/Scranton Penguins,AHL,10,3,6,9,4,1,,,,,,,
Miroslav Satan,09-10,Boston Bruins,NHL,38,9,5,14,12,8,Playoffs,13,5,5,10,16,4
Miroslav Satan,,Slovakia,OG,5,1,1,2,0,-2,,,,,,,
Miroslav Satan,,Slovakia,OG,5,1,1,2,0,-2,,,,,,,
Miroslav Satan,,Slovakia,OG,5,1,1,2,0,-2,,,,,,,
Miroslav Satan,,Slovakia,WC,2,0,0,0,0,-1,,,,,,,
Miroslav Satan,,Slovakia,WC,2,0,0,0,0,-1,,,,,,,
Miroslav Satan,,Slovakia (all),International,7,1,1,2,0,-3,,,,,,,
Miroslav Satan,,Slovakia (all),International,7,1,1,2,0,-3,,,,,,,
Miroslav Satan,,Slovakia (all),International,7,1,1,2,0,-3,,,,,,,
Miroslav Satan,,Slovakia (all),International,7,1,1,2,0,-3,,,,,,,
Miroslav Satan,,Slovakia (all),International,7,1,1,2,0,-3,,,,,,,
Miroslav Satan,,Slovakia (all),International,7,1,1,2,0,-3,,,,,,,
Miroslav Satan,,Slovakia (all),International,7,1,1,2,0,-3,,,,,,,
Miroslav Satan,,Slovakia (all),International,7,1,1,2,0,-3,,,,,,,
Miroslav Satan,,Slovakia (all),International,7,1,1,2,0,-3,,,,,,,
Miroslav Satan,10-11,HC Slovan Bratislava,Slovakia,10,10,6,16,22,9,,,,,,,
Miroslav Satan,,Dynamo Moskva,KHL,6,1,2,3,4,-2,Playoffs,2,0,0,0,0,-2
Miroslav Satan,,"Slovakia""A""",WC,6,3,2,5,4,4,,,,,,,
Miroslav Satan,,"Slovakia""A""",WC,6,3,2,5,4,4,,,,,,,
Miroslav Satan,,Slovakia (all),International,14,4,10,14,-,-,,,,,,,
Miroslav Satan,,Slovakia (all),International,14,4,10,14,-,-,,,,,,,
Miroslav Satan,,Slovakia (all),International,14,4,10,14,-,-,,,,,,,
Miroslav Satan,,Slovakia (all),International,14,4,10,14,-,-,,,,,,,
Miroslav Satan,,Slovakia (all),International,14,4,10,14,-,-,,,,,,,
Miroslav Satan,,Slovakia (all),International,14,4,10,14,-,-,,,,,,,
Miroslav Satan,,Slovakia (all),International,14,4,10,14,-,-,,,,,,,
Miroslav Satan,,Slovakia (all),International,14,4,10,14,-,-,,,,,,,
Miroslav Satan,,Slovakia (all),International,14,4,10,14,-,-,,,,,,,
Miroslav Satan,11-12,"HC Slovan Bratislava""C""",Slovakia,49,23,29,52,127,35,Playoffs,12,8,14,22,10,19
Miroslav Satan,,"Slovakia""A""",WC,10,4,2,6,4,0,,,,,,,
Miroslav Satan,,"Slovakia""A""",WC,10,4,2,6,4,0,,,,,,,
Miroslav Satan,,Slovakia (all),International,12,5,2,7,-,-,,,,,,,
Miroslav Satan,,Slovakia (all),International,12,5,2,7,-,-,,,,,,,
Miroslav Satan,,Slovakia (all),International,12,5,2,7,-,-,,,,,,,
Miroslav Satan,,Slovakia (all),International,12,5,2,7,-,-,,,,,,,
Miroslav Satan,,Slovakia (all),International,12,5,2,7,-,-,,,,,,,
Miroslav Satan,,Slovakia (all),International,12,5,2,7,-,-,,,,,,,
Miroslav Satan,,Slovakia (all),International,12,5,2,7,-,-,,,,,,,
Miroslav Satan,,Slovakia (all),International,12,5,2,7,-,-,,,,,,,
Miroslav Satan,,Slovakia (all),International,12,5,2,7,-,-,,,,,,,
Miroslav Satan,12-13,"HC Slovan Bratislava""C""",KHL,21,7,5,12,22,2,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,8,1,2,3,2,0,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,8,1,2,3,2,0,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,8,1,2,3,2,0,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,8,1,2,3,2,0,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,8,1,2,3,2,0,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,8,1,2,3,2,0,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,8,1,2,3,2,0,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,8,1,2,3,2,0,,,,,,,
Miroslav Satan,,Slovakia (all),International,12,1,2,3,2,1,,,,,,,
Miroslav Satan,,Slovakia (all),International,12,1,2,3,2,1,,,,,,,
Miroslav Satan,,Slovakia (all),International,12,1,2,3,2,1,,,,,,,
Miroslav Satan,,Slovakia (all),International,12,1,2,3,2,1,,,,,,,
Miroslav Satan,,Slovakia (all),International,12,1,2,3,2,1,,,,,,,
Miroslav Satan,,Slovakia (all),International,12,1,2,3,2,1,,,,,,,
Miroslav Satan,,Slovakia (all),International,12,1,2,3,2,1,,,,,,,
Miroslav Satan,,Slovakia (all),International,12,1,2,3,2,1,,,,,,,
Miroslav Satan,,Slovakia (all),International,12,1,2,3,2,1,,,,,,,
Miroslav Satan,13-14,HC Slovan Bratislava,KHL,23,9,3,12,8,-5,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,7,1,2,3,4,1,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,7,1,2,3,4,1,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,7,1,2,3,4,1,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,7,1,2,3,4,1,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,7,1,2,3,4,1,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,7,1,2,3,4,1,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,7,1,2,3,4,1,,,,,,,
Miroslav Satan,,"Slovakia""C""",WC,7,1,2,3,4,1,,,,,,,
Miroslav Satan,,Slovakia (all),International,13,5,4,9,4,3,,,,,,,
Miroslav Satan,,Slovakia (all),International,13,5,4,9,4,3,,,,,,,
Miroslav Satan,,Slovakia (all),International,13,5,4,9,4,3,,,,,,,
Miroslav Satan,,Slovakia (all),International,13,5,4,9,4,3,,,,,,,
Miroslav Satan,,Slovakia (all),International,13,5,4,9,4,3,,,,,,,
Miroslav Satan,,Slovakia (all),International,13,5,4,9,4,3,,,,,,,
Miroslav Satan,,Slovakia (all),International,13,5,4,9,4,3,,,,,,,
Miroslav Satan,,Slovakia (all),International,13,5,4,9,4,3,,,,,,,
Miroslav Satan,,Slovakia (all),International,13,5,4,9,4,3,,,,,,,
Brad Richards,95-96,Notre Dame Hounds U18 AAA,SMAAAHL,17,2,3,5,2,-,,,,,,,
Brad Richards,96-97,Notre Dame Hounds,SJHL,63,29,58,87,73,-,Playoffs,6,5,6,11,17,-
Brad Richards,97-98,Rimouski Océanic,QMJHL,68,33,82,115,44,12,Playoffs,19,8,24,32,2,-1
Brad Richards,98-99,Rimouski Océanic,QMJHL,59,39,92,131,55,18,Playoffs,11,9,12,21,6,13
Brad Richards,99-00,Rimouski Océanic,QMJHL,63,71,115,186,69,80,Playoffs,12,13,24,37,16,6
Brad Richards,,Canada U20,WJC-20,7,1,1,2,0,0,,,,,,,
Brad Richards,00-01,Tampa Bay Lightning,NHL,82,21,41,62,14,-10,,,,,,,
Brad Richards,,Canada,WC,7,3,3,6,0,6,,,,,,,
Brad Richards,01-02,Tampa Bay Lightning,NHL,82,20,42,62,13,-18,,,,,,,
Brad Richards,02-03,Tampa Bay Lightning,NHL,80,17,57,74,24,3,Playoffs,11,0,5,5,12,-3
Brad Richards,03-04,Tampa Bay Lightning,NHL,82,26,53,79,12,14,Playoffs,23,12,14,26,4,5
Brad Richards,04-05,Ak Bars KazanLockout,Russia,6,2,5,7,16,2,,,,,,,
Brad Richards,,Canada,WCup,6,1,3,4,0,2,,,,,,,
Brad Richards,05-06,Tampa Bay Lightning,NHL,82,23,68,91,32,0,Playoffs,5,3,5,8,6,-5
Brad Richards,,Canada,OG,6,2,2,4,6,3,,,,,,,
Brad Richards,06-07,"Tampa Bay Lightning""A""",NHL,82,25,45,70,23,19,Playoffs,6,3,5,8,6,-4
Brad Richards,07-08,"Tampa Bay Lightning""A""",NHL,62,18,33,51,15,-25,,,,,,,
Brad Richards,,Dallas Stars,NHL,12,2,9,11,0,-2,Playoffs,18,3,12,15,8,1
Brad Richards,08-09,Dallas Stars,NHL,56,16,32,48,6,-4,,,,,,,
Brad Richards,09-10,"Dallas Stars""A""",NHL,80,24,67,91,14,-12,,,,,,,
Brad Richards,10-11,"Dallas Stars""A""",NHL,72,28,49,77,24,1,,,,,,,
Brad Richards,11-12,"New York Rangers""A""",NHL,82,25,41,66,22,-1,Playoffs,20,6,9,15,8,-2
Brad Richards,12-13,"New York Rangers""A""",NHL,46,11,23,34,14,8,Playoffs,10,1,0,1,2,-3
Brad Richards,13-14,"New York Rangers""A""",NHL,82,20,31,51,18,-8,Playoffs,25,5,7,12,4,-2
Brad Richards,14-15,Chicago Blackhawks,NHL,76,12,25,37,12,3,Playoffs,23,3,11,14,8,4
Brad Richards,15-16,Detroit Red Wings,NHL,68,10,18,28,8,4,Playoffs,5,1,0,1,7,-4
Cliff Ronning,81-82,"Burnaby Winter Club Travellers""C""",U18 A1,-,-,-,-,-,-,,,,,,,
Cliff Ronning,82-83,New Westminster Royals,BCJHL,52,82,68,150,22,-,,,,,,,
Cliff Ronning,83-84,New Westminster Bruins,WHL,71,69,67,136,10,-,Playoffs,9,8,13,21,10,-
Cliff Ronning,84-85,New Westminster Bruins,WHL,70,89,108,197,20,-,Playoffs,11,10,14,24,4,-
Cliff Ronning,85-86,St. Louis Blues,NHL,0,0,0,0,0,0,Playoffs,5,1,1,2,2,0
Cliff Ronning,,Team Canada,International,71,55,63,118,53,-,,,,,,,
Cliff Ronning,,Team Canada,International,71,55,63,118,53,-,,,,,,,
Cliff Ronning,86-87,St. Louis Blues,NHL,42,11,14,25,6,-1,Playoffs,4,0,1,1,0,-1
Cliff Ronning,,Team Canada,International,26,17,16,33,12,-,,,,,,,
Cliff Ronning,,Team Canada,International,26,17,16,33,12,-,,,,,,,
Cliff Ronning,87-88,St. Louis Blues,NHL,26,5,8,13,12,6,,,,,,,
Cliff Ronning,88-89,St. Louis Blues,NHL,64,24,31,55,18,3,Playoffs,7,1,3,4,0,0
Cliff Ronning,,Peoria Rivermen,IHL,12,11,20,31,8,-,,,,,,,
Cliff Ronning,89-90,Asiago,Italy,36,67,49,116,29,25,Playoffs,6,7,12,19,4,-
Cliff Ronning,90-91,St. Louis Blues,NHL,48,14,18,32,10,2,,,,,,,
Cliff Ronning,,Vancouver Canucks,NHL,11,6,6,12,0,-2,Playoffs,6,6,3,9,12,1
Cliff Ronning,,Canada,WC,10,1,4,5,8,-,,,,,,,
Cliff Ronning,91-92,Vancouver Canucks,NHL,80,24,47,71,42,18,Playoffs,13,8,5,13,6,5
Cliff Ronning,92-93,Vancouver Canucks,NHL,79,29,56,85,30,19,Playoffs,12,2,9,11,6,8
Cliff Ronning,93-94,Vancouver Canucks,NHL,76,25,43,68,42,7,Playoffs,24,5,10,15,16,-2
Cliff Ronning,94-95,Vancouver Canucks,NHL,41,6,19,25,27,-4,Playoffs,11,3,5,8,2,-5
Cliff Ronning,95-96,Vancouver Canucks,NHL,79,22,45,67,42,16,Playoffs,6,0,2,2,6,0
Cliff Ronning,96-97,Phoenix Coyotes,NHL,69,19,32,51,26,-9,Playoffs,7,0,7,7,12,2
Cliff Ronning,97-98,Phoenix Coyotes,NHL,80,11,44,55,36,5,Playoffs,6,1,3,4,4,-1
Cliff Ronning,98-99,Phoenix Coyotes,NHL,7,2,5,7,2,3,,,,,,,
Cliff Ronning,,Nashville Predators,NHL,72,18,35,53,40,-6,,,,,,,
Cliff Ronning,99-00,Nashville Predators,NHL,82,26,36,62,34,-13,,,,,,,
Cliff Ronning,00-01,"Nashville Predators""A""",NHL,80,19,43,62,28,4,,,,,,,
Cliff Ronning,01-02,"Nashville Predators""A""",NHL,67,18,31,49,24,0,,,,,,,
Cliff Ronning,,Los Angeles Kings,NHL,14,1,4,5,8,0,Playoffs,4,0,1,1,2,-1
Cliff Ronning,02-03,Minnesota Wild,NHL,80,17,31,48,24,-6,Playoffs,17,2,7,9,4,-3
Cliff Ronning,03-04,New York Islanders,NHL,40,9,15,24,2,3,Playoffs,4,0,0,0,0,-2
Simon Gagné,95-96,Sainte-Foy Gouverneurs,QMAAA,27,13,9,22,18,-,Playoffs,15,7,8,15,8,-
Simon Gagné,96-97,Beauport Harfangs,QMJHL,51,9,22,31,49,-7,,,,,,,
Simon Gagné,97-98,Québec Remparts,QMJHL,53,30,39,69,26,20,Playoffs,12,11,5,16,23,8
Simon Gagné,98-99,Québec Remparts,QMJHL,61,50,70,120,42,51,Playoffs,13,9,8,17,4,6
Simon Gagné,,Canada U20,WJC-20,7,7,1,8,2,-,,,,,,,
Simon Gagné,99-00,Philadelphia Flyers,NHL,80,20,28,48,22,11,Playoffs,17,5,5,10,2,0
Simon Gagné,00-01,Philadelphia Flyers,NHL,69,27,32,59,18,24,Playoffs,6,3,0,3,0,-2
Simon Gagné,01-02,Philadelphia Flyers,NHL,79,33,33,66,32,31,Playoffs,5,0,0,0,2,-3
Simon Gagné,,Canada,OG,6,1,3,4,0,5,,,,,,,
Simon Gagné,02-03,Philadelphia Flyers,NHL,46,9,18,27,16,20,Playoffs,13,4,1,5,6,1
Simon Gagné,03-04,Philadelphia Flyers,NHL,80,24,21,45,29,12,Playoffs,18,5,4,9,12,10
Simon Gagné,04-05,Canada,WCup,6,1,1,2,0,2,,,,,,,
Simon Gagné,,Canada,WC,9,3,7,10,0,7,,,,,,,
Simon Gagné,05-06,"Philadelphia Flyers""A""",NHL,72,47,32,79,38,31,Playoffs,6,3,1,4,2,2
Simon Gagné,,"Canada""A""",OG,6,1,2,3,6,1,,,,,,,
Simon Gagné,06-07,"Philadelphia Flyers""A""",NHL,76,41,27,68,30,2,,,,,,,
Simon Gagné,07-08,"Philadelphia Flyers""A""",NHL,25,7,11,18,4,-8,,,,,,,
Simon Gagné,08-09,"Philadelphia Flyers""A""",NHL,79,34,40,74,42,21,Playoffs,6,3,1,4,2,-4
Simon Gagné,09-10,"Philadelphia Flyers""A""",NHL,58,17,23,40,47,-1,Playoffs,19,9,3,12,0,-2
Simon Gagné,10-11,Tampa Bay Lightning,NHL,63,17,23,40,20,-12,Playoffs,15,5,7,12,4,6
Simon Gagné,11-12,Los Angeles Kings,NHL,34,7,10,17,18,-1,Playoffs,4,0,0,0,2,-1
Simon Gagné,12-13,Los Angeles Kings,NHL,11,0,5,5,2,2,,,,,,,
Simon Gagné,,Philadelphia Flyers,NHL,27,5,6,11,6,-3,,,,,,,
Simon Gagné,13-14,Did not play,-,-,-,-,-,-,-,,,,,,,
Simon Gagné,14-15,Boston Bruins,NHL,23,3,1,4,4,0,,,,,,,
Bryan Smolinski,87-88,Little Caesars 18U AAA,18U AAA,80,43,77,120,-,-,,,,,,,
Bryan Smolinski,88-89,Stratford Cullitons,MWJHL,46,32,62,94,132,-,,,,,,,
Bryan Smolinski,89-90,Michigan State Univ.,NCAA,39,10,17,27,45,-,,,,,,,
Bryan Smolinski,,USA U20,WJC-20,7,2,3,5,8,-,,,,,,,
Bryan Smolinski,90-91,Michigan State Univ.,NCAA,35,9,12,21,24,-,,,,,,,
Bryan Smolinski,91-92,Michigan State Univ.,NCAA,44,30,35,65,59,-,,,,,,,
Bryan Smolinski,92-93,"Michigan State Univ.""C""",NCAA,40,31,37,68,91,-,,,,,,,
Bryan Smolinski,,Boston Bruins,NHL,9,1,3,4,0,3,Playoffs,4,1,0,1,2,-1
Bryan Smolinski,93-94,Boston Bruins,NHL,83,31,20,51,82,4,Playoffs,13,5,4,9,4,-1
Bryan Smolinski,94-95,Boston Bruins,NHL,44,18,13,31,31,-3,Playoffs,5,0,1,1,4,-2
Bryan Smolinski,95-96,Pittsburgh Penguins,NHL,81,24,40,64,69,6,Playoffs,18,5,4,9,10,-4
Bryan Smolinski,96-97,Detroit Vipers,IHL,6,5,7,12,10,9,,,,,,,
Bryan Smolinski,,New York Islanders,NHL,64,28,28,56,25,9,,,,,,,
Bryan Smolinski,,USA,WCup,6,0,5,5,0,7,,,,,,,
Bryan Smolinski,,USA,WCup,6,0,5,5,0,7,,,,,,,
Bryan Smolinski,97-98,New York Islanders,NHL,81,13,30,43,34,-16,,,,,,,
Bryan Smolinski,,USA,WC,6,3,1,4,10,-5,,,,,,,
Bryan Smolinski,,USA,WC,6,3,1,4,10,-5,,,,,,,
Bryan Smolinski,98-99,New York Islanders,NHL,82,16,24,40,49,-7,,,,,,,
Bryan Smolinski,,USA,WC,6,3,3,6,8,3,,,,,,,
Bryan Smolinski,,USA,WC,6,3,3,6,8,3,,,,,,,
Bryan Smolinski,99-00,Los Angeles Kings,NHL,79,20,36,56,48,2,Playoffs,4,0,0,0,2,-1
Bryan Smolinski,00-01,Los Angeles Kings,NHL,78,27,32,59,40,10,Playoffs,13,1,5,6,14,-1
Bryan Smolinski,01-02,"Los Angeles Kings""A""",NHL,80,13,25,38,56,7,Playoffs,7,2,0,2,2,-1
Bryan Smolinski,02-03,"Los Angeles Kings""A""",NHL,58,18,20,38,18,-1,,,,,,,
Bryan Smolinski,,"Ottawa Senators""A""",NHL,10,3,5,8,2,1,Playoffs,18,2,7,9,6,4
Bryan Smolinski,03-04,Ottawa Senators,NHL,80,19,27,46,49,22,Playoffs,7,1,1,2,4,-2
Bryan Smolinski,04-05,Motor City MechanicsLockout,UHL,21,9,23,32,18,20,,,,,,,
Bryan Smolinski,,USA,WCup,3,1,0,1,0,-,,,,,,,
Bryan Smolinski,,USA,WCup,3,1,0,1,0,-,,,,,,,
Bryan Smolinski,05-06,Ottawa Senators,NHL,81,17,31,48,46,8,Playoffs,10,3,3,6,2,3
